ClassName,ID,a,b,c,d,f,g,h,i,j,k
PCA11793,R5.6.0(8),PCA11793,R5.6.0(8),PCA11793,R5.6.0(8),PCA11793,R5.6.0(8),PCA11793,R5.6.0(8),PCA11793,R5.6.0(8)
PCA11794,R5.6.0(1),PCA11794,R5.6.0(1),PCA11794,R5.6.0(1),PCA11794,R5.6.0(1),PCA11794,R5.6.0(1),PCA11794,R5.6.0(1)
PCA11794,R5.8.0(1),PCA11794,R5.8.0(1),PCA11794,R5.8.0(1),PCA11794,R5.8.0(1),PCA11794,R5.8.0(1),PCA11794,R5.8.0(1)
PCA11794,R5.8.0(1),PCA11794,R5.8.0(1),PCA11794,R5.8.0(1),PCA11794,R5.8.0(1),PCA11794,R5.8.0(1),PCA11794,R5.8.0(1)
PCA11795,R5.8.0(9),PCA11795,R5.8.0(9),PCA11795,R5.8.0(9),PCA11795,R5.8.0(9),PCA11795,R5.8.0(9),PCA11795,R5.8.0(9)
PCA11798,R6.2.0(1),PCA11798,R6.2.0(1),PCA11798,R6.2.0(1),PCA11798,R6.2.0(1),PCA11798,R6.2.0(1),PCA11798,R6.2.0(1)
PCA11798,R7.3.0(4),PCA11798,R7.3.0(4),PCA11798,R7.3.0(4),PCA11798,R7.3.0(4),PCA11798,R7.3.0(4),PCA11798,R7.3.0(4)
PCA11798,R6.4.0(1),PCA11798,R6.4.0(1),PCA11798,R6.4.0(1),PCA11798,R6.4.0(1),PCA11798,R6.4.0(1),PCA11798,R6.4.0(1)
PCA11801,R6.4.0(6),PCA11801,R6.4.0(6),PCA11801,R6.4.0(6),PCA11801,R6.4.0(6),PCA11801,R6.4.0(6),PCA11801,R6.4.0(6)
PCA11801,R7.3.0(4),PCA11801,R7.3.0(4),PCA11801,R7.3.0(4),PCA11801,R7.3.0(4),PCA11801,R7.3.0(4),PCA11801,R7.3.0(4)
PCA11801,R6.3.0(1),PCA11801,R6.3.0(1),PCA11801,R6.3.0(1),PCA11801,R6.3.0(1),PCA11801,R6.3.0(1),PCA11801,R6.3.0(1)
PCA11802,R5.4.4(3),PCA11802,R5.4.4(3),PCA11802,R5.4.4(3),PCA11802,R5.4.4(3),PCA11802,R5.4.4(3),PCA11802,R5.4.4(3)
PCA11802,R6.5.0(1),PCA11802,R6.5.0(1),PCA11802,R6.5.0(1),PCA11802,R6.5.0(1),PCA11802,R6.5.0(1),PCA11802,R6.5.0(1)
PCA11802,R6.4.0(7),PCA11802,R6.4.0(7),PCA11802,R6.4.0(7),PCA11802,R6.4.0(7),PCA11802,R6.4.0(7),PCA11802,R6.4.0(7)
PCA11808,R5.5.0(9),PCA11808,R5.5.0(9),PCA11808,R5.5.0(9),PCA11808,R5.5.0(9),PCA11808,R5.5.0(9),PCA11808,R5.5.0(9)
PCA11809,R5.8.0(1),PCA11809,R5.8.0(1),PCA11809,R5.8.0(1),PCA11809,R5.8.0(1),PCA11809,R5.8.0(1),PCA11809,R5.8.0(1)
PCA11811,R5.7.0(1),PCA11811,R5.7.0(1),PCA11811,R5.7.0(1),PCA11811,R5.7.0(1),PCA11811,R5.7.0(1),PCA11811,R5.7.0(1)
PCA11811,R7.3.0(4),PCA11811,R7.3.0(4),PCA11811,R7.3.0(4),PCA11811,R7.3.0(4),PCA11811,R7.3.0(4),PCA11811,R7.3.0(4)
PCA11811,R5.9.0(1),PCA11811,R5.9.0(1),PCA11811,R5.9.0(1),PCA11811,R5.9.0(1),PCA11811,R5.9.0(1),PCA11811,R5.9.0(1)
PCA11813,R5.8.0(1),PCA11813,R5.8.0(1),PCA11813,R5.8.0(1),PCA11813,R5.8.0(1),PCA11813,R5.8.0(1),PCA11813,R5.8.0(1)
PCA11813,R5.4.4(3),PCA11813,R5.4.4(3),PCA11813,R5.4.4(3),PCA11813,R5.4.4(3),PCA11813,R5.4.4(3),PCA11813,R5.4.4(3)
PCA11813,R6.2.0(1),PCA11813,R6.2.0(1),PCA11813,R6.2.0(1),PCA11813,R6.2.0(1),PCA11813,R6.2.0(1),PCA11813,R6.2.0(1)
PCA11816,R6.4.0(1),PCA11816,R6.4.0(1),PCA11816,R6.4.0(1),PCA11816,R6.4.0(1),PCA11816,R6.4.0(1),PCA11816,R6.4.0(1)
PCA11816,R5.1.0(1),PCA11816,R5.1.0(1),PCA11816,R5.1.0(1),PCA11816,R5.1.0(1),PCA11816,R5.1.0(1),PCA11816,R5.1.0(1)
PCA11816,R5.8.0(9),PCA11816,R5.8.0(9),PCA11816,R5.8.0(9),PCA11816,R5.8.0(9),PCA11816,R5.8.0(9),PCA11816,R5.8.0(9)
PCA11819,R6.3.0(8),PCA11819,R6.3.0(8),PCA11819,R6.3.0(8),PCA11819,R6.3.0(8),PCA11819,R6.3.0(8),PCA11819,R6.3.0(8)
PCA11819,R4.1.0(2),PCA11819,R4.1.0(2),PCA11819,R4.1.0(2),PCA11819,R4.1.0(2),PCA11819,R4.1.0(2),PCA11819,R4.1.0(2)
PCA11819,R6.2.0(8),PCA11819,R6.2.0(8),PCA11819,R6.2.0(8),PCA11819,R6.2.0(8),PCA11819,R6.2.0(8),PCA11819,R6.2.0(8)
PCA11820,R5.6.0(8),PCA11820,R5.6.0(8),PCA11820,R5.6.0(8),PCA11820,R5.6.0(8),PCA11820,R5.6.0(8),PCA11820,R5.6.0(8)
PCA11820,R6.3.0(1),PCA11820,R6.3.0(1),PCA11820,R6.3.0(1),PCA11820,R6.3.0(1),PCA11820,R6.3.0(1),PCA11820,R6.3.0(1)
PCA11820,R6.4.0(1),PCA11820,R6.4.0(1),PCA11820,R6.4.0(1),PCA11820,R6.4.0(1),PCA11820,R6.4.0(1),PCA11820,R6.4.0(1)
PCA11821,R6.5.0(1),PCA11821,R6.5.0(1),PCA11821,R6.5.0(1),PCA11821,R6.5.0(1),PCA11821,R6.5.0(1),PCA11821,R6.5.0(1)
PCA11823,R5.9.0(1),PCA11823,R5.9.0(1),PCA11823,R5.9.0(1),PCA11823,R5.9.0(1),PCA11823,R5.9.0(1),PCA11823,R5.9.0(1)
PCA11823,R6.1.0(1),PCA11823,R6.1.0(1),PCA11823,R6.1.0(1),PCA11823,R6.1.0(1),PCA11823,R6.1.0(1),PCA11823,R6.1.0(1)
PCA11823,R6.4.0(6),PCA11823,R6.4.0(6),PCA11823,R6.4.0(6),PCA11823,R6.4.0(6),PCA11823,R6.4.0(6),PCA11823,R6.4.0(6)
PCA11824,R6.3.0(1),PCA11824,R6.3.0(1),PCA11824,R6.3.0(1),PCA11824,R6.3.0(1),PCA11824,R6.3.0(1),PCA11824,R6.3.0(1)
PCA11824,R5.6.0(1),PCA11824,R5.6.0(1),PCA11824,R5.6.0(1),PCA11824,R5.6.0(1),PCA11824,R5.6.0(1),PCA11824,R5.6.0(1)
PCA11824,R6.5.0(1),PCA11824,R6.5.0(1),PCA11824,R6.5.0(1),PCA11824,R6.5.0(1),PCA11824,R6.5.0(1),PCA11824,R6.5.0(1)
PCA11825,R5.5.0(1),PCA11825,R5.5.0(1),PCA11825,R5.5.0(1),PCA11825,R5.5.0(1),PCA11825,R5.5.0(1),PCA11825,R5.5.0(1)
PCA11826,R6.3.0(8),PCA11826,R6.3.0(8),PCA11826,R6.3.0(8),PCA11826,R6.3.0(8),PCA11826,R6.3.0(8),PCA11826,R6.3.0(8)
PCA11827,R6.4.0(6),PCA11827,R6.4.0(6),PCA11827,R6.4.0(6),PCA11827,R6.4.0(6),PCA11827,R6.4.0(6),PCA11827,R6.4.0(6)
PCA11827,R5.7.0(5),PCA11827,R5.7.0(5),PCA11827,R5.7.0(5),PCA11827,R5.7.0(5),PCA11827,R5.7.0(5),PCA11827,R5.7.0(5)
PCA11827,R6.1.0(1),PCA11827,R6.1.0(1),PCA11827,R6.1.0(1),PCA11827,R6.1.0(1),PCA11827,R6.1.0(1),PCA11827,R6.1.0(1)
PCA11829,R5.6.0(1),PCA11829,R5.6.0(1),PCA11829,R5.6.0(1),PCA11829,R5.6.0(1),PCA11829,R5.6.0(1),PCA11829,R5.6.0(1)
PCA11831,R5.9.0(6),PCA11831,R5.9.0(6),PCA11831,R5.9.0(6),PCA11831,R5.9.0(6),PCA11831,R5.9.0(6),PCA11831,R5.9.0(6)
PCA11832,R5.4.4(3),PCA11832,R5.4.4(3),PCA11832,R5.4.4(3),PCA11832,R5.4.4(3),PCA11832,R5.4.4(3),PCA11832,R5.4.4(3)
PCA11832,R5.1.0(1),PCA11832,R5.1.0(1),PCA11832,R5.1.0(1),PCA11832,R5.1.0(1),PCA11832,R5.1.0(1),PCA11832,R5.1.0(1)
PCA11832,R6.2.0(8),PCA11832,R6.2.0(8),PCA11832,R6.2.0(8),PCA11832,R6.2.0(8),PCA11832,R6.2.0(8),PCA11832,R6.2.0(8)
PCA11833,R7.1.0(3),PCA11833,R7.1.0(3),PCA11833,R7.1.0(3),PCA11833,R7.1.0(3),PCA11833,R7.1.0(3),PCA11833,R7.1.0(3)
PCA11835,R5.6.0(1),PCA11835,R5.6.0(1),PCA11835,R5.6.0(1),PCA11835,R5.6.0(1),PCA11835,R5.6.0(1),PCA11835,R5.6.0(1)
PCA11835,R6.4.0(7),PCA11835,R6.4.0(7),PCA11835,R6.4.0(7),PCA11835,R6.4.0(7),PCA11835,R6.4.0(7),PCA11835,R6.4.0(7)
PCA11835,R6.3.0(1),PCA11835,R6.3.0(1),PCA11835,R6.3.0(1),PCA11835,R6.3.0(1),PCA11835,R6.3.0(1),PCA11835,R6.3.0(1)
PCA11836,R6.2.0(1),PCA11836,R6.2.0(1),PCA11836,R6.2.0(1),PCA11836,R6.2.0(1),PCA11836,R6.2.0(1),PCA11836,R6.2.0(1)
PCA11841,R5.4.4(3),PCA11841,R5.4.4(3),PCA11841,R5.4.4(3),PCA11841,R5.4.4(3),PCA11841,R5.4.4(3),PCA11841,R5.4.4(3)
PCA11841,R7.1.0(3),PCA11841,R7.1.0(3),PCA11841,R7.1.0(3),PCA11841,R7.1.0(3),PCA11841,R7.1.0(3),PCA11841,R7.1.0(3)
PCA11841,R5.8.0(9),PCA11841,R5.8.0(9),PCA11841,R5.8.0(9),PCA11841,R5.8.0(9),PCA11841,R5.8.0(9),PCA11841,R5.8.0(9)
PCA11842,R6.3.0(8),PCA11842,R6.3.0(8),PCA11842,R6.3.0(8),PCA11842,R6.3.0(8),PCA11842,R6.3.0(8),PCA11842,R6.3.0(8)
PCA11858,R4.1.0(2),PCA11858,R4.1.0(2),PCA11858,R4.1.0(2),PCA11858,R4.1.0(2),PCA11858,R4.1.0(2),PCA11858,R4.1.0(2)
PCA11858,R5.9.0(6),PCA11858,R5.9.0(6),PCA11858,R5.9.0(6),PCA11858,R5.9.0(6),PCA11858,R5.9.0(6),PCA11858,R5.9.0(6)
PCA11858,R5.9.0(1),PCA11858,R5.9.0(1),PCA11858,R5.9.0(1),PCA11858,R5.9.0(1),PCA11858,R5.9.0(1),PCA11858,R5.9.0(1)
PCA11866,R6.3.0(1),PCA11866,R6.3.0(1),PCA11866,R6.3.0(1),PCA11866,R6.3.0(1),PCA11866,R6.3.0(1),PCA11866,R6.3.0(1)
PCA11869,R4.1.0(2),PCA11869,R4.1.0(2),PCA11869,R4.1.0(2),PCA11869,R4.1.0(2),PCA11869,R4.1.0(2),PCA11869,R4.1.0(2)
PCA11870,R6.4.0(7),PCA11870,R6.4.0(7),PCA11870,R6.4.0(7),PCA11870,R6.4.0(7),PCA11870,R6.4.0(7),PCA11870,R6.4.0(7)
PCA11870,R5.8.0(1),PCA11870,R5.8.0(1),PCA11870,R5.8.0(1),PCA11870,R5.8.0(1),PCA11870,R5.8.0(1),PCA11870,R5.8.0(1)
PCA11870,R6.2.0(1),PCA11870,R6.2.0(1),PCA11870,R6.2.0(1),PCA11870,R6.2.0(1),PCA11870,R6.2.0(1),PCA11870,R6.2.0(1)
PCA11872,R5.5.0(1),PCA11872,R5.5.0(1),PCA11872,R5.5.0(1),PCA11872,R5.5.0(1),PCA11872,R5.5.0(1),PCA11872,R5.5.0(1)
PCA11875,R5.4.4(3),PCA11875,R5.4.4(3),PCA11875,R5.4.4(3),PCA11875,R5.4.4(3),PCA11875,R5.4.4(3),PCA11875,R5.4.4(3)
PCA11875,R5.5.0(1),PCA11875,R5.5.0(1),PCA11875,R5.5.0(1),PCA11875,R5.5.0(1),PCA11875,R5.5.0(1),PCA11875,R5.5.0(1)
PCA11875,R5.8.0(1),PCA11875,R5.8.0(1),PCA11875,R5.8.0(1),PCA11875,R5.8.0(1),PCA11875,R5.8.0(1),PCA11875,R5.8.0(1)
PCA11876,R6.4.0(1),PCA11876,R6.4.0(1),PCA11876,R6.4.0(1),PCA11876,R6.4.0(1),PCA11876,R6.4.0(1),PCA11876,R6.4.0(1)
PCA11878,R5.5.0(9),PCA11878,R5.5.0(9),PCA11878,R5.5.0(9),PCA11878,R5.5.0(9),PCA11878,R5.5.0(9),PCA11878,R5.5.0(9)
PCA11881,R5.5.0(1),PCA11881,R5.5.0(1),PCA11881,R5.5.0(1),PCA11881,R5.5.0(1),PCA11881,R5.5.0(1),PCA11881,R5.5.0(1)
PCA11881,R6.3.0(8),PCA11881,R6.3.0(8),PCA11881,R6.3.0(8),PCA11881,R6.3.0(8),PCA11881,R6.3.0(8),PCA11881,R6.3.0(8)
PCA11881,R5.8.0(9),PCA11881,R5.8.0(9),PCA11881,R5.8.0(9),PCA11881,R5.8.0(9),PCA11881,R5.8.0(9),PCA11881,R5.8.0(9)
PCA11887,R7.3.0(4),PCA11887,R7.3.0(4),PCA11887,R7.3.0(4),PCA11887,R7.3.0(4),PCA11887,R7.3.0(4),PCA11887,R7.3.0(4)
PCA11887,R5.1.0(1),PCA11887,R5.1.0(1),PCA11887,R5.1.0(1),PCA11887,R5.1.0(1),PCA11887,R5.1.0(1),PCA11887,R5.1.0(1)
PCA11887,R4.1.0(1),PCA11887,R4.1.0(1),PCA11887,R4.1.0(1),PCA11887,R4.1.0(1),PCA11887,R4.1.0(1),PCA11887,R4.1.0(1)
PCA11888,R6.2.0(1),PCA11888,R6.2.0(1),PCA11888,R6.2.0(1),PCA11888,R6.2.0(1),PCA11888,R6.2.0(1),PCA11888,R6.2.0(1)
PCA11888,R5.5.0(1),PCA11888,R5.5.0(1),PCA11888,R5.5.0(1),PCA11888,R5.5.0(1),PCA11888,R5.5.0(1),PCA11888,R5.5.0(1)
PCA11888,R6.4.0(1),PCA11888,R6.4.0(1),PCA11888,R6.4.0(1),PCA11888,R6.4.0(1),PCA11888,R6.4.0(1),PCA11888,R6.4.0(1)
PCA11889,R6.4.0(1),PCA11889,R6.4.0(1),PCA11889,R6.4.0(1),PCA11889,R6.4.0(1),PCA11889,R6.4.0(1),PCA11889,R6.4.0(1)
PCA11889,R5.8.0(9),PCA11889,R5.8.0(9),PCA11889,R5.8.0(9),PCA11889,R5.8.0(9),PCA11889,R5.8.0(9),PCA11889,R5.8.0(9)
PCA11889,R4.1.0(2),PCA11889,R4.1.0(2),PCA11889,R4.1.0(2),PCA11889,R4.1.0(2),PCA11889,R4.1.0(2),PCA11889,R4.1.0(2)
PCA11894,R5.8.0(1),PCA11894,R5.8.0(1),PCA11894,R5.8.0(1),PCA11894,R5.8.0(1),PCA11894,R5.8.0(1),PCA11894,R5.8.0(1)
PCA11894,R6.3.0(8),PCA11894,R6.3.0(8),PCA11894,R6.3.0(8),PCA11894,R6.3.0(8),PCA11894,R6.3.0(8),PCA11894,R6.3.0(8)
PCA11894,R7.1.0(3),PCA11894,R7.1.0(3),PCA11894,R7.1.0(3),PCA11894,R7.1.0(3),PCA11894,R7.1.0(3),PCA11894,R7.1.0(3)
PCA11895,R7.3.0(4),PCA11895,R7.3.0(4),PCA11895,R7.3.0(4),PCA11895,R7.3.0(4),PCA11895,R7.3.0(4),PCA11895,R7.3.0(4)
PCA11900,R6.5.0(1),PCA11900,R6.5.0(1),PCA11900,R6.5.0(1),PCA11900,R6.5.0(1),PCA11900,R6.5.0(1),PCA11900,R6.5.0(1)
PCA11901,R5.7.0(5),PCA11901,R5.7.0(5),PCA11901,R5.7.0(5),PCA11901,R5.7.0(5),PCA11901,R5.7.0(5),PCA11901,R5.7.0(5)
PCA11902,R6.4.0(7),PCA11902,R6.4.0(7),PCA11902,R6.4.0(7),PCA11902,R6.4.0(7),PCA11902,R6.4.0(7),PCA11902,R6.4.0(7)
PCA11904,R6.4.0(6),PCA11904,R6.4.0(6),PCA11904,R6.4.0(6),PCA11904,R6.4.0(6),PCA11904,R6.4.0(6),PCA11904,R6.4.0(6)
PCA11904,R7.3.0(4),PCA11904,R7.3.0(4),PCA11904,R7.3.0(4),PCA11904,R7.3.0(4),PCA11904,R7.3.0(4),PCA11904,R7.3.0(4)
PCA11904,R5.5.0(9),PCA11904,R5.5.0(9),PCA11904,R5.5.0(9),PCA11904,R5.5.0(9),PCA11904,R5.5.0(9),PCA11904,R5.5.0(9)
PCA11905,R5.6.0(1),PCA11905,R5.6.0(1),PCA11905,R5.6.0(1),PCA11905,R5.6.0(1),PCA11905,R5.6.0(1),PCA11905,R5.6.0(1)
PCA11906,R7.1.0(3),PCA11906,R7.1.0(3),PCA11906,R7.1.0(3),PCA11906,R7.1.0(3),PCA11906,R7.1.0(3),PCA11906,R7.1.0(3)
PCA11908,R6.2.0(1),PCA11908,R6.2.0(1),PCA11908,R6.2.0(1),PCA11908,R6.2.0(1),PCA11908,R6.2.0(1),PCA11908,R6.2.0(1)
PCA11908,R5.7.0(1),PCA11908,R5.7.0(1),PCA11908,R5.7.0(1),PCA11908,R5.7.0(1),PCA11908,R5.7.0(1),PCA11908,R5.7.0(1)
PCA11908,R5.6.0(1),PCA11908,R5.6.0(1),PCA11908,R5.6.0(1),PCA11908,R5.6.0(1),PCA11908,R5.6.0(1),PCA11908,R5.6.0(1)
PCA11911,R6.5.0(1),PCA11911,R6.5.0(1),PCA11911,R6.5.0(1),PCA11911,R6.5.0(1),PCA11911,R6.5.0(1),PCA11911,R6.5.0(1)
PCA11911,R5.6.0(8),PCA11911,R5.6.0(8),PCA11911,R5.6.0(8),PCA11911,R5.6.0(8),PCA11911,R5.6.0(8),PCA11911,R5.6.0(8)
PCA11911,R6.3.0(9),PCA11911,R6.3.0(9),PCA11911,R6.3.0(9),PCA11911,R6.3.0(9),PCA11911,R6.3.0(9),PCA11911,R6.3.0(9)
PCA11912,R6.5.0(1),PCA11912,R6.5.0(1),PCA11912,R6.5.0(1),PCA11912,R6.5.0(1),PCA11912,R6.5.0(1),PCA11912,R6.5.0(1)
PCA11915,R5.8.0(9),PCA11915,R5.8.0(9),PCA11915,R5.8.0(9),PCA11915,R5.8.0(9),PCA11915,R5.8.0(9),PCA11915,R5.8.0(9)
PCA11915,R5.9.0(1),PCA11915,R5.9.0(1),PCA11915,R5.9.0(1),PCA11915,R5.9.0(1),PCA11915,R5.9.0(1),PCA11915,R5.9.0(1)
PCA11915,R5.8.0(1),PCA11915,R5.8.0(1),PCA11915,R5.8.0(1),PCA11915,R5.8.0(1),PCA11915,R5.8.0(1),PCA11915,R5.8.0(1)
PCA11917,R5.8.0(1),PCA11917,R5.8.0(1),PCA11917,R5.8.0(1),PCA11917,R5.8.0(1),PCA11917,R5.8.0(1),PCA11917,R5.8.0(1)
PCA11917,R4.1.0(1),PCA11917,R4.1.0(1),PCA11917,R4.1.0(1),PCA11917,R4.1.0(1),PCA11917,R4.1.0(1),PCA11917,R4.1.0(1)
PCA11917,R4.1.0(1),PCA11917,R4.1.0(1),PCA11917,R4.1.0(1),PCA11917,R4.1.0(1),PCA11917,R4.1.0(1),PCA11917,R4.1.0(1)
PCA11920,R6.1.0(1),PCA11920,R6.1.0(1),PCA11920,R6.1.0(1),PCA11920,R6.1.0(1),PCA11920,R6.1.0(1),PCA11920,R6.1.0(1)
PCA11922,R6.1.0(1),PCA11922,R6.1.0(1),PCA11922,R6.1.0(1),PCA11922,R6.1.0(1),PCA11922,R6.1.0(1),PCA11922,R6.1.0(1)
PCA11922,R6.4.0(6),PCA11922,R6.4.0(6),PCA11922,R6.4.0(6),PCA11922,R6.4.0(6),PCA11922,R6.4.0(6),PCA11922,R6.4.0(6)
PCA11922,R6.5.0(1),PCA11922,R6.5.0(1),PCA11922,R6.5.0(1),PCA11922,R6.5.0(1),PCA11922,R6.5.0(1),PCA11922,R6.5.0(1)
PCA11923,R6.3.0(1),PCA11923,R6.3.0(1),PCA11923,R6.3.0(1),PCA11923,R6.3.0(1),PCA11923,R6.3.0(1),PCA11923,R6.3.0(1)
PCA11923,R6.3.0(1),PCA11923,R6.3.0(1),PCA11923,R6.3.0(1),PCA11923,R6.3.0(1),PCA11923,R6.3.0(1),PCA11923,R6.3.0(1)
PCA11923,R4.1.0(1),PCA11923,R4.1.0(1),PCA11923,R4.1.0(1),PCA11923,R4.1.0(1),PCA11923,R4.1.0(1),PCA11923,R4.1.0(1)
PCA11924,R6.4.0(6),PCA11924,R6.4.0(6),PCA11924,R6.4.0(6),PCA11924,R6.4.0(6),PCA11924,R6.4.0(6),PCA11924,R6.4.0(6)
PCA11926,R6.4.0(6),PCA11926,R6.4.0(6),PCA11926,R6.4.0(6),PCA11926,R6.4.0(6),PCA11926,R6.4.0(6),PCA11926,R6.4.0(6)
PCA11931,R6.5.0(1),PCA11931,R6.5.0(1),PCA11931,R6.5.0(1),PCA11931,R6.5.0(1),PCA11931,R6.5.0(1),PCA11931,R6.5.0(1)
PCA11931,R6.5.0(1),PCA11931,R6.5.0(1),PCA11931,R6.5.0(1),PCA11931,R6.5.0(1),PCA11931,R6.5.0(1),PCA11931,R6.5.0(1)
PCA11931,R4.1.0(1),PCA11931,R4.1.0(1),PCA11931,R4.1.0(1),PCA11931,R4.1.0(1),PCA11931,R4.1.0(1),PCA11931,R4.1.0(1)
PCA11932,R6.3.0(8),PCA11932,R6.3.0(8),PCA11932,R6.3.0(8),PCA11932,R6.3.0(8),PCA11932,R6.3.0(8),PCA11932,R6.3.0(8)
PCA11933,R6.4.0(7),PCA11933,R6.4.0(7),PCA11933,R6.4.0(7),PCA11933,R6.4.0(7),PCA11933,R6.4.0(7),PCA11933,R6.4.0(7)
PCA11934,R4.1.0(2),PCA11934,R4.1.0(2),PCA11934,R4.1.0(2),PCA11934,R4.1.0(2),PCA11934,R4.1.0(2),PCA11934,R4.1.0(2)
PCA11934,R5.8.0(9),PCA11934,R5.8.0(9),PCA11934,R5.8.0(9),PCA11934,R5.8.0(9),PCA11934,R5.8.0(9),PCA11934,R5.8.0(9)
PCA11934,R6.2.0(8),PCA11934,R6.2.0(8),PCA11934,R6.2.0(8),PCA11934,R6.2.0(8),PCA11934,R6.2.0(8),PCA11934,R6.2.0(8)
PCA11935,R5.5.0(9),PCA11935,R5.5.0(9),PCA11935,R5.5.0(9),PCA11935,R5.5.0(9),PCA11935,R5.5.0(9),PCA11935,R5.5.0(9)
PCA11935,R6.4.0(1),PCA11935,R6.4.0(1),PCA11935,R6.4.0(1),PCA11935,R6.4.0(1),PCA11935,R6.4.0(1),PCA11935,R6.4.0(1)
PCA11935,R5.9.0(6),PCA11935,R5.9.0(6),PCA11935,R5.9.0(6),PCA11935,R5.9.0(6),PCA11935,R5.9.0(6),PCA11935,R5.9.0(6)
PCA11937,R5.6.0(8),PCA11937,R5.6.0(8),PCA11937,R5.6.0(8),PCA11937,R5.6.0(8),PCA11937,R5.6.0(8),PCA11937,R5.6.0(8)
PCA11940,R5.9.0(1),PCA11940,R5.9.0(1),PCA11940,R5.9.0(1),PCA11940,R5.9.0(1),PCA11940,R5.9.0(1),PCA11940,R5.9.0(1)
PCA11941,R4.1.0(2),PCA11941,R4.1.0(2),PCA11941,R4.1.0(2),PCA11941,R4.1.0(2),PCA11941,R4.1.0(2),PCA11941,R4.1.0(2)
PCA11943,R7.3.0(4),PCA11943,R7.3.0(4),PCA11943,R7.3.0(4),PCA11943,R7.3.0(4),PCA11943,R7.3.0(4),PCA11943,R7.3.0(4)
PCA11945,R5.9.0(1),PCA11945,R5.9.0(1),PCA11945,R5.9.0(1),PCA11945,R5.9.0(1),PCA11945,R5.9.0(1),PCA11945,R5.9.0(1)
PCA11946,R5.9.0(1),PCA11946,R5.9.0(1),PCA11946,R5.9.0(1),PCA11946,R5.9.0(1),PCA11946,R5.9.0(1),PCA11946,R5.9.0(1)
PCA11946,R5.9.0(6),PCA11946,R5.9.0(6),PCA11946,R5.9.0(6),PCA11946,R5.9.0(6),PCA11946,R5.9.0(6),PCA11946,R5.9.0(6)
PCA11946,R6.3.0(1),PCA11946,R6.3.0(1),PCA11946,R6.3.0(1),PCA11946,R6.3.0(1),PCA11946,R6.3.0(1),PCA11946,R6.3.0(1)
PCA11947,R5.7.0(1),PCA11947,R5.7.0(1),PCA11947,R5.7.0(1),PCA11947,R5.7.0(1),PCA11947,R5.7.0(1),PCA11947,R5.7.0(1)
PCA11948,R5.9.0(1),PCA11948,R5.9.0(1),PCA11948,R5.9.0(1),PCA11948,R5.9.0(1),PCA11948,R5.9.0(1),PCA11948,R5.9.0(1)
PCA11948,R5.8.0(1),PCA11948,R5.8.0(1),PCA11948,R5.8.0(1),PCA11948,R5.8.0(1),PCA11948,R5.8.0(1),PCA11948,R5.8.0(1)
PCA11948,R6.3.0(1),PCA11948,R6.3.0(1),PCA11948,R6.3.0(1),PCA11948,R6.3.0(1),PCA11948,R6.3.0(1),PCA11948,R6.3.0(1)
PCA11950,R6.5.0(1),PCA11950,R6.5.0(1),PCA11950,R6.5.0(1),PCA11950,R6.5.0(1),PCA11950,R6.5.0(1),PCA11950,R6.5.0(1)
PCA11951,R5.5.0(9),PCA11951,R5.5.0(9),PCA11951,R5.5.0(9),PCA11951,R5.5.0(9),PCA11951,R5.5.0(9),PCA11951,R5.5.0(9)
PCA11951,R4.1.0(2),PCA11951,R4.1.0(2),PCA11951,R4.1.0(2),PCA11951,R4.1.0(2),PCA11951,R4.1.0(2),PCA11951,R4.1.0(2)
PCA11951,R6.3.0(9),PCA11951,R6.3.0(9),PCA11951,R6.3.0(9),PCA11951,R6.3.0(9),PCA11951,R6.3.0(9),PCA11951,R6.3.0(9)
PCA11952,R5.5.0(9),PCA11952,R5.5.0(9),PCA11952,R5.5.0(9),PCA11952,R5.5.0(9),PCA11952,R5.5.0(9),PCA11952,R5.5.0(9)
PCA11953,R5.7.0(5),PCA11953,R5.7.0(5),PCA11953,R5.7.0(5),PCA11953,R5.7.0(5),PCA11953,R5.7.0(5),PCA11953,R5.7.0(5)
PCA11955,R5.1.0(1),PCA11955,R5.1.0(1),PCA11955,R5.1.0(1),PCA11955,R5.1.0(1),PCA11955,R5.1.0(1),PCA11955,R5.1.0(1)
PCA11964,R4.1.0(2),PCA11964,R4.1.0(2),PCA11964,R4.1.0(2),PCA11964,R4.1.0(2),PCA11964,R4.1.0(2),PCA11964,R4.1.0(2)
PCA11964,R6.3.0(9),PCA11964,R6.3.0(9),PCA11964,R6.3.0(9),PCA11964,R6.3.0(9),PCA11964,R6.3.0(9),PCA11964,R6.3.0(9)
PCA11964,R6.3.0(1),PCA11964,R6.3.0(1),PCA11964,R6.3.0(1),PCA11964,R6.3.0(1),PCA11964,R6.3.0(1),PCA11964,R6.3.0(1)
PCA11965,R6.4.0(1),PCA11965,R6.4.0(1),PCA11965,R6.4.0(1),PCA11965,R6.4.0(1),PCA11965,R6.4.0(1),PCA11965,R6.4.0(1)
PCA11968,R5.5.0(9),PCA11968,R5.5.0(9),PCA11968,R5.5.0(9),PCA11968,R5.5.0(9),PCA11968,R5.5.0(9),PCA11968,R5.5.0(9)
PCA11969,R5.7.0(5),PCA11969,R5.7.0(5),PCA11969,R5.7.0(5),PCA11969,R5.7.0(5),PCA11969,R5.7.0(5),PCA11969,R5.7.0(5)
