DID,CID
DID1121,CID4620
DID1121,CID7942
DID1121,CID9268
DID1121,CID970
DID1121,CID9714
DID1122,CID6902
DID1123,CID1738
DID1123,CID8194
DID1123,CID9304
DID1124,CID2261
DID1125,CID2546
DID1125,CID6583
DID1126,CID3846
DID1126,CID52
DID1126,CID7422
DID1126,CID7646
DID1127,CID4299
DID1127,CID4406
DID1127,CID461
DID1127,CID6693
DID1127,CID6862
DID1127,CID7008
DID1128,CID1403
DID1128,CID1533
DID1128,CID5331
DID1129,CID3882
DID1129,CID7632
DID1130,CID237
DID1130,CID3187
DID1130,CID3303
DID1130,CID3661
DID1130,CID7346
DID1131,CID1732
DID1131,CID1750
DID1131,CID6716
DID1131,CID8137
DID1132,CID4673
DID1133,CID1724
DID1133,CID5242
DID1133,CID7106
DID1133,CID7986
DID1133,CID9872
DID1134,CID7518
DID1134,CID8588
DID1135,CID314
DID1135,CID5205
DID1135,CID533
DID1135,CID8460
DID1136,CID7618
DID1136,CID9112
DID1137,CID1359
DID1137,CID9651
DID1138,CID5003
DID1138,CID5319
DID1138,CID7321
DID1139,CID2059
DID1139,CID9432
DID1140,CID2054
DID1140,CID3433
DID1140,CID527
DID1140,CID8241
DID1140,CID9001
DID1141,CID3960
DID1141,CID6916
DID1141,CID7426
DID1142,CID6405
DID1142,CID6644
DID1142,CID6730
DID1142,CID8543
DID1143,CID5700
DID1143,CID574
DID1143,CID8704
DID1144,CID1841
DID1144,CID3836
DID1144,CID4957
DID1144,CID6901
DID1145,CID1848
DID1145,CID4118
DID1145,CID8281
DID1145,CID8399
DID1146,CID3459
DID1146,CID4544
DID1146,CID9122
DID1147,CID7603
DID1148,CID1739
DID1148,CID3016
DID1148,CID3313
DID1148,CID5371
DID1148,CID6087
DID1148,CID7237
DID1149,CID1068
DID1149,CID1240
DID1149,CID1634
DID1149,CID3455
DID1149,CID7907
DID1150,CID2926
DID1150,CID5619
DID1151,CID1290
DID1151,CID3985
DID1151,CID9749
DID1152,CID4447
DID1152,CID9976
DID1153,CID3412
DID1153,CID5479
DID1153,CID5779
DID1153,CID6702
DID1153,CID7524
DID1153,CID8624
DID1154,CID8284
DID1155,CID736
DID1156,CID2947
DID1156,CID379
DID1156,CID4280
DID1156,CID469
DID1156,CID485
DID1157,CID3934
DID1157,CID9781
DID1157,CID9841
DID1158,CID5052
DID1158,CID6812
DID1159,CID3851
DID1159,CID5529
DID1159,CID7560
DID1159,CID7886
DID1160,CID6102
DID1160,CID8629
DID1161,CID3415
DID1162,CID6267
DID1163,CID4473
DID1163,CID5468
DID1163,CID6122
DID1163,CID6152
DID1163,CID7287
DID1163,CID9795
DID1164,CID8534
DID1164,CID9006
DID1164,CID9151
DID1165,CID5129
DID1165,CID8343
DID1165,CID8360
DID1165,CID9585
DID1166,CID5412
DID1166,CID6098
DID1166,CID7518
DID1166,CID9068
DID1167,CID2047
DID1167,CID3689
DID1167,CID7305
DID1167,CID7332
DID1167,CID9992
DID1168,CID4346
DID1168,CID487
DID1168,CID9687
DID1169,CID4244
DID1170,CID4667
DID1171,CID7353
DID1172,CID9655
DID1173,CID3607
DID1173,CID5438
DID1173,CID8982
DID1174,CID248
DID1174,CID2495
DID1174,CID5422
DID1175,CID1009
DID1175,CID2474
DID1175,CID6355
DID1175,CID6739
DID1175,CID8840
DID1175,CID9234
DID1176,CID3882
DID1177,CID9606
DID1177,CID9898
DID1178,CID7723
DID1179,CID2215
DID1179,CID9096
DID1180,CID1047
DID1180,CID7209
DID1180,CID9171
DID1180,CID9621
DID1181,CID5276
DID1182,CID1812
DID1182,CID5859
DID1182,CID6346
DID1182,CID7157
DID1183,CID229
DID1183,CID8266
DID1184,CID357
DID1184,CID8661
DID1185,CID8834
DID1186,CID4645
DID1186,CID60
DID1186,CID6624
DID1186,CID713
DID1186,CID7515
DID1187,CID4253
DID1188,CID242
DID1188,CID7925
DID1189,CID2784
DID1189,CID5113
DID1190,CID5115
DID1190,CID7700
DID1190,CID8602
DID1190,CID9343
DID1191,CID1417
DID1191,CID1830
DID1191,CID3187
DID1192,CID2486
DID1192,CID309
DID1192,CID3284
DID1192,CID7804
DID1192,CID8416
DID1192,CID9207
DID1193,CID1129
DID1193,CID4480
DID1194,CID1628
DID1194,CID3499
DID1194,CID9002
DID1195,CID259
DID1195,CID3600
DID1195,CID6836
DID1195,CID9034
DID1196,CID3018
DID1196,CID4926
DID1196,CID5661
DID1196,CID7211
DID1196,CID8724
DID1196,CID9924
DID1197,CID6389
DID1197,CID7676
DID1198,CID5847
DID1198,CID681
DID1198,CID9481
DID1199,CID1848
DID1199,CID7785
DID1200,CID5803
DID1200,CID8336
DID1201,CID1914
DID1201,CID3950
DID1201,CID55
DID1201,CID6845
DID1201,CID7609
DID1202,CID2780
DID1202,CID4164
DID1202,CID724
DID1202,CID8160
DID1202,CID947
DID1203,CID9280
DID1204,CID7746
DID1205,CID2262
DID1206,CID1860
DID1206,CID4794
DID1207,CID6739
DID1207,CID9762
DID1208,CID733
DID1209,CID2109
DID1209,CID7891
DID1209,CID9850
DID1210,CID4916
DID1210,CID6465
DID1210,CID9738
DID1211,CID6313
DID1212,CID4282
DID1212,CID4786
DID1213,CID6898
DID1213,CID7160
DID1213,CID9372
DID1214,CID4484
DID1215,CID8531
DID1216,CID1611
DID1216,CID2871
DID1216,CID314
DID1216,CID3665
DID1216,CID3946
DID1216,CID680
DID1217,CID6785
DID1217,CID8422
DID1218,CID6548
DID1218,CID9716
DID1219,CID1400
DID1219,CID2341
DID1219,CID2465
DID1219,CID433
DID1220,CID1823
DID1220,CID2448
DID1220,CID5575
DID1220,CID7233
DID1220,CID7707
DID1221,CID7243
DID1222,CID279
DID1222,CID3793
DID1222,CID6703
DID1222,CID7397
DID1222,CID7973
DID1223,CID6845
DID1224,CID2004
DID1224,CID6735
DID1225,CID6527
DID1225,CID9482
DID1226,CID1721
DID1226,CID1933
DID1226,CID2795
DID1226,CID8093
DID1227,CID499
DID1228,CID410
DID1228,CID5350
DID1228,CID6055
DID1229,CID1113
DID1229,CID4886
DID1230,CID4164
DID1231,CID3583
DID1232,CID5585
DID1233,CID4033
DID1234,CID133
DID1234,CID1511
DID1234,CID2606
DID1234,CID6054
DID1234,CID824
DID1234,CID9064
DID1235,CID4374
DID1236,CID2193
DID1236,CID3645
DID1236,CID5248
DID1236,CID5266
DID1237,CID2410
DID1237,CID7443
DID1237,CID9358
DID1238,CID3520
DID1238,CID5424
DID1239,CID1206
DID1239,CID35
DID1239,CID3752
DID1240,CID5790
DID1240,CID6566
DID1240,CID7681
DID1241,CID7816
DID1241,CID8604
DID1241,CID9324
DID1242,CID2810
DID1242,CID3335
DID1242,CID8983
DID1243,CID7728
DID1244,CID6449
DID1245,CID1791
DID1245,CID3740
DID1245,CID4619
DID1245,CID5406
DID1246,CID4484
DID1247,CID2470
DID1247,CID3600
DID1247,CID4257
DID1247,CID4769
DID1247,CID487
DID1247,CID5507
DID1248,CID4883
DID1248,CID5760
DID1248,CID7677
DID1249,CID1914
DID1249,CID6724
DID1250,CID5054
DID1251,CID3109
DID1252,CID243
DID1252,CID3924
DID1253,CID174
DID1253,CID1998
DID1253,CID2327
DID1253,CID2952
DID1253,CID5958
DID1253,CID7283
DID1254,CID2221
DID1254,CID2590
DID1254,CID8835
DID1255,CID2981
DID1256,CID4200
DID1256,CID7226
DID1256,CID7854
DID1257,CID8582
DID1258,CID3173
DID1258,CID3310
DID1259,CID7149
DID1260,CID8062
DID1261,CID7184
DID1261,CID7195
DID1261,CID7484
DID1262,CID3597
DID1262,CID389
DID1262,CID6125
DID1262,CID643
DID1262,CID9498
DID1263,CID5950
DID1263,CID8736
DID1264,CID6327
DID1264,CID7097
DID1265,CID2274
DID1266,CID9177
DID1267,CID3999
DID1268,CID1738
DID1268,CID2599
DID1268,CID34
DID1269,CID369
DID1269,CID4210
DID1269,CID6652
DID1269,CID8194
DID1270,CID7105
DID1271,CID2729
DID1271,CID3916
DID1271,CID8892
DID1271,CID8904
DID1272,CID4658
DID1272,CID6134
DID1273,CID5525
DID1274,CID6613
DID1275,CID3150
DID1275,CID7495
DID1275,CID8538
DID1276,CID7035
DID1277,CID2837
DID1277,CID2978
DID1277,CID3641
DID1278,CID6482
DID1278,CID8893
DID1278,CID9232
DID1279,CID1141
DID1279,CID2724
DID1279,CID6393
DID1280,CID1571
DID1280,CID7893
DID1280,CID969
DID1281,CID863
DID1282,CID1868
DID1282,CID2513
DID1283,CID4181
DID1284,CID1346
DID1284,CID2109
DID1284,CID3523
DID1284,CID4357
DID1284,CID5068
DID1284,CID9593
DID1285,CID501
DID1285,CID517
DID1286,CID2320
DID1286,CID9052
DID1286,CID9101
DID1287,CID1015
DID1287,CID9799
DID1288,CID4042
DID1288,CID4059
DID1288,CID9412
DID1289,CID4466
DID1289,CID7209
DID1289,CID9610
DID1290,CID1449
DID1290,CID324
DID1290,CID7859
DID1290,CID8291
DID1290,CID9586
DID1291,CID3660
DID1291,CID5107
DID1291,CID7948
DID1292,CID4301
DID1292,CID444
DID1292,CID6886
DID1292,CID8441
DID1292,CID9914
DID1293,CID1450
DID1293,CID8250
DID1294,CID532
DID1294,CID6412
DID1294,CID837
DID1295,CID638
DID1296,CID1322
DID1296,CID2707
DID1296,CID6022
DID1297,CID1084
DID1297,CID9770
DID1298,CID2162
DID1298,CID3451
DID1298,CID5531
DID1298,CID6936
DID1298,CID7846
DID1298,CID7906
DID1299,CID3376
DID1299,CID3722
DID1299,CID9819
DID1300,CID4044
DID1300,CID4534
DID1300,CID7537
DID1300,CID8101
DID1301,CID5498
DID1301,CID7250
DID1302,CID6938
DID1303,CID5049
DID1303,CID6286
DID1303,CID8459
DID1304,CID3052
DID1304,CID3075
DID1305,CID6069
DID1306,CID1822
DID1306,CID2092
DID1306,CID3260
DID1306,CID9956
DID1307,CID1806
DID1307,CID5854
DID1308,CID6163
DID1309,CID5726
DID1309,CID8441
DID1309,CID85
DID1309,CID8518
DID1309,CID9602
DID1310,CID2359
DID1310,CID7022
DID1310,CID72
DID1311,CID3429
DID1311,CID4144
DID1311,CID833
DID1312,CID4388
DID1313,CID7871
DID1314,CID3012
DID1314,CID5386
DID1314,CID5402
DID1315,CID8208
DID1316,CID8982
DID1317,CID1390
DID1317,CID243
DID1317,CID5007
DID1317,CID7329
DID1317,CID7961
DID1318,CID6823
DID1319,CID6785
DID1320,CID1006
DID1320,CID2674
DID1320,CID5957
DID1320,CID6728
DID1320,CID7844
DID1320,CID973
DID1321,CID2477
DID1321,CID4969
DID1321,CID639
DID1322,CID6022
DID1323,CID1624
DID1323,CID4071
DID1323,CID8827
DID1324,CID237
DID1324,CID5487
DID1324,CID8567
DID1325,CID2397
DID1325,CID7621
DID1326,CID1939
DID1326,CID6900
DID1327,CID6334
DID1327,CID7680
DID1328,CID1466
DID1328,CID2539
DID1328,CID3618
DID1328,CID5743
DID1328,CID6551
DID1328,CID9083
DID1329,CID712
DID1330,CID3480
DID1330,CID8532
DID1330,CID9190
DID1330,CID9455
DID1331,CID1857
DID1331,CID5210
DID1332,CID2571
DID1333,CID5281
DID1333,CID5580
DID1333,CID8733
DID1334,CID5510
DID1335,CID1068
DID1335,CID4232
DID1335,CID4289
DID1335,CID695
DID1335,CID9749
DID1336,CID3328
DID1336,CID4952
DID1336,CID4953
DID1336,CID5541
DID1336,CID6084
DID1336,CID9837
DID1337,CID2013
DID1337,CID3291
DID1337,CID4328
DID1338,CID3257
DID1338,CID7627
DID1338,CID9086
DID1339,CID828
DID1339,CID9260
DID1340,CID3545
DID1340,CID6117
DID1341,CID2616
DID1341,CID8394
DID1342,CID2278
DID1343,CID2013
DID1343,CID8302
DID1344,CID2891
DID1344,CID8830
DID1345,CID7656
DID1345,CID865
DID1346,CID6116
DID1346,CID698
DID1347,CID5511
DID1348,CID3388
DID1348,CID4383
DID1348,CID4933
DID1348,CID5407
DID1348,CID6957
DID1348,CID7149
DID1349,CID1188
DID1349,CID2568
DID1349,CID3389
DID1349,CID6513
DID1349,CID8504
DID1349,CID8987
DID1350,CID179
DID1350,CID7583
DID1351,CID5937
DID1352,CID1311
DID1352,CID3925
DID1352,CID8457
DID1353,CID4842
DID1354,CID2647
DID1354,CID7716
DID1355,CID5550
DID1355,CID8403
DID1355,CID9790
DID1356,CID7213
DID1356,CID9160
DID1357,CID4885
DID1357,CID9577
DID1358,CID1623
DID1359,CID9987
DID1360,CID2836
DID1360,CID5261
DID1360,CID9531
DID1361,CID9572
DID1362,CID6151
DID1362,CID8846
DID1363,CID2738
DID1363,CID3412
DID1363,CID454
DID1363,CID4912
DID1363,CID4970
DID1364,CID9013
DID1365,CID1759
DID1365,CID2561
DID1365,CID9066
DID1366,CID1988
DID1366,CID2699
DID1367,CID9189
DID1368,CID6424
DID1369,CID9651
DID1370,CID7217
DID1371,CID1238
DID1371,CID274
DID1372,CID2326
DID1373,CID2582
DID1373,CID3590
DID1373,CID4506
DID1374,CID8136
DID1374,CID8265
DID1375,CID2307
DID1375,CID486
DID1375,CID6706
DID1375,CID7503
DID1375,CID9756
DID1376,CID2618
DID1376,CID4081
DID1376,CID930
DID1377,CID1439
DID1378,CID3989
DID1378,CID4460
DID1378,CID6624
DID1379,CID1411
DID1380,CID6095
DID1381,CID414
DID1381,CID6457
DID1382,CID5761
DID1382,CID9638
DID1383,CID4224
DID1384,CID1701
DID1385,CID2533
DID1385,CID4138
DID1385,CID6126
DID1386,CID3622
DID1387,CID2511
DID1388,CID75
DID1388,CID8286
DID1389,CID3667
DID1390,CID3424
DID1390,CID6393
DID1390,CID7521
DID1390,CID9783
DID1390,CID99
DID1391,CID1525
DID1391,CID2725
DID1391,CID579
DID1391,CID7228
DID1392,CID9723
DID1393,CID5854
DID1393,CID7585
DID1394,CID7894
DID1395,CID4742
DID1395,CID9627
DID1396,CID1437
DID1397,CID1795
DID1397,CID5091
DID1397,CID969
DID1398,CID2807
DID1399,CID6449
DID1400,CID2592
DID1400,CID5016
DID1400,CID5604
DID1400,CID5888
DID1400,CID6632
DID1401,CID106
DID1401,CID2598
DID1401,CID3232
DID1401,CID5620
DID1401,CID8672
DID1401,CID8682
DID1402,CID8362
DID1402,CID9919
DID1403,CID450
DID1403,CID5613
DID1404,CID1072
DID1404,CID2138
DID1404,CID2452
DID1404,CID2963
DID1404,CID3519
DID1404,CID5460
DID1405,CID3001
DID1406,CID4545
DID1406,CID9975
DID1407,CID4220
DID1407,CID7166
DID1407,CID7201
DID1407,CID7395
DID1407,CID845
DID1407,CID9526
DID1408,CID9185
DID1409,CID7654
DID1409,CID7668
DID1409,CID9176
DID1410,CID3758
DID1410,CID938
DID1411,CID5787
DID1411,CID6097
DID1412,CID1271
DID1412,CID4584
DID1412,CID7252
DID1413,CID4076
DID1414,CID7231
DID1415,CID6395
DID1416,CID6918
DID1417,CID5708
DID1417,CID6647
DID1417,CID6988
DID1417,CID7304
DID1417,CID9300
DID1418,CID1201
DID1418,CID1486
DID1418,CID6926
DID1418,CID8729
DID1418,CID9119
DID1418,CID916
DID1419,CID3941
DID1419,CID3988
DID1419,CID5940
DID1420,CID8307
DID1421,CID298
DID1421,CID4124
DID1421,CID6948
DID1422,CID6676
DID1422,CID7075
DID1423,CID4139
DID1423,CID576
DID1423,CID6579
DID1423,CID7276
DID1423,CID9644
DID1424,CID1341
DID1425,CID4827
DID1425,CID5860
DID1426,CID9675
DID1427,CID255
DID1427,CID5559
DID1427,CID5862
DID1427,CID7621
DID1428,CID1739
DID1428,CID4372
DID1428,CID5545
DID1429,CID2354
DID1429,CID3936
DID1430,CID6945
DID1430,CID7389
DID1430,CID9334
DID1431,CID3337
DID1431,CID4970
DID1431,CID8042
DID1432,CID424
DID1432,CID5763
DID1433,CID5136
DID1433,CID6743
DID1433,CID8432
DID1434,CID5916
DID1434,CID8368
DID1435,CID8555
DID1436,CID3711
DID1436,CID6147
DID1436,CID6380
DID1437,CID3170
DID1437,CID357
DID1437,CID3711
DID1437,CID5006
DID1437,CID5177
DID1437,CID7083
DID1438,CID5315
DID1438,CID5497
DID1438,CID5802
DID1439,CID588
DID1439,CID7396
DID1440,CID4975
DID1440,CID7221
DID1440,CID9454
DID1441,CID7262
DID1441,CID7958
DID1441,CID8660
DID1441,CID9909
DID1442,CID1426
DID1442,CID437
DID1442,CID8331
DID1443,CID223
DID1443,CID64
DID1443,CID6522
DID1443,CID8904
DID1443,CID9009
DID1443,CID9768
DID1444,CID2070
DID1444,CID284
DID1444,CID7645
DID1445,CID1221
DID1445,CID9624
DID1446,CID434
DID1446,CID7193
DID1446,CID8675
DID1447,CID4852
DID1447,CID7504
DID1448,CID1536
DID1448,CID290
DID1448,CID6925
DID1448,CID6939
DID1448,CID7813
DID1448,CID8599
DID1449,CID5
DID1450,CID1607
DID1450,CID443
DID1450,CID6200
DID1451,CID4532
DID1451,CID6134
DID1451,CID8114
DID1451,CID8788
DID1451,CID9750
DID1452,CID9354
DID1453,CID4665
DID1453,CID7913
DID1453,CID9785
DID1454,CID1683
DID1454,CID4359
DID1455,CID4152
DID1455,CID5535
DID1455,CID7517
DID1456,CID4799
DID1456,CID5494
DID1457,CID1139
DID1457,CID4199
DID1457,CID4209
DID1458,CID3406
DID1459,CID730
DID1460,CID4023
DID1460,CID5588
DID1460,CID6965
DID1460,CID847
DID1460,CID8843
DID1461,CID3728
DID1462,CID675
DID1462,CID9457
DID1463,CID1150
DID1463,CID4557
DID1464,CID2055
DID1464,CID5240
DID1465,CID4363
DID1465,CID5802
DID1466,CID3800
DID1466,CID8888
DID1467,CID5120
DID1467,CID6828
DID1468,CID7548
DID1469,CID1203
DID1469,CID2277
DID1469,CID4385
DID1470,CID7137
DID1471,CID8042
DID1472,CID3284
DID1472,CID7883
DID1472,CID8283
DID1472,CID9031
DID1473,CID1662
DID1473,CID4476
DID1473,CID5950
DID1473,CID6556
DID1473,CID7062
DID1473,CID7757
DID1474,CID7089
DID1474,CID9999
DID1475,CID1623
DID1475,CID5453
DID1475,CID8834
DID1476,CID2515
DID1476,CID9172
DID1477,CID1196
DID1477,CID1543
DID1477,CID4336
DID1477,CID8342
DID1478,CID3090
DID1478,CID7048
DID1478,CID8010
DID1478,CID9915
DID1479,CID3464
DID1479,CID4199
DID1480,CID7110
DID1481,CID2573
DID1481,CID4895
DID1481,CID5358
DID1482,CID7362
DID1483,CID2198
DID1483,CID4264
DID1483,CID485
DID1483,CID890
DID1484,CID1031
DID1484,CID39
DID1484,CID9368
DID1485,CID691
DID1485,CID7600
DID1485,CID8315
DID1486,CID4170
DID1486,CID4307
DID1487,CID4059
DID1488,CID6516
DID1488,CID7434
DID1488,CID9223
DID1489,CID5960
DID1489,CID6977
DID1489,CID7824
DID1489,CID8712
DID1489,CID8891
DID1489,CID9770
DID1490,CID2516
DID1490,CID462
DID1490,CID5051
DID1490,CID6290
DID1490,CID7154
DID1491,CID2850
DID1491,CID7553
DID1491,CID8611
DID1492,CID5203
DID1492,CID5661
DID1492,CID6727
DID1492,CID7211
DID1493,CID153
DID1493,CID6393
DID1493,CID913
DID1494,CID528
DID1495,CID1678
DID1495,CID1780
DID1495,CID5659
DID1496,CID2110
DID1496,CID4138
DID1496,CID7410
DID1497,CID3242
DID1497,CID4051
DID1498,CID1942
DID1498,CID2105
DID1499,CID6582
DID1499,CID7968
DID1500,CID9060
DID1501,CID2482
DID1501,CID3331
DID1501,CID7515
DID1502,CID6398
DID1502,CID8259
DID1503,CID1592
DID1503,CID5419
DID1503,CID745
DID1504,CID110
DID1504,CID1698
DID1504,CID2865
DID1504,CID4622
DID1504,CID5997
DID1504,CID7441
DID1505,CID3675
DID1506,CID5535
DID1507,CID2630
DID1507,CID3743
DID1508,CID154
DID1508,CID5136
DID1508,CID980
DID1509,CID5004
DID1510,CID2045
DID1511,CID1541
DID1511,CID209
DID1511,CID4831
DID1511,CID9218
DID1511,CID9737
DID1512,CID18
DID1512,CID8810
DID1513,CID2056
DID1513,CID3774
DID1513,CID7282
DID1514,CID4290
DID1514,CID5366
DID1515,CID1383
DID1515,CID3041
DID1515,CID3413
DID1515,CID4086
DID1515,CID6972
DID1515,CID8010
DID1516,CID2776
DID1517,CID8427
DID1518,CID3836
DID1519,CID1180
DID1519,CID3777
DID1519,CID3996
DID1519,CID5690
DID1520,CID6835
DID1521,CID3990
DID1521,CID5314
DID1521,CID5937
DID1521,CID9287
DID1522,CID3254
DID1522,CID6833
DID1522,CID7546
DID1522,CID8321
DID1522,CID9477
DID1522,CID9786
DID1523,CID503
DID1523,CID5576
DID1524,CID8869
DID1525,CID4657
DID1525,CID7261
DID1526,CID2192
DID1526,CID3386
DID1526,CID5362
DID1527,CID7651
DID1528,CID2042
DID1528,CID9012
DID1529,CID1949
DID1529,CID2687
DID1530,CID1001
DID1530,CID4381
DID1530,CID7540
DID1531,CID6996
DID1532,CID8477
DID1532,CID978
DID1533,CID5061
DID1533,CID9512
DID1533,CID9671
DID1534,CID342
DID1534,CID4083
DID1534,CID5146
DID1535,CID6748
DID1536,CID6801
DID1536,CID9116
DID1537,CID6501
DID1537,CID7675
DID1537,CID8132
DID1538,CID1297
DID1538,CID2151
DID1538,CID2348
DID1538,CID5216
DID1538,CID6538
DID1538,CID8432
DID1539,CID7297
DID1540,CID1066
DID1541,CID6003
DID1541,CID6698
DID1541,CID7176
DID1542,CID1599
DID1542,CID7269
DID1542,CID7815
DID1542,CID8369
DID1542,CID9326
DID1542,CID9919
DID1543,CID325
DID1544,CID2093
DID1544,CID39
DID1544,CID7850
DID1544,CID8602
DID1544,CID951
DID1545,CID3563
DID1545,CID5609
DID1545,CID8998
DID1546,CID3638
DID1546,CID3806
DID1546,CID4905
DID1547,CID3913
DID1547,CID5785
DID1547,CID642
DID1548,CID1989
DID1548,CID2328
DID1548,CID4295
DID1548,CID6529
DID1548,CID6546
DID1548,CID8154
DID1549,CID1099
DID1549,CID3118
DID1549,CID3719
DID1549,CID461
DID1549,CID6809
DID1549,CID8613
DID1550,CID6937
DID1551,CID575
DID1551,CID7019
DID1552,CID6699
DID1552,CID8998
DID1552,CID9887
DID1553,CID1658
DID1553,CID4007
DID1553,CID5605
DID1553,CID8190
DID1553,CID9457
DID1554,CID6056
DID1554,CID9397
DID1555,CID1181
DID1555,CID5879
DID1555,CID639
DID1555,CID7427
DID1555,CID961
DID1556,CID1514
DID1557,CID5525
DID1558,CID2183
DID1558,CID3061
DID1558,CID3168
DID1558,CID3545
DID1558,CID8628
DID1559,CID7191
DID1560,CID276
DID1561,CID1456
DID1561,CID1581
DID1561,CID2557
DID1561,CID7406
DID1561,CID9237
DID1561,CID9521
DID1562,CID4016
DID1563,CID4178
DID1563,CID7256
DID1564,CID4348
DID1564,CID4900
DID1564,CID8341
DID1565,CID4187
DID1565,CID442
DID1565,CID5775
DID1565,CID8302
DID1565,CID9502
DID1566,CID7461
DID1566,CID89
DID1567,CID2334
DID1567,CID2672
DID1567,CID5503
DID1568,CID5823
DID1569,CID392
DID1569,CID6906
DID1569,CID8193
DID1570,CID9544
DID1571,CID4245
DID1572,CID7157
DID1572,CID7864
DID1572,CID9393
DID1573,CID1579
DID1573,CID177
DID1573,CID2299
DID1573,CID3059
DID1573,CID4647
DID1574,CID4249
DID1574,CID9333
DID1575,CID7289
DID1576,CID2783
DID1576,CID9413
DID1577,CID3249
DID1577,CID6142
DID1577,CID6782
DID1577,CID7996
DID1577,CID9274
DID1578,CID6473
DID1578,CID6592
DID1578,CID7015
DID1578,CID8487
DID1578,CID9361
DID1579,CID4819
DID1579,CID9194
DID1580,CID1827
DID1580,CID8540
DID1581,CID2416
DID1581,CID4784
DID1581,CID924
DID1582,CID182
DID1583,CID8551
DID1583,CID913
DID1583,CID9156
DID1584,CID3787
DID1584,CID6950
DID1585,CID1173
DID1585,CID372
DID1585,CID7638
DID1585,CID7721
DID1586,CID3118
DID1586,CID5606
DID1586,CID7165
DID1587,CID215
DID1587,CID2444
DID1587,CID3935
DID1587,CID4980
DID1587,CID8026
DID1587,CID868
DID1588,CID7546
DID1589,CID8281
DID1590,CID2649
DID1590,CID3873
DID1590,CID6195
DID1590,CID6334
DID1590,CID9241
DID1591,CID8103
DID1591,CID935
DID1592,CID1892
DID1592,CID3485
DID1592,CID4540
DID1592,CID5971
DID1592,CID7554
DID1593,CID4991
DID1593,CID5339
DID1593,CID8141
DID1594,CID4049
DID1594,CID5549
DID1594,CID6993
DID1595,CID258
DID1595,CID3796
DID1595,CID61
DID1596,CID4347
DID1597,CID1537
DID1597,CID2635
DID1597,CID7298
DID1597,CID9716
DID1597,CID9875
DID1598,CID2679
DID1598,CID3483
DID1598,CID8765
DID1599,CID3261
DID1599,CID9299
DID1600,CID3511
DID1600,CID6188
DID1601,CID76
DID1601,CID7987
DID1602,CID6721
DID1603,CID5021
DID1603,CID662
DID1604,CID5121
DID1604,CID6274
DID1604,CID939
DID1605,CID240
DID1605,CID2513
DID1605,CID4443
DID1606,CID5466
DID1607,CID2981
DID1607,CID5973
DID1607,CID7680
DID1608,CID9157
DID1609,CID3701
DID1610,CID4268
DID1610,CID4809
DID1610,CID6237
DID1611,CID1906
DID1611,CID6554
DID1611,CID9233
DID1612,CID510
DID1612,CID8837
DID1613,CID2199
DID1613,CID886
DID1614,CID3994
DID1614,CID5749
DID1615,CID3373
DID1615,CID8653
DID1616,CID9719
DID1617,CID1837
DID1617,CID4327
DID1617,CID4749
DID1618,CID2236
DID1618,CID553
DID1618,CID7259
DID1619,CID7315
DID1619,CID9544
DID1620,CID228
DID1620,CID2407
DID1621,CID1265
DID1621,CID8592
DID1622,CID2087
DID1622,CID3285
DID1622,CID65
DID1622,CID8735
DID1623,CID911
DID1624,CID2779
DID1624,CID4650
DID1625,CID192
DID1625,CID2488
DID1625,CID6028
DID1625,CID6053
DID1626,CID1509
DID1626,CID6377
DID1626,CID7056
DID1627,CID2142
DID1627,CID3414
DID1627,CID3558
DID1627,CID9319
DID1628,CID5027
DID1629,CID7595
DID1630,CID3410
DID1631,CID1172
DID1631,CID2652
DID1631,CID9177
DID1632,CID474
DID1632,CID7232
DID1632,CID9172
DID1633,CID8454
DID1634,CID1491
DID1634,CID6875
DID1635,CID4733
DID1635,CID6695
DID1635,CID7836
DID1635,CID849
DID1635,CID8982
DID1636,CID4547
DID1636,CID6135
DID1636,CID9603
DID1637,CID6540
DID1638,CID4187
DID1638,CID7392
DID1638,CID9190
DID1639,CID1488
DID1639,CID7794
DID1640,CID331
DID1640,CID4089
DID1640,CID670
DID1641,CID2594
DID1641,CID346
DID1641,CID6876
DID1642,CID6012
DID1642,CID6690
DID1643,CID141
DID1643,CID9887
DID1644,CID3800
DID1644,CID4105
DID1644,CID54
DID1644,CID6629
DID1645,CID1767
DID1645,CID5089
DID1645,CID5669
DID1645,CID5728
DID1645,CID7188
DID1645,CID8955
DID1646,CID2591
DID1646,CID9477
DID1647,CID1016
DID1648,CID2689
DID1648,CID3068
DID1648,CID3325
DID1648,CID6333
DID1648,CID9388
DID1648,CID9611
DID1649,CID1680
DID1649,CID7086
DID1650,CID9190
DID1651,CID6527
DID1652,CID7523
DID1652,CID7927
DID1652,CID8985
DID1653,CID2576
DID1653,CID3358
DID1653,CID7460
DID1653,CID9776
DID1654,CID7369
DID1655,CID2917
DID1655,CID4955
DID1655,CID7875
DID1656,CID1022
DID1657,CID2455
DID1657,CID5135
DID1658,CID7092
DID1659,CID4318
DID1659,CID4613
DID1659,CID6157
DID1659,CID6649
DID1659,CID9413
DID1660,CID3004
DID1660,CID4424
DID1660,CID5473
DID1660,CID8902
DID1660,CID9131
DID1660,CID9967
DID1661,CID3125
DID1661,CID4964
DID1661,CID7536
DID1662,CID2792
DID1662,CID3955
DID1662,CID4638
DID1662,CID754
DID1663,CID4975
DID1663,CID6894
