BID,AID
BID2013,AID4208
BID2014,AID4070
BID2015,AID1503
BID2016,AID1847
BID2016,AID4491
BID2017,AID1010
BID2018,AID2393
BID2018,AID4435
BID2019,AID3020
BID2019,AID4783
BID2020,AID4488
BID2021,AID2583
BID2022,AID980
BID2023,AID4150
BID2023,AID5467
BID2024,AID1894
BID2025,AID1393
BID2026,AID757
BID2027,AID4281
BID2028,AID1245
BID2029,AID4908
BID2030,AID4128
BID2031,AID32
BID2032,AID183
BID2032,AID2330
BID2033,AID1545
BID2033,AID670
BID2034,AID2836
BID2034,AID5375
BID2035,AID4326
BID2035,AID5032
BID2036,AID2951
BID2036,AID520
BID2037,AID32
BID2037,AID3818
BID2038,AID3679
BID2039,AID2269
BID2039,AID5097
BID2040,AID2118
BID2040,AID3334
BID2041,AID1654
BID2041,AID5361
BID2042,AID2731
BID2043,AID2505
BID2044,AID248
BID2044,AID5996
BID2045,AID5031
BID2045,AID5783
BID2046,AID5059
BID2046,AID989
BID2047,AID1631
BID2047,AID4997
BID2048,AID5857
BID2049,AID4345
BID2050,AID3875
BID2050,AID5739
BID2051,AID45
BID2052,AID1062
BID2052,AID2524
BID2053,AID1692
BID2054,AID4317
BID2054,AID826
BID2055,AID2094
BID2055,AID3836
BID2056,AID2360
BID2056,AID5905
BID2057,AID1947
BID2057,AID4909
BID2058,AID749
BID2058,AID772
BID2059,AID190
BID2059,AID2180
BID2060,AID1618
BID2060,AID1701
BID2061,AID1212
BID2061,AID2267
BID2062,AID1555
BID2062,AID3749
BID2063,AID4681
BID2064,AID1791
BID2065,AID1451
BID2065,AID2567
BID2066,AID5226
BID2067,AID366
BID2068,AID1679
BID2068,AID3481
BID2069,AID938
BID2070,AID4056
BID2070,AID452
BID2071,AID3262
BID2071,AID3999
BID2072,AID4454
BID2073,AID3768
BID2073,AID5416
BID2074,AID1739
BID2074,AID249
BID2075,AID5010
BID2076,AID2210
BID2077,AID4299
BID2078,AID2010
BID2079,AID1287
BID2079,AID5462
BID2080,AID856
BID2081,AID4732
BID2082,AID4138
BID2083,AID2229
BID2083,AID2780
BID2084,AID3688
BID2085,AID3494
BID2086,AID3022
BID2087,AID4913
BID2088,AID5824
BID2089,AID2193
BID2090,AID3911
BID2091,AID2377
BID2091,AID3188
BID2092,AID2891
BID2092,AID4043
BID2093,AID3737
BID2093,AID4683
BID2094,AID5155
BID2094,AID81
BID2095,AID305
BID2096,AID4722
BID2097,AID2512
BID2098,AID4183
BID2098,AID4451
BID2099,AID259
BID2099,AID804
BID2100,AID209
BID2101,AID2345
BID2101,AID5504
BID2102,AID2128
BID2103,AID2442
BID2104,AID1162
BID2105,AID2561
BID2106,AID2600
BID2107,AID2677
BID2108,AID140
BID2108,AID5546
BID2109,AID1845
BID2109,AID2273
BID2110,AID4723
BID2110,AID946
BID2111,AID153
BID2111,AID4143
BID2112,AID5974
BID2113,AID1114
BID2114,AID1691
BID2115,AID2364
BID2116,AID3593
BID2116,AID4640
BID2117,AID5954
BID2118,AID951
BID2119,AID4919
BID2120,AID5562
BID2121,AID3458
BID2122,AID1723
BID2122,AID5914
BID2123,AID4666
BID2124,AID1267
BID2124,AID1703
BID2125,AID1044
BID2125,AID5219
BID2126,AID2586
BID2126,AID5919
BID2127,AID1690
BID2127,AID2163
BID2128,AID5566
BID2128,AID5877
BID2129,AID2528
BID2130,AID3177
BID2130,AID4195
BID2131,AID1280
BID2131,AID398
BID2132,AID2108
BID2132,AID3537
BID2133,AID5704
BID2134,AID1196
BID2135,AID1448
BID2135,AID429
BID2136,AID1973
BID2137,AID5481
BID2138,AID1630
BID2138,AID4300
BID2139,AID5462
BID2140,AID5114
BID2140,AID918
BID2141,AID1427
BID2141,AID1991
BID2142,AID2647
BID2142,AID862
BID2143,AID2799
BID2144,AID4865
BID2144,AID4918
BID2145,AID2754
BID2146,AID4952
BID2146,AID713
BID2147,AID4474
BID2148,AID1944
BID2149,AID5257
BID2150,AID1104
BID2151,AID23
BID2152,AID5382
BID2153,AID1277
BID2153,AID4451
BID2154,AID5987
BID2155,AID225
BID2155,AID3872
BID2156,AID1955
BID2156,AID4526
BID2157,AID2068
BID2157,AID2692
BID2158,AID1726
BID2158,AID5236
BID2159,AID4032
BID2160,AID4171
BID2161,AID1836
BID2161,AID3898
BID2162,AID5724
BID2163,AID4102
BID2164,AID1203
BID2165,AID1770
BID2166,AID1516
BID2166,AID2124
BID2167,AID2244
BID2167,AID4742
BID2168,AID2590
BID2168,AID4900
BID2169,AID4571
BID2170,AID3794
BID2170,AID3834
BID2171,AID2375
BID2171,AID3091
BID2172,AID1777
BID2172,AID5053
BID2173,AID5690
BID2174,AID1834
BID2174,AID88
BID2175,AID1076
BID2176,AID2991
BID2176,AID5998
BID2177,AID1390
BID2177,AID3350
BID2178,AID2674
BID2178,AID5450
BID2179,AID4468
BID2180,AID5637
BID2181,AID2827
BID2182,AID4699
BID2183,AID3948
BID2183,AID985
BID2184,AID5022
BID2185,AID2040
BID2185,AID3055
BID2186,AID1000
BID2187,AID2126
BID2187,AID3235
BID2188,AID1875
BID2188,AID1909
BID2189,AID5887
BID2189,AID754
BID2190,AID2615
BID2191,AID1303
BID2192,AID2434
BID2193,AID1668
BID2193,AID2574
BID2194,AID444
BID2194,AID4876
BID2195,AID4725
BID2196,AID4438
BID2196,AID997
BID2197,AID1954
BID2197,AID2897
BID2198,AID1503
BID2199,AID1500
BID2199,AID4588
BID2200,AID512
BID2201,AID2274
BID2201,AID3668
BID2202,AID3411
BID2203,AID2796
BID2203,AID4523
BID2204,AID1141
BID2204,AID3122
BID2205,AID4637
BID2206,AID2631
BID2206,AID743
BID2207,AID5373
BID2207,AID636
BID2208,AID4788
BID2208,AID54
BID2209,AID3954
BID2210,AID2769
BID2210,AID3507
BID2211,AID758
BID2212,AID25
BID2212,AID2526
BID2213,AID2965
BID2214,AID238
BID2214,AID443
BID2215,AID4762
BID2216,AID3696
BID2216,AID3815
BID2217,AID211
BID2217,AID5831
BID2218,AID3391
BID2219,AID1044
BID2219,AID5999
BID2220,AID3019
BID2221,AID5556
BID2222,AID1629
BID2223,AID5208
BID2224,AID2878
BID2224,AID3147
BID2225,AID1676
BID2225,AID3866
BID2226,AID626
BID2227,AID5536
BID2227,AID5951
BID2228,AID4834
BID2229,AID2617
BID2230,AID4229
BID2231,AID3447
BID2232,AID2630
BID2232,AID3063
BID2233,AID5258
BID2234,AID1781
BID2234,AID4867
BID2235,AID3259
BID2236,AID4397
BID2236,AID5357
BID2237,AID3049
BID2237,AID3949
BID2238,AID2352
BID2238,AID719
BID2239,AID3671
BID2239,AID3889
BID2240,AID2676
BID2240,AID304
BID2241,AID1008
BID2241,AID4858
BID2242,AID2730
BID2242,AID4285
BID2243,AID4043
BID2244,AID3073
BID2245,AID2927
BID2246,AID5111
BID2247,AID1914
BID2248,AID1168
BID2248,AID1250
BID2249,AID1762
BID2249,AID3547
BID2250,AID4109
BID2251,AID1558
BID2251,AID1681
BID2252,AID3351
BID2252,AID3406
BID2253,AID5700
BID2254,AID1491
BID2254,AID4419
BID2255,AID1341
BID2256,AID3717
BID2256,AID5450
BID2257,AID3752
BID2258,AID5596
BID2259,AID4203
BID2260,AID1446
BID2260,AID3032
BID2261,AID2511
BID2261,AID3361
BID2262,AID541
BID2263,AID3878
BID2264,AID290
BID2265,AID1371
BID2265,AID1693
BID2266,AID543
BID2267,AID4672
BID2268,AID4323
BID2269,AID4187
BID2270,AID2123
BID2271,AID3057
BID2271,AID384
BID2272,AID2113
BID2273,AID2245
BID2273,AID3153
BID2274,AID3441
BID2274,AID998
BID2275,AID1563
BID2275,AID293
BID2276,AID2320
BID2276,AID2574
BID2277,AID5275
BID2278,AID41
BID2279,AID1860
BID2280,AID4131
BID2280,AID624
BID2281,AID1360
BID2282,AID298
BID2282,AID5833
BID2283,AID1878
BID2283,AID2102
BID2284,AID2374
BID2285,AID1713
BID2285,AID520
BID2286,AID5734
BID2286,AID862
BID2287,AID4746
BID2288,AID4057
BID2289,AID1960
BID2290,AID3586
BID2290,AID5233
BID2291,AID4126
BID2291,AID4196
BID2292,AID1055
BID2292,AID1062
BID2293,AID3029
BID2294,AID3212
BID2295,AID620
BID2296,AID136
BID2296,AID2951
BID2297,AID360
BID2298,AID4156
BID2298,AID5889
BID2299,AID3408
BID2299,AID4942
BID2300,AID1372
BID2300,AID5553
BID2301,AID4603
BID2301,AID5591
BID2302,AID196
BID2302,AID5910
BID2303,AID2127
BID2303,AID2988
BID2304,AID2536
BID2304,AID4980
BID2305,AID37
BID2305,AID5962
BID2306,AID2269
BID2306,AID851
BID2307,AID2890
BID2308,AID1879
BID2309,AID251
BID2309,AID4140
BID2310,AID3249
BID2310,AID3719
BID2311,AID2265
BID2311,AID4809
BID2312,AID3591
BID2312,AID5110
BID2313,AID3169
BID2313,AID4765
BID2314,AID2895
BID2314,AID3209
BID2315,AID2986
BID2315,AID4088
BID2316,AID3921
BID2317,AID66
BID2318,AID4656
BID2319,AID1035
BID2319,AID5843
BID2320,AID1913
BID2320,AID4648
BID2321,AID3997
BID2321,AID732
BID2322,AID4513
BID2323,AID3633
BID2323,AID5181
BID2324,AID1516
BID2325,AID5604
BID2326,AID1481
BID2326,AID5901
BID2327,AID3583
BID2327,AID5760
BID2328,AID5198
BID2329,AID3965
BID2329,AID5895
BID2330,AID1781
BID2330,AID4166
BID2331,AID3693
BID2331,AID3808
BID2332,AID5322
BID2332,AID5947
BID2333,AID3521
BID2334,AID1406
BID2335,AID3423
BID2335,AID5906
BID2336,AID2063
BID2337,AID874
BID2338,AID270
BID2339,AID1541
BID2339,AID3926
BID2340,AID2199
BID2340,AID3674
BID2341,AID3583
BID2342,AID354
BID2342,AID4020
BID2343,AID1523
BID2344,AID2084
BID2345,AID1165
BID2345,AID2015
BID2346,AID4743
BID2347,AID1712
BID2347,AID274
BID2348,AID2579
BID2348,AID4014
BID2349,AID1821
BID2349,AID2736
BID2350,AID4025
BID2351,AID5078
BID2352,AID4283
BID2353,AID1593
BID2354,AID4251
BID2355,AID3347
BID2355,AID5276
BID2356,AID1968
BID2356,AID3896
BID2357,AID4879
BID2358,AID126
BID2358,AID5222
BID2359,AID2896
BID2359,AID4614
BID2360,AID1990
BID2360,AID4748
BID2361,AID3724
BID2362,AID1142
BID2363,AID2942
BID2364,AID3352
BID2364,AID4199
BID2365,AID4617
BID2366,AID1014
BID2366,AID3941
BID2367,AID3819
BID2367,AID4348
BID2368,AID34
BID2369,AID3756
BID2370,AID199
BID2370,AID3040
BID2371,AID3930
BID2372,AID2938
BID2372,AID470
BID2373,AID1124
BID2373,AID919
BID2374,AID131
BID2374,AID2463
BID2375,AID1048
BID2376,AID2803
BID2377,AID4451
BID2378,AID5335
BID2379,AID2395
BID2379,AID3160
BID2380,AID2662
BID2380,AID4061
BID2381,AID3812
BID2381,AID4083
BID2382,AID3338
BID2383,AID1865
BID2384,AID3927
BID2384,AID5139
BID2385,AID2230
BID2385,AID3505
BID2386,AID4939
BID2387,AID2819
BID2387,AID4323
BID2388,AID2849
BID2388,AID4515
BID2389,AID1336
BID2390,AID679
BID2390,AID788
BID2391,AID361
BID2392,AID3041
BID2392,AID3140
BID2393,AID4177
BID2393,AID5736
BID2394,AID5951
BID2395,AID2153
BID2396,AID4729
BID2396,AID5621
BID2397,AID5749
BID2398,AID5729
BID2399,AID4426
BID2400,AID4424
BID2401,AID1822
BID2402,AID3997
BID2402,AID5822
BID2403,AID1562
BID2403,AID3429
BID2404,AID3337
BID2404,AID5892
BID2405,AID260
BID2405,AID2671
BID2406,AID428
BID2406,AID4613
BID2407,AID3782
BID2407,AID4137
BID2408,AID4307
BID2409,AID3225
BID2409,AID479
BID2410,AID4538
BID2411,AID4704
BID2412,AID1998
BID2413,AID2552
BID2413,AID3231
BID2414,AID221
BID2415,AID1293
BID2415,AID5398
BID2416,AID2823
BID2416,AID4683
BID2417,AID228
BID2417,AID3671
BID2418,AID2292
BID2418,AID2298
BID2419,AID577
BID2420,AID3856
BID2421,AID29
BID2421,AID380
BID2422,AID1940
BID2423,AID2375
BID2423,AID2431
BID2424,AID186
BID2424,AID5744
BID2425,AID1982
BID2425,AID4912
BID2426,AID3220
BID2427,AID338
BID2427,AID5536
BID2428,AID1195
BID2429,AID2632
BID2429,AID5795
BID2430,AID3571
BID2430,AID5972
BID2431,AID4259
BID2431,AID897
BID2432,AID4413
BID2432,AID5061
BID2433,AID5074
BID2433,AID853
BID2434,AID4425
BID2434,AID5782
BID2435,AID1503
BID2435,AID5938
BID2436,AID4043
BID2436,AID4507
BID2437,AID1398
BID2438,AID2940
BID2439,AID3752
BID2440,AID2386
BID2441,AID3317
BID2441,AID5332
BID2442,AID4779
BID2443,AID5737
BID2444,AID2105
BID2444,AID2558
BID2445,AID2017
BID2445,AID5835
BID2446,AID3057
BID2447,AID2632
BID2447,AID5031
BID2448,AID5191
BID2449,AID3599
BID2449,AID4009
BID2450,AID1125
BID2451,AID80
BID2451,AID91
BID2452,AID5578
BID2453,AID1852
BID2453,AID1998
BID2454,AID4161
BID2455,AID4101
BID2456,AID3336
BID2457,AID4813
BID2458,AID3252
BID2458,AID985
BID2459,AID2391
BID2459,AID5761
BID2460,AID3611
BID2460,AID4792
BID2461,AID3457
BID2462,AID3184
BID2462,AID3386
BID2463,AID4523
BID2464,AID2741
BID2465,AID1668
BID2465,AID4227
BID2466,AID5943
BID2467,AID119
BID2467,AID2064
BID2468,AID2617
BID2469,AID1015
BID2469,AID306
BID2470,AID4563
BID2470,AID891
BID2471,AID2560
BID2472,AID3524
BID2472,AID4964
BID2473,AID3088
BID2473,AID551
BID2474,AID4687
BID2474,AID606
BID2475,AID67
BID2476,AID1566
BID2477,AID4714
BID2478,AID1200
BID2478,AID5741
BID2479,AID3428
BID2480,AID3832
BID2481,AID4248
BID2481,AID5376
BID2482,AID4385
BID2483,AID3070
BID2483,AID4114
BID2484,AID3717
BID2485,AID4044
BID2485,AID576
BID2486,AID5859
BID2487,AID315
BID2488,AID879
BID2489,AID484
BID2489,AID5413
BID2490,AID1347
BID2490,AID5228
BID2491,AID2987
BID2492,AID5705
BID2493,AID3385
BID2494,AID2169
BID2494,AID4020
BID2495,AID4014
BID2495,AID4024
BID2496,AID3057
BID2496,AID5158
BID2497,AID1900
BID2497,AID5224
BID2498,AID1649
BID2498,AID4411
BID2499,AID1592
BID2499,AID4372
BID2500,AID4567
BID2500,AID5644
BID2501,AID4034
BID2502,AID3922
BID2503,AID764
BID2504,AID2525
BID2505,AID4852
BID2505,AID5741
BID2506,AID918
BID2507,AID2602
BID2507,AID2929
BID2508,AID2908
BID2509,AID1995
BID2509,AID5907
BID2510,AID5636
BID2511,AID3416
BID2512,AID120
BID2512,AID4626
BID2513,AID1210
BID2514,AID1727
BID2514,AID3918
BID2515,AID3925
BID2515,AID4078
BID2516,AID4179
BID2517,AID3370
BID2517,AID66
BID2518,AID4053
BID2518,AID580
BID2519,AID4930
BID2520,AID5608
BID2520,AID5657
BID2521,AID269
BID2521,AID2706
BID2522,AID115
BID2523,AID20
BID2523,AID5227
BID2524,AID4089
BID2524,AID5030
BID2525,AID2017
BID2525,AID2735
BID2526,AID2390
BID2526,AID4720
BID2527,AID2352
BID2528,AID1419
BID2528,AID2565
BID2529,AID3539
BID2529,AID4787
BID2530,AID307
BID2531,AID1542
BID2531,AID4459
BID2532,AID1667
BID2533,AID497
BID2534,AID2340
BID2534,AID2721
BID2535,AID2434
BID2535,AID472
BID2536,AID2536
BID2536,AID2561
BID2537,AID863
BID2538,AID1362
BID2538,AID4179
BID2539,AID2445
BID2539,AID2618
BID2540,AID3262
BID2540,AID641
BID2541,AID4840
BID2542,AID4655
BID2542,AID5627
BID2543,AID2133
BID2543,AID5829
BID2544,AID4875
BID2545,AID3142
BID2545,AID5280
BID2546,AID4107
BID2546,AID870
BID2547,AID2891
BID2547,AID3033
BID2548,AID4468
BID2548,AID5351
BID2549,AID1915
BID2550,AID302
BID2550,AID5723
BID2551,AID2560
BID2551,AID5223
BID2552,AID1279
BID2553,AID5432
BID2554,AID2351
BID2554,AID3961
BID2555,AID3632
BID2555,AID3900
BID2556,AID3704
BID2557,AID1562
BID2557,AID2094
BID2558,AID2099
BID2558,AID3594
BID2559,AID5994
BID2560,AID4127
BID2560,AID5657
BID2561,AID106
BID2561,AID5201
BID2562,AID3138
BID2562,AID426
BID2563,AID3372
BID2563,AID5874
BID2564,AID3609
BID2564,AID5515
BID2565,AID1654
BID2566,AID2553
BID2567,AID543
BID2567,AID598
BID2568,AID120
BID2568,AID4620
BID2569,AID1388
BID2569,AID4402
BID2570,AID2658
BID2570,AID3933
BID2571,AID2329
BID2571,AID5645
BID2572,AID1043
BID2572,AID1643
BID2573,AID3547
BID2573,AID573
BID2574,AID2846
BID2574,AID4677
BID2575,AID1537
BID2576,AID165
BID2576,AID2574
BID2577,AID195
BID2577,AID2384
BID2578,AID1507
BID2579,AID93
BID2580,AID3752
BID2580,AID929
BID2581,AID1156
BID2581,AID3257
BID2582,AID1039
BID2582,AID1730
BID2583,AID1646
BID2583,AID5701
BID2584,AID4198
BID2585,AID3084
BID2585,AID5782
BID2586,AID1299
BID2586,AID4660
BID2587,AID3552
BID2588,AID1523
BID2589,AID508
BID2590,AID176
BID2591,AID677
BID2592,AID1659
BID2593,AID2157
BID2593,AID5997
BID2594,AID2511
BID2594,AID357
BID2595,AID2156
BID2595,AID4863
BID2596,AID3648
BID2597,AID5569
BID2598,AID659
BID2599,AID3929
BID2600,AID2754
BID2601,AID5058
BID2601,AID56
BID2602,AID882
BID2603,AID4927
BID2603,AID588
BID2604,AID2232
BID2604,AID4493
BID2605,AID4825
BID2606,AID3267
BID2607,AID2749
BID2607,AID833
BID2608,AID1626
BID2608,AID4141
BID2609,AID1933
BID2609,AID3569
BID2610,AID1652
BID2610,AID3144
BID2611,AID4624
BID2611,AID5852
BID2612,AID1770
BID2613,AID1526
BID2613,AID5294
BID2614,AID4228
BID2614,AID4301
BID2615,AID3827
BID2616,AID2807
BID2616,AID5018
BID2617,AID5877
BID2618,AID4197
BID2619,AID288
BID2620,AID4190
BID2621,AID1175
BID2622,AID2309
BID2622,AID4254
BID2623,AID2061
BID2623,AID4812
BID2624,AID4941
BID2625,AID1695
BID2626,AID1963
BID2626,AID3013
BID2627,AID530
BID2627,AID5506
BID2628,AID2158
BID2629,AID1843
BID2629,AID5996
BID2630,AID3579
BID2630,AID4885
BID2631,AID1723
BID2632,AID2232
BID2633,AID1238
BID2633,AID5879
BID2634,AID2459
BID2634,AID573
BID2635,AID330
BID2636,AID4096
BID2636,AID4133
BID2637,AID2291
BID2637,AID343
BID2638,AID3090
BID2639,AID2511
BID2640,AID5582
BID2640,AID661
BID2641,AID4964
BID2642,AID1020
BID2643,AID719
BID2644,AID255
BID2644,AID5451
BID2645,AID1872
BID2645,AID4446
BID2646,AID5952
BID2647,AID4905
BID2648,AID2307
BID2648,AID5422
BID2649,AID1494
BID2649,AID2451
BID2650,AID2109
BID2650,AID5962
BID2651,AID5727
BID2652,AID2658
BID2652,AID49
BID2653,AID2172
BID2653,AID3404
BID2654,AID2359
BID2654,AID968
BID2655,AID766
BID2656,AID1333
BID2656,AID1871
BID2657,AID1444
BID2657,AID4816
BID2658,AID5519
BID2659,AID1845
BID2660,AID452
BID2660,AID864
BID2661,AID2315
BID2661,AID5368
BID2662,AID3980
BID2662,AID4499
BID2663,AID3350
BID2663,AID4952
BID2664,AID3396
BID2665,AID183
BID2666,AID5397
BID2667,AID2261
BID2667,AID4648
BID2668,AID338
BID2668,AID5899
BID2669,AID5008
BID2669,AID705
BID2670,AID3037
BID2670,AID637
BID2671,AID2424
BID2671,AID2782
BID2672,AID2581
BID2672,AID522
BID2673,AID2125
BID2673,AID604
BID2674,AID5074
BID2674,AID782
BID2675,AID5018
BID2676,AID1781
BID2676,AID839
BID2677,AID821
BID2678,AID1255
BID2678,AID1566
BID2679,AID5581
BID2680,AID3015
BID2681,AID4754
BID2682,AID1126
BID2683,AID4743
BID2684,AID891
BID2685,AID2936
BID2686,AID3958
BID2687,AID5144
BID2688,AID5790
BID2689,AID2074
BID2690,AID1379
BID2691,AID3435
BID2691,AID5837
BID2692,AID3636
BID2693,AID5396
BID2693,AID967
BID2694,AID2772
BID2695,AID920
BID2696,AID1167
BID2696,AID4565
BID2697,AID119
BID2697,AID2804
BID2698,AID2114
BID2698,AID3141
BID2699,AID4168
BID2700,AID4814
BID2700,AID5817
BID2701,AID993
BID2702,AID1621
BID2702,AID957
BID2703,AID3358
BID2703,AID5676
BID2704,AID766
BID2705,AID2979
BID2706,AID1038
BID2706,AID116
BID2707,AID4063
BID2708,AID1637
BID2708,AID5541
BID2709,AID2333
BID2710,AID3370
BID2710,AID841
BID2711,AID2317
BID2711,AID4599
BID2712,AID1975
BID2713,AID3049
BID2714,AID2922
BID2714,AID4833
BID2715,AID2237
BID2715,AID332
BID2716,AID1769
BID2716,AID838
BID2717,AID3164
BID2718,AID3308
BID2719,AID1056
BID2719,AID2818
BID2720,AID4320
BID2721,AID3812
BID2721,AID4720
BID2722,AID5314
BID2723,AID2491
BID2724,AID1080
BID2725,AID1923
BID2725,AID2968
BID2726,AID4297
BID2727,AID1712
BID2728,AID2438
BID2729,AID1822
BID2730,AID2393
BID2730,AID3155
BID2731,AID1727
BID2732,AID5109
BID2733,AID2275
BID2733,AID4262
BID2734,AID1523
BID2735,AID3453
BID2736,AID1712
BID2736,AID3381
BID2737,AID1278
BID2737,AID4684
BID2738,AID419
BID2738,AID4941
BID2739,AID4354
BID2739,AID5454
BID2740,AID4312
BID2741,AID3543
BID2741,AID5564
BID2742,AID1736
BID2742,AID2184
BID2743,AID3879
BID2743,AID560
BID2744,AID1900
BID2744,AID5864
BID2745,AID2155
BID2745,AID349
BID2746,AID5659
BID2747,AID2540
BID2747,AID2723
BID2748,AID2396
BID2749,AID2610
BID2749,AID4957
BID2750,AID4287
BID2751,AID5487
BID2752,AID1086
BID2752,AID1474
BID2753,AID1565
BID2753,AID708
BID2754,AID3025
BID2755,AID3729
BID2755,AID835
BID2756,AID5578
BID2757,AID1687
BID2757,AID527
BID2758,AID5503
BID2759,AID2254
BID2759,AID2522
BID2760,AID3574
BID2761,AID238
BID2761,AID5404
BID2762,AID3195
BID2762,AID3989
BID2763,AID1604
BID2764,AID4371
BID2765,AID3849
BID2765,AID676
BID2766,AID1102
BID2767,AID689
BID2768,AID5385
BID2769,AID5138
BID2770,AID1033
BID2770,AID1136
BID2771,AID2430
BID2772,AID3525
BID2773,AID963
BID2774,AID660
BID2775,AID3214
BID2775,AID4320
BID2776,AID2700
BID2776,AID3230
BID2777,AID2029
BID2778,AID1653
BID2779,AID5247
BID2779,AID5539
BID2780,AID2852
BID2781,AID2709
BID2781,AID5639
BID2782,AID385
BID2782,AID540
BID2783,AID3420
BID2783,AID4121
BID2784,AID1237
BID2785,AID475
BID2786,AID2424
BID2786,AID3624
BID2787,AID2798
BID2788,AID3452
BID2788,AID4630
BID2789,AID107
BID2790,AID514
BID2791,AID4489
BID2792,AID3295
BID2793,AID1161
BID2793,AID2810
BID2794,AID2338
BID2794,AID3630
BID2795,AID289
BID2796,AID1134
BID2796,AID534
BID2797,AID2430
BID2797,AID876
BID2798,AID4117
BID2799,AID447
BID2800,AID2286
BID2800,AID246
BID2801,AID1671
BID2802,AID1103
BID2803,AID538
BID2804,AID2141
BID2805,AID152
BID2805,AID3955
BID2806,AID1745
BID2806,AID4658
BID2807,AID2812
BID2807,AID4257
BID2808,AID3000
BID2808,AID3817
BID2809,AID933
BID2810,AID1469
BID2810,AID550
BID2811,AID1056
BID2812,AID2172
BID2812,AID3306
BID2813,AID1952
BID2814,AID1619
BID2815,AID1906
BID2816,AID1849
BID2816,AID4378
BID2817,AID5440
BID2817,AID796
BID2818,AID5755
BID2819,AID1271
BID2819,AID4868
BID2820,AID3686
BID2820,AID4734
BID2821,AID2603
BID2821,AID467
BID2822,AID4256
BID2822,AID968
BID2823,AID2790
BID2823,AID4210
BID2824,AID12
BID2824,AID898
BID2825,AID1745
BID2825,AID4016
BID2826,AID1172
BID2827,AID1852
BID2828,AID1455
BID2829,AID3295
BID2830,AID2881
BID2830,AID700
BID2831,AID5442
BID2832,AID1745
BID2833,AID2368
BID2833,AID3611
BID2834,AID2306
BID2835,AID2150
BID2835,AID5704
BID2836,AID3245
BID2837,AID2811
BID2838,AID520
BID2838,AID5892
BID2839,AID3932
BID2839,AID4930
BID2840,AID1024
BID2840,AID4451
BID2841,AID5805
BID2842,AID3695
BID2842,AID76
BID2843,AID2286
BID2843,AID3224
BID2844,AID1861
BID2845,AID359
BID2846,AID2826
BID2846,AID4191
BID2847,AID1951
BID2847,AID5967
BID2848,AID2411
BID2848,AID3255
BID2849,AID1909
BID2850,AID4471
BID2851,AID2548
BID2851,AID5860
BID2852,AID1924
BID2852,AID5823
BID2853,AID1100
BID2853,AID5358
BID2854,AID412
BID2855,AID1596
BID2855,AID1745
BID2856,AID2501
BID2857,AID194
BID2858,AID4582
BID2859,AID196
BID2860,AID2966
BID2860,AID4535
BID2861,AID1779
BID2861,AID2197
BID2862,AID5507
BID2863,AID5883
BID2864,AID1796
BID2865,AID2922
BID2865,AID913
BID2866,AID4213
BID2867,AID1477
BID2867,AID3616
BID2868,AID1501
BID2868,AID3318
BID2869,AID5798
BID2870,AID1107
BID2870,AID3927
BID2871,AID1913
BID2872,AID4273
BID2873,AID881
BID2874,AID3703
BID2875,AID3626
BID2875,AID737
BID2876,AID3792
BID2876,AID5150
BID2877,AID1376
BID2877,AID3123
BID2878,AID3858
BID2879,AID3097
BID2879,AID3392
BID2880,AID3447
BID2880,AID5185
BID2881,AID1730
BID2881,AID4155
BID2882,AID2520
BID2883,AID5191
BID2884,AID1107
BID2884,AID5204
BID2885,AID2191
BID2885,AID2720
BID2886,AID322
BID2887,AID5179
BID2888,AID2804
BID2888,AID286
BID2889,AID5
BID2890,AID1233
BID2890,AID1792
BID2891,AID1012
BID2891,AID1748
BID2892,AID1921
BID2893,AID1317
BID2893,AID5044
BID2894,AID317
BID2894,AID3925
BID2895,AID4908
BID2896,AID2054
BID2896,AID5056
BID2897,AID1536
BID2898,AID5797
BID2899,AID4296
BID2900,AID3019
BID2900,AID4513
BID2901,AID1163
BID2902,AID2873
BID2902,AID3198
BID2903,AID5755
BID2904,AID961
BID2904,AID990
BID2905,AID1956
BID2906,AID4460
BID2907,AID4522
BID2908,AID1837
BID2909,AID5294
BID2910,AID124
BID2910,AID579
BID2911,AID1801
BID2911,AID4495
BID2912,AID2276
BID2912,AID346
BID2913,AID4417
BID2914,AID2321
BID2915,AID1051
BID2915,AID5783
BID2916,AID1812
BID2916,AID5173
BID2917,AID172
BID2918,AID242
BID2919,AID536
BID2920,AID1522
BID2921,AID2799
BID2922,AID5502
BID2923,AID2802
BID2923,AID5277
BID2924,AID975
BID2925,AID1752
BID2926,AID1668
BID2927,AID1312
BID2927,AID2218
BID2928,AID1756
BID2929,AID1225
BID2929,AID2498
BID2930,AID2594
BID2930,AID3331
BID2931,AID3283
BID2932,AID2226
BID2932,AID4981
BID2933,AID1686
BID2933,AID3008
BID2934,AID106
BID2934,AID5266
BID2935,AID1280
BID2935,AID3847
BID2936,AID148
BID2936,AID5804
BID2937,AID335
BID2938,AID575
BID2938,AID898
BID2939,AID4187
BID2940,AID5994
BID2941,AID2209
BID2941,AID4609
BID2942,AID1554
BID2943,AID4071
BID2943,AID595
BID2944,AID1143
BID2944,AID3810
BID2945,AID3499
BID2945,AID358
BID2946,AID1070
BID2946,AID3540
BID2947,AID4886
BID2948,AID4660
BID2949,AID1240
BID2949,AID5012
BID2950,AID2471
BID2951,AID3195
BID2952,AID19
BID2952,AID4297
