"CLSID","PPLID"
"clsid7283","pplid3072"
"clsid7283","pplid3754"
"clsid7283","pplid586"
"clsid7283","pplid921"
"clsid1797","pplid2560"
"clsid1797","pplid632"
"clsid4687","pplid1042"
"clsid5144","pplid1042"
"clsid4255","pplid3179"
"clsid4547","pplid4866"
"clsid5405","pplid4866"
"clsid5825","pplid4866"
"clsid13","pplid1411"
"clsid13","pplid4846"
"clsid3527","pplid1411"
"clsid3527","pplid4846"
"clsid10587","pplid1464"
"clsid10587","pplid2240"
"clsid12094","pplid1464"
"clsid12094","pplid2240"
"clsid993","pplid1464"
"clsid993","pplid2240"
"clsid10268","pplid3610"
"clsid10268","pplid3766"
"clsid10268","pplid4051"
"clsid2201","pplid3610"
"clsid2201","pplid3766"
"clsid2201","pplid4051"
"clsid4819","pplid3610"
"clsid4819","pplid3766"
"clsid4819","pplid4051"
"clsid2795","pplid1644"
"clsid2795","pplid4075"
"clsid11515","pplid2772"
"clsid11515","pplid4341"
"clsid4021","pplid2772"
"clsid4021","pplid4341"
"clsid2671","pplid2445"
"clsid388","pplid2445"
"clsid10931","pplid2952"
"clsid10931","pplid3014"
"clsid10931","pplid706"
"clsid5906","pplid2952"
"clsid5906","pplid3014"
"clsid5906","pplid706"
"clsid2199","pplid232"
"clsid1164","pplid1073"
"clsid389","pplid1173"
"clsid389","pplid3653"
"clsid389","pplid699"
"clsid1133","pplid2249"
"clsid1133","pplid306"
"clsid1133","pplid3577"
"clsid1133","pplid4954"
"clsid9524","pplid1821"
"clsid9524","pplid765"
"clsid2156","pplid182"
"clsid7986","pplid44"
"clsid8617","pplid44"
"clsid11471","pplid1039"
"clsid11471","pplid2703"
"clsid11471","pplid4005"
"clsid6503","pplid1039"
"clsid6503","pplid2703"
"clsid6503","pplid4005"
"clsid933","pplid1039"
"clsid933","pplid2703"
"clsid933","pplid4005"
"clsid8288","pplid1928"
"clsid8288","pplid1950"
"clsid8288","pplid4193"
"clsid5155","pplid1145"
"clsid5155","pplid3968"
"clsid6100","pplid1145"
"clsid6100","pplid3968"
"clsid9216","pplid1145"
"clsid9216","pplid3968"
"clsid9333","pplid1145"
"clsid9333","pplid3968"
"clsid11878","pplid1248"
"clsid11878","pplid4378"
"clsid12450","pplid1248"
"clsid12450","pplid4378"
"clsid234","pplid1248"
"clsid234","pplid4378"
"clsid11226","pplid2969"
"clsid11226","pplid3536"
"clsid11226","pplid4540"
"clsid12127","pplid2969"
"clsid12127","pplid3536"
"clsid12127","pplid4540"
"clsid3748","pplid2969"
"clsid3748","pplid3536"
"clsid3748","pplid4540"
"clsid7781","pplid1199"
"clsid7781","pplid1736"
"clsid7781","pplid3388"
"clsid10754","pplid306"
"clsid10754","pplid3182"
"clsid10754","pplid3718"
"clsid10754","pplid3944"
"clsid1825","pplid306"
"clsid1825","pplid3182"
"clsid1825","pplid3718"
"clsid1825","pplid3944"
"clsid4133","pplid4203"
"clsid5239","pplid4203"
"clsid10546","pplid1291"
"clsid8904","pplid1291"
"clsid175","pplid2035"
"clsid175","pplid3888"
"clsid7891","pplid2035"
"clsid7891","pplid3888"
"clsid10445","pplid130"
"clsid10445","pplid1789"
"clsid10445","pplid3139"
"clsid10445","pplid487"
"clsid5807","pplid130"
"clsid5807","pplid1789"
"clsid5807","pplid3139"
"clsid5807","pplid487"
"clsid9367","pplid4759"
"clsid9367","pplid895"
"clsid9648","pplid4759"
"clsid9648","pplid895"
"clsid6970","pplid2191"
"clsid6970","pplid3808"
"clsid6970","pplid4251"
"clsid10532","pplid4762"
"clsid12642","pplid4762"
"clsid3838","pplid4762"
"clsid5667","pplid3294"
"clsid8142","pplid3294"
"clsid1396","pplid1868"
"clsid1396","pplid4379"
"clsid792","pplid1868"
"clsid792","pplid4379"
"clsid1156","pplid1533"
"clsid1156","pplid4987"
"clsid12576","pplid1533"
"clsid12576","pplid4987"
"clsid12741","pplid149"
"clsid12741","pplid3938"
"clsid12741","pplid3981"
"clsid1122","pplid183"
"clsid5144","pplid183"
"clsid12903","pplid1097"
"clsid12903","pplid3037"
"clsid9720","pplid1097"
"clsid9720","pplid3037"
"clsid10344","pplid2105"
"clsid10344","pplid3585"
"clsid10344","pplid3926"
"clsid10344","pplid88"
"clsid1775","pplid2105"
"clsid1775","pplid3585"
"clsid1775","pplid3926"
"clsid1775","pplid88"
"clsid2064","pplid2105"
"clsid2064","pplid3585"
"clsid2064","pplid3926"
"clsid2064","pplid88"
"clsid3665","pplid2105"
"clsid3665","pplid3585"
"clsid3665","pplid3926"
"clsid3665","pplid88"
"clsid3768","pplid2105"
"clsid3768","pplid3585"
"clsid3768","pplid3926"
"clsid3768","pplid88"
"clsid5372","pplid1419"
"clsid5372","pplid3673"
"clsid12490","pplid3481"
"clsid7297","pplid3481"
"clsid7663","pplid3989"
"clsid11390","pplid1207"
"clsid12095","pplid1207"
"clsid5353","pplid1207"
"clsid10991","pplid360"
"clsid10991","pplid4321"
"clsid10991","pplid4438"
"clsid10991","pplid919"
"clsid11843","pplid360"
"clsid11843","pplid4321"
"clsid11843","pplid4438"
"clsid11843","pplid919"
"clsid3790","pplid1289"
"clsid3790","pplid1418"
"clsid3790","pplid236"
"clsid3790","pplid2971"
"clsid6202","pplid3432"
"clsid2676","pplid12"
"clsid2676","pplid4086"
"clsid11338","pplid2024"
"clsid11338","pplid2956"
"clsid2447","pplid2024"
"clsid2447","pplid2956"
"clsid9980","pplid2024"
"clsid9980","pplid2956"
"clsid3554","pplid4075"
"clsid3554","pplid774"
"clsid5909","pplid4075"
"clsid5909","pplid774"
"clsid6083","pplid4075"
"clsid6083","pplid774"
"clsid9196","pplid4075"
"clsid9196","pplid774"
"clsid906","pplid4848"
"clsid6625","pplid3723"
"clsid7720","pplid3723"
"clsid8840","pplid3723"
"clsid1450","pplid2032"
"clsid1450","pplid2532"
"clsid1450","pplid633"
"clsid2518","pplid4742"
"clsid2518","pplid4980"
"clsid2518","pplid968"
"clsid9917","pplid1805"
"clsid9917","pplid2030"
"clsid9917","pplid2292"
"clsid9917","pplid2975"
"clsid9917","pplid605"
"clsid11722","pplid1163"
"clsid11722","pplid1486"
"clsid11722","pplid4595"
"clsid11735","pplid2406"
"clsid7821","pplid766"
"clsid10138","pplid4073"
"clsid4114","pplid4073"
"clsid6287","pplid4073"
"clsid7196","pplid4073"
"clsid12550","pplid802"
"clsid5589","pplid802"
"clsid7854","pplid802"
"clsid9885","pplid802"
"clsid12456","pplid2063"
"clsid12456","pplid3929"
"clsid12456","pplid4672"
"clsid8990","pplid2063"
"clsid8990","pplid3929"
"clsid8990","pplid4672"
"clsid9181","pplid2063"
"clsid9181","pplid3929"
"clsid9181","pplid4672"
"clsid1098","pplid1252"
"clsid1098","pplid2512"
"clsid1098","pplid2658"
"clsid1098","pplid3330"
"clsid2094","pplid1252"
"clsid2094","pplid2512"
"clsid2094","pplid2658"
"clsid2094","pplid3330"
"clsid5066","pplid1710"
"clsid5066","pplid4566"
"clsid1837","pplid2426"
"clsid7928","pplid2426"
"clsid11621","pplid3576"
"clsid11621","pplid588"
"clsid12429","pplid3576"
"clsid12429","pplid588"
"clsid12931","pplid4071"
"clsid5854","pplid4071"
"clsid6907","pplid4071"
"clsid6782","pplid3804"
"clsid6782","pplid567"
"clsid12722","pplid1518"
"clsid12722","pplid1945"
"clsid12722","pplid384"
"clsid12722","pplid801"
"clsid12722","pplid843"
"clsid9213","pplid1518"
"clsid9213","pplid1945"
"clsid9213","pplid384"
"clsid9213","pplid801"
"clsid9213","pplid843"
"clsid6063","pplid2261"
"clsid6063","pplid70"
"clsid7882","pplid2261"
"clsid7882","pplid70"
"clsid11859","pplid1656"
"clsid11859","pplid304"
"clsid11859","pplid8"
"clsid5325","pplid1656"
"clsid5325","pplid304"
"clsid5325","pplid8"
"clsid1220","pplid2690"
"clsid1220","pplid4597"
"clsid1417","pplid2690"
"clsid1417","pplid4597"
"clsid1021","pplid1372"
"clsid1021","pplid2750"
"clsid1021","pplid3765"
"clsid1021","pplid4551"
"clsid1021","pplid523"
"clsid253","pplid1372"
"clsid253","pplid2750"
"clsid253","pplid3765"
"clsid253","pplid4551"
"clsid253","pplid523"
"clsid11670","pplid1205"
"clsid11670","pplid1596"
"clsid11670","pplid3322"
"clsid11670","pplid3406"
"clsid12202","pplid1205"
"clsid12202","pplid1596"
"clsid12202","pplid3322"
"clsid12202","pplid3406"
"clsid10492","pplid4988"
"clsid6880","pplid4988"
"clsid1665","pplid2080"
"clsid1665","pplid233"
"clsid1665","pplid3983"
"clsid7389","pplid2080"
"clsid7389","pplid233"
"clsid7389","pplid3983"
"clsid2795","pplid3002"
"clsid6255","pplid1413"
"clsid6255","pplid4461"
"clsid6522","pplid1413"
"clsid6522","pplid4461"
"clsid10301","pplid3376"
"clsid10301","pplid4442"
"clsid6314","pplid2844"
"clsid6314","pplid412"
"clsid6314","pplid452"
"clsid9023","pplid1346"
"clsid9023","pplid3880"
"clsid11491","pplid2941"
"clsid1594","pplid2941"
"clsid9249","pplid2941"
"clsid3711","pplid1211"
"clsid3711","pplid1568"
"clsid3711","pplid2052"
"clsid3711","pplid3216"
"clsid10248","pplid1574"
"clsid9263","pplid170"
"clsid9263","pplid2227"
"clsid6439","pplid1100"
"clsid6439","pplid395"
"clsid6439","pplid4888"
"clsid158","pplid2325"
"clsid158","pplid956"
"clsid5353","pplid982"
"clsid1745","pplid2327"
"clsid1745","pplid2550"
"clsid7828","pplid4540"
"clsid7828","pplid4908"
"clsid11234","pplid1729"
"clsid9717","pplid1729"
"clsid12733","pplid2379"
"clsid12733","pplid2947"
"clsid9001","pplid2379"
"clsid9001","pplid2947"
"clsid1861","pplid4498"
"clsid2564","pplid4498"
"clsid10101","pplid1310"
"clsid7337","pplid1310"
"clsid10820","pplid2177"
"clsid10820","pplid4343"
"clsid53","pplid2177"
"clsid53","pplid4343"
"clsid3591","pplid3650"
"clsid11642","pplid1258"
"clsid11642","pplid2849"
"clsid11642","pplid4002"
"clsid6595","pplid1128"
"clsid1297","pplid2216"
"clsid1297","pplid3563"
"clsid1297","pplid3615"
"clsid1297","pplid4067"
"clsid981","pplid2160"
"clsid981","pplid3036"
"clsid11853","pplid4282"
"clsid11853","pplid733"
"clsid11212","pplid4205"
"clsid12740","pplid4205"
"clsid1798","pplid4205"
"clsid2100","pplid4205"
"clsid7043","pplid3167"
"clsid7043","pplid3443"
"clsid2625","pplid3175"
"clsid5614","pplid3175"
"clsid2321","pplid3316"
"clsid6438","pplid3316"
"clsid2454","pplid1457"
"clsid2454","pplid1606"
"clsid2454","pplid949"
"clsid3052","pplid1457"
"clsid3052","pplid1606"
"clsid3052","pplid949"
"clsid10523","pplid3135"
"clsid10523","pplid4780"
"clsid6883","pplid3135"
"clsid6883","pplid4780"
"clsid3834","pplid1322"
"clsid3834","pplid641"
"clsid1892","pplid2169"
"clsid1892","pplid2413"
"clsid1179","pplid2891"
"clsid1179","pplid2995"
"clsid1179","pplid4266"
"clsid1995","pplid2891"
"clsid1995","pplid2995"
"clsid1995","pplid4266"
"clsid4473","pplid1164"
"clsid4473","pplid1441"
"clsid4473","pplid1482"
"clsid4473","pplid2312"
"clsid7710","pplid1164"
"clsid7710","pplid1441"
"clsid7710","pplid1482"
"clsid7710","pplid2312"
"clsid3595","pplid3191"
"clsid3595","pplid3221"
"clsid3595","pplid4089"
"clsid3595","pplid4314"
"clsid12785","pplid2547"
"clsid12785","pplid4606"
"clsid9813","pplid1660"
"clsid9813","pplid3093"
"clsid9813","pplid3731"
"clsid12825","pplid1300"
"clsid12825","pplid2267"
"clsid12825","pplid4950"
"clsid11867","pplid151"
"clsid12691","pplid151"
"clsid2305","pplid151"
"clsid7448","pplid151"
"clsid4894","pplid1041"
"clsid10580","pplid3730"
"clsid12782","pplid3730"
"clsid7495","pplid2496"
"clsid7495","pplid3714"
"clsid8473","pplid1193"
"clsid8473","pplid1864"
"clsid8473","pplid2318"
"clsid8473","pplid449"
"clsid1631","pplid1045"
"clsid1631","pplid2053"
"clsid1631","pplid2758"
"clsid1631","pplid3848"
"clsid1631","pplid60"
"clsid1543","pplid4366"
"clsid9670","pplid4366"
"clsid1157","pplid905"
"clsid1585","pplid905"
"clsid4044","pplid1802"
"clsid4044","pplid2939"
"clsid4044","pplid4227"
"clsid2987","pplid3078"
"clsid2987","pplid642"
"clsid6111","pplid2006"
"clsid6111","pplid558"
"clsid10488","pplid1664"
"clsid10488","pplid342"
"clsid10488","pplid962"
"clsid2484","pplid1664"
"clsid2484","pplid342"
"clsid2484","pplid962"
"clsid6145","pplid1664"
"clsid6145","pplid342"
"clsid6145","pplid962"
"clsid1872","pplid2525"
"clsid1872","pplid3300"
"clsid1872","pplid415"
"clsid3606","pplid2525"
"clsid3606","pplid3300"
"clsid3606","pplid415"
"clsid6280","pplid834"
"clsid7288","pplid834"
"clsid7647","pplid1235"
"clsid7647","pplid2147"
"clsid7647","pplid2802"
"clsid9619","pplid1235"
"clsid9619","pplid2147"
"clsid9619","pplid2802"
"clsid7097","pplid2843"
"clsid9113","pplid2843"
"clsid5668","pplid2785"
"clsid5668","pplid4168"
"clsid3052","pplid3559"
"clsid12367","pplid3617"
"clsid12367","pplid843"
"clsid10201","pplid4447"
"clsid10201","pplid477"
"clsid10201","pplid84"
"clsid4875","pplid4447"
"clsid4875","pplid477"
"clsid4875","pplid84"
"clsid9481","pplid4447"
"clsid9481","pplid477"
"clsid9481","pplid84"
"clsid11250","pplid1707"
"clsid11250","pplid830"
"clsid9813","pplid1707"
"clsid9813","pplid830"
"clsid8153","pplid1059"
"clsid8153","pplid2594"
"clsid8153","pplid2674"
"clsid2491","pplid3975"
"clsid2491","pplid3992"
"clsid4731","pplid3975"
"clsid4731","pplid3992"
"clsid9412","pplid3975"
"clsid9412","pplid3992"
"clsid9699","pplid3975"
"clsid9699","pplid3992"
"clsid6556","pplid3410"
"clsid6556","pplid725"
"clsid974","pplid3410"
"clsid974","pplid725"
"clsid12955","pplid4045"
"clsid2555","pplid3131"
"clsid10165","pplid289"
"clsid10165","pplid4785"
"clsid1253","pplid289"
"clsid1253","pplid4785"
"clsid2716","pplid289"
"clsid2716","pplid4785"
"clsid4693","pplid289"
"clsid4693","pplid4785"
"clsid6070","pplid289"
"clsid6070","pplid4785"
"clsid10463","pplid4390"
"clsid10463","pplid697"
"clsid6466","pplid4390"
"clsid6466","pplid697"
"clsid9785","pplid4390"
"clsid9785","pplid697"
"clsid4151","pplid2408"
"clsid4151","pplid3512"
"clsid9682","pplid1640"
"clsid9682","pplid2087"
"clsid9682","pplid3054"
"clsid1280","pplid1425"
"clsid1280","pplid466"
"clsid1280","pplid623"
"clsid5932","pplid2048"
"clsid5932","pplid2449"
"clsid10079","pplid4371"
"clsid9269","pplid4371"
"clsid11031","pplid2164"
"clsid11031","pplid640"
"clsid1251","pplid4169"
"clsid1251","pplid57"
"clsid12660","pplid4169"
"clsid12660","pplid57"
"clsid6070","pplid2475"
"clsid10655","pplid4868"
"clsid2430","pplid4868"
"clsid7563","pplid4868"
"clsid3239","pplid1479"
"clsid3239","pplid3494"
"clsid1420","pplid833"
"clsid3735","pplid833"
"clsid8621","pplid1892"
"clsid4023","pplid2114"
"clsid4023","pplid367"
"clsid4023","pplid4363"
"clsid4023","pplid4719"
"clsid7471","pplid2114"
"clsid7471","pplid367"
"clsid7471","pplid4363"
"clsid7471","pplid4719"
"clsid5686","pplid4354"
"clsid5934","pplid4354"
"clsid11262","pplid2588"
"clsid11262","pplid3008"
"clsid1145","pplid2306"
"clsid1145","pplid3299"
"clsid1145","pplid818"
"clsid11732","pplid3238"
"clsid11732","pplid491"
"clsid1796","pplid3238"
"clsid1796","pplid491"
"clsid12604","pplid1302"
"clsid1954","pplid1636"
"clsid2482","pplid1636"
"clsid12588","pplid2250"
"clsid1442","pplid2250"
"clsid459","pplid2250"
"clsid10582","pplid3624"
"clsid1208","pplid1178"
"clsid1208","pplid1711"
"clsid1208","pplid3204"
"clsid1208","pplid4622"
"clsid6906","pplid1178"
"clsid6906","pplid1711"
"clsid6906","pplid3204"
"clsid6906","pplid4622"
"clsid4444","pplid2481"
"clsid4444","pplid2705"
"clsid5510","pplid2481"
"clsid5510","pplid2705"
"clsid4384","pplid3819"
"clsid4384","pplid4830"
"clsid6261","pplid3819"
"clsid6261","pplid4830"
"clsid1552","pplid1874"
"clsid1552","pplid280"
"clsid1552","pplid3615"
"clsid11755","pplid1409"
"clsid11755","pplid4075"
"clsid5868","pplid1409"
"clsid5868","pplid4075"
"clsid4248","pplid1642"
"clsid6624","pplid1642"
"clsid8425","pplid4273"
"clsid1586","pplid141"
"clsid1586","pplid2029"
"clsid4679","pplid141"
"clsid4679","pplid2029"
"clsid10995","pplid1423"
"clsid10995","pplid4148"
"clsid12350","pplid4016"
"clsid282","pplid3759"
"clsid282","pplid3875"
"clsid9840","pplid3759"
"clsid9840","pplid3875"
"clsid10355","pplid3644"
"clsid5277","pplid1127"
"clsid5277","pplid1827"
"clsid5277","pplid4638"
"clsid9917","pplid1127"
"clsid9917","pplid1827"
"clsid9917","pplid4638"
"clsid3186","pplid3280"
"clsid3186","pplid4422"
"clsid3186","pplid4551"
"clsid4920","pplid3280"
"clsid4920","pplid4422"
"clsid4920","pplid4551"
"clsid6255","pplid3280"
"clsid6255","pplid4422"
"clsid6255","pplid4551"
"clsid111","pplid2000"
"clsid1524","pplid2000"
"clsid1287","pplid3479"
"clsid1287","pplid3907"
"clsid1287","pplid4218"
"clsid11925","pplid1020"
"clsid4427","pplid1020"
"clsid4711","pplid1020"
"clsid4717","pplid1020"
"clsid11608","pplid153"
"clsid11845","pplid1389"
"clsid11845","pplid1499"
"clsid11845","pplid1727"
"clsid11845","pplid2933"
"clsid11845","pplid487"
"clsid2138","pplid1512"
"clsid2138","pplid2692"
"clsid2138","pplid3004"
"clsid3696","pplid1512"
"clsid3696","pplid2692"
"clsid3696","pplid3004"
"clsid10887","pplid3132"
"clsid10887","pplid3554"
"clsid1191","pplid3132"
"clsid1191","pplid3554"
"clsid10514","pplid2593"
"clsid10514","pplid366"
"clsid11793","pplid2593"
"clsid11793","pplid366"
"clsid4892","pplid2593"
"clsid4892","pplid366"
"clsid4787","pplid4631"
"clsid8721","pplid2226"
"clsid5267","pplid1041"
"clsid5267","pplid2541"
"clsid6091","pplid1041"
"clsid6091","pplid2541"
"clsid8122","pplid1041"
"clsid8122","pplid2541"
"clsid12266","pplid3944"
"clsid12266","pplid4927"
"clsid6952","pplid4871"
"clsid7904","pplid4871"
"clsid1018","pplid1739"
"clsid4487","pplid1809"
"clsid4487","pplid4192"
"clsid4487","pplid4315"
"clsid8001","pplid1809"
"clsid8001","pplid4192"
"clsid8001","pplid4315"
"clsid6624","pplid1042"
"clsid6624","pplid1951"
"clsid9677","pplid52"
"clsid9887","pplid52"
"clsid1685","pplid2816"
"clsid1685","pplid3593"
"clsid1685","pplid850"
"clsid5593","pplid2816"
"clsid5593","pplid3593"
"clsid5593","pplid850"
"clsid10046","pplid280"
"clsid10046","pplid372"
"clsid5840","pplid280"
"clsid5840","pplid372"
"clsid9715","pplid4184"
"clsid2300","pplid4781"
"clsid2300","pplid656"
"clsid9826","pplid1104"
"clsid9826","pplid4371"
"clsid9826","pplid569"
"clsid9826","pplid650"
"clsid10222","pplid3201"
"clsid10222","pplid4784"
"clsid126","pplid3201"
"clsid126","pplid4784"
"clsid12923","pplid3201"
"clsid12923","pplid4784"
"clsid7734","pplid3201"
"clsid7734","pplid4784"
"clsid9509","pplid3201"
"clsid9509","pplid4784"
"clsid10354","pplid1115"
"clsid10354","pplid4069"
"clsid10354","pplid586"
"clsid4456","pplid1115"
"clsid4456","pplid4069"
"clsid4456","pplid586"
"clsid12085","pplid4648"
"clsid12085","pplid567"
"clsid7992","pplid1760"
"clsid7992","pplid2026"
"clsid6445","pplid2199"
"clsid6445","pplid2352"
"clsid6445","pplid2432"
"clsid10971","pplid1308"
"clsid10971","pplid2052"
"clsid10971","pplid4937"
"clsid10971","pplid574"
"clsid10971","pplid724"
"clsid1294","pplid1308"
"clsid1294","pplid2052"
"clsid1294","pplid4937"
"clsid1294","pplid574"
"clsid1294","pplid724"
"clsid4310","pplid1308"
"clsid4310","pplid2052"
"clsid4310","pplid4937"
"clsid4310","pplid574"
"clsid4310","pplid724"
"clsid10611","pplid310"
"clsid2947","pplid310"
"clsid6051","pplid2039"
"clsid6051","pplid4401"
"clsid11356","pplid1400"
"clsid11356","pplid2938"
"clsid5104","pplid2768"
"clsid5104","pplid3294"
"clsid12238","pplid1583"
"clsid12238","pplid2936"
"clsid12238","pplid3718"
"clsid12238","pplid3820"
"clsid12238","pplid512"
"clsid2551","pplid1583"
"clsid2551","pplid2936"
"clsid2551","pplid3718"
"clsid2551","pplid3820"
"clsid2551","pplid512"
"clsid3481","pplid1583"
"clsid3481","pplid2936"
"clsid3481","pplid3718"
"clsid3481","pplid3820"
"clsid3481","pplid512"
"clsid3991","pplid1583"
"clsid3991","pplid2936"
"clsid3991","pplid3718"
"clsid3991","pplid3820"
"clsid3991","pplid512"
"clsid6396","pplid1583"
"clsid6396","pplid2936"
"clsid6396","pplid3718"
"clsid6396","pplid3820"
"clsid6396","pplid512"
"clsid10924","pplid3719"
"clsid6928","pplid3719"
"clsid7213","pplid3719"
"clsid10531","pplid1775"
"clsid10531","pplid3887"
"clsid5550","pplid3784"
"clsid5550","pplid4866"
"clsid5550","pplid892"
"clsid7865","pplid3784"
"clsid7865","pplid4866"
"clsid7865","pplid892"
"clsid6894","pplid4025"
"clsid2882","pplid2216"
"clsid2882","pplid3503"
"clsid11183","pplid1840"
"clsid11183","pplid4583"
"clsid11183","pplid4914"
"clsid293","pplid1840"
"clsid293","pplid4583"
"clsid293","pplid4914"
"clsid9109","pplid1840"
"clsid9109","pplid4583"
"clsid9109","pplid4914"
"clsid3714","pplid3684"
"clsid3714","pplid4483"
"clsid2864","pplid4507"
"clsid12329","pplid2268"
"clsid12329","pplid2691"
"clsid8251","pplid2268"
"clsid8251","pplid2691"
"clsid1090","pplid2469"
"clsid1090","pplid3695"
"clsid1090","pplid3837"
"clsid1090","pplid4411"
"clsid6853","pplid2469"
"clsid6853","pplid3695"
"clsid6853","pplid3837"
"clsid6853","pplid4411"
"clsid5973","pplid3783"
"clsid2201","pplid4326"
"clsid2201","pplid673"
"clsid3317","pplid4326"
"clsid3317","pplid673"
"clsid2666","pplid2175"
"clsid2666","pplid2690"
"clsid2666","pplid4864"
"clsid2742","pplid2175"
"clsid2742","pplid2690"
"clsid2742","pplid4864"
"clsid8812","pplid2175"
"clsid8812","pplid2690"
"clsid8812","pplid4864"
"clsid10716","pplid1761"
"clsid10716","pplid2626"
"clsid11885","pplid1761"
"clsid11885","pplid2626"
"clsid8209","pplid1078"
"clsid2590","pplid2695"
"clsid4763","pplid2695"
"clsid6727","pplid2695"
"clsid8393","pplid340"
"clsid2455","pplid4554"
"clsid2455","pplid4795"
"clsid2455","pplid4918"
"clsid2455","pplid855"
"clsid372","pplid4554"
"clsid372","pplid4795"
"clsid372","pplid4918"
"clsid372","pplid855"
"clsid11206","pplid1164"
"clsid11206","pplid1870"
"clsid11206","pplid2880"
"clsid11206","pplid3315"
"clsid12647","pplid1164"
"clsid12647","pplid1870"
"clsid12647","pplid2880"
"clsid12647","pplid3315"
"clsid1505","pplid2207"
"clsid1505","pplid380"
"clsid2298","pplid281"
"clsid2298","pplid3237"
"clsid2298","pplid4010"
"clsid2298","pplid4252"
"clsid2298","pplid4281"
"clsid5147","pplid281"
"clsid5147","pplid3237"
"clsid5147","pplid4010"
"clsid5147","pplid4252"
"clsid5147","pplid4281"
"clsid10059","pplid1674"
"clsid1236","pplid1674"
"clsid2978","pplid1674"
"clsid11944","pplid1705"
"clsid11472","pplid2283"
"clsid11472","pplid4569"
"clsid11472","pplid574"
"clsid11472","pplid935"
"clsid3728","pplid1971"
"clsid3728","pplid4639"
"clsid3728","pplid4703"
"clsid6549","pplid1499"
"clsid6549","pplid2575"
"clsid8078","pplid1499"
"clsid8078","pplid2575"
"clsid310","pplid2503"
"clsid4585","pplid2503"
"clsid7780","pplid2503"
"clsid8052","pplid2503"
"clsid10903","pplid2017"
"clsid10903","pplid399"
"clsid10903","pplid4563"
"clsid6014","pplid2017"
"clsid6014","pplid399"
"clsid6014","pplid4563"
"clsid6695","pplid2017"
"clsid6695","pplid399"
"clsid6695","pplid4563"
"clsid8049","pplid2017"
"clsid8049","pplid399"
"clsid8049","pplid4563"
"clsid9104","pplid2017"
"clsid9104","pplid399"
"clsid9104","pplid4563"
"clsid2981","pplid1157"
"clsid10379","pplid3295"
"clsid9246","pplid3295"
"clsid3939","pplid1319"
"clsid3939","pplid1494"
"clsid10856","pplid1708"
"clsid12083","pplid12"
"clsid12083","pplid3302"
"clsid12083","pplid3362"
"clsid12083","pplid4232"
"clsid5736","pplid12"
"clsid5736","pplid3302"
"clsid5736","pplid3362"
"clsid5736","pplid4232"
"clsid9823","pplid3826"
"clsid487","pplid1172"
"clsid487","pplid3853"
"clsid487","pplid987"
"clsid7812","pplid1172"
"clsid7812","pplid3853"
"clsid7812","pplid987"
"clsid8505","pplid1172"
"clsid8505","pplid3853"
"clsid8505","pplid987"
"clsid9584","pplid1172"
"clsid9584","pplid3853"
"clsid9584","pplid987"
"clsid1393","pplid1763"
"clsid1393","pplid2098"
"clsid1531","pplid1763"
"clsid1531","pplid2098"
"clsid5487","pplid1763"
"clsid5487","pplid2098"
"clsid9968","pplid2003"
"clsid9968","pplid260"
"clsid6198","pplid1883"
"clsid6198","pplid2690"
"clsid6198","pplid3263"
"clsid6198","pplid3972"
"clsid7700","pplid1883"
"clsid7700","pplid2690"
"clsid7700","pplid3263"
"clsid7700","pplid3972"
"clsid4402","pplid1504"
"clsid6200","pplid1504"
"clsid10488","pplid3871"
"clsid2713","pplid3871"
"clsid3715","pplid3871"
"clsid7385","pplid3871"
"clsid8249","pplid3871"
"clsid8045","pplid1709"
"clsid8045","pplid1998"
"clsid1529","pplid1836"
"clsid1529","pplid1943"
"clsid1529","pplid272"
"clsid10897","pplid2976"
"clsid12277","pplid4613"
"clsid2129","pplid4613"
"clsid9517","pplid4613"
"clsid2171","pplid1021"
"clsid2171","pplid3235"
"clsid2171","pplid4971"
"clsid2030","pplid277"
"clsid967","pplid277"
"clsid6818","pplid1234"
"clsid7322","pplid1234"
"clsid2749","pplid4234"
"clsid2749","pplid545"
"clsid3187","pplid4234"
"clsid3187","pplid545"
"clsid6071","pplid4234"
"clsid6071","pplid545"
"clsid9839","pplid4234"
"clsid9839","pplid545"
"clsid8373","pplid3348"
"clsid10824","pplid4347"
"clsid10824","pplid4964"
"clsid8325","pplid4347"
"clsid8325","pplid4964"
"clsid12224","pplid2184"
"clsid12224","pplid3640"
"clsid12224","pplid3730"
"clsid12224","pplid4133"
"clsid2043","pplid2184"
"clsid2043","pplid3640"
"clsid2043","pplid3730"
"clsid2043","pplid4133"
"clsid11918","pplid1782"
"clsid11918","pplid5000"
"clsid3459","pplid1782"
"clsid3459","pplid5000"
"clsid6273","pplid1782"
"clsid6273","pplid5000"
"clsid3603","pplid28"
"clsid3603","pplid4382"
"clsid3603","pplid4934"
"clsid5243","pplid28"
"clsid5243","pplid4382"
"clsid5243","pplid4934"
"clsid11728","pplid2094"
"clsid11728","pplid2501"
"clsid12534","pplid2094"
"clsid12534","pplid2501"
"clsid12858","pplid2094"
"clsid12858","pplid2501"
"clsid4922","pplid2094"
"clsid4922","pplid2501"
"clsid1168","pplid313"
"clsid1168","pplid3978"
"clsid6348","pplid313"
"clsid6348","pplid3978"
"clsid9911","pplid313"
"clsid9911","pplid3978"
"clsid2847","pplid1151"
"clsid2847","pplid1699"
"clsid5111","pplid1029"
