ssrqid,drqid
ssrqid1262,drqid1531
ssrqid1262,drqid2675
ssrqid1262,drqid3033
ssrqid1263,drqid2394
ssrqid1263,drqid2566
ssrqid1264,drqid3803
ssrqid1265,drqid3219
ssrqid1266,drqid2639
ssrqid1266,drqid653
ssrqid1267,drqid3472
ssrqid1267,drqid67
ssrqid1268,drqid2707
ssrqid1269,drqid1089
ssrqid1269,drqid815
ssrqid1270,drqid3410
ssrqid1270,drqid489
ssrqid1271,drqid2684
ssrqid1272,drqid1899
ssrqid1272,drqid543
ssrqid1273,drqid604
ssrqid1274,drqid1230
ssrqid1274,drqid1689
ssrqid1274,drqid2006
ssrqid1275,drqid3507
ssrqid1275,drqid686
ssrqid1276,drqid1159
ssrqid1277,drqid1660
ssrqid1277,drqid341
ssrqid1278,drqid2161
ssrqid1278,drqid773
ssrqid1279,drqid348
ssrqid1279,drqid892
ssrqid1280,drqid393
ssrqid1281,drqid2207
ssrqid1282,drqid16
ssrqid1282,drqid575
ssrqid1283,drqid2325
ssrqid1283,drqid3909
ssrqid1284,drqid2200
ssrqid1284,drqid2377
ssrqid1285,drqid1935
ssrqid1285,drqid959
ssrqid1286,drqid3058
ssrqid1287,drqid1454
ssrqid1287,drqid757
ssrqid1288,drqid275
ssrqid1288,drqid3683
ssrqid1289,drqid3172
ssrqid1289,drqid3289
ssrqid1290,drqid2811
ssrqid1290,drqid3610
ssrqid1291,drqid2698
ssrqid1292,drqid923
ssrqid1292,drqid96
ssrqid1293,drqid751
ssrqid1294,drqid1833
ssrqid1294,drqid2836
ssrqid1295,drqid3023
ssrqid1295,drqid3614
ssrqid1296,drqid2116
ssrqid1297,drqid1633
ssrqid1298,drqid2483
ssrqid1298,drqid2563
ssrqid1298,drqid2988
ssrqid1299,drqid1499
ssrqid1300,drqid2550
ssrqid1300,drqid3450
ssrqid1301,drqid2163
ssrqid1301,drqid2866
ssrqid1302,drqid1417
ssrqid1302,drqid2185
ssrqid1303,drqid2516
ssrqid1303,drqid3472
ssrqid1303,drqid412
ssrqid1304,drqid2382
ssrqid1304,drqid3520
ssrqid1305,drqid630
ssrqid1306,drqid2931
ssrqid1306,drqid3235
ssrqid1307,drqid3668
ssrqid1308,drqid2166
ssrqid1308,drqid2204
ssrqid1309,drqid2840
ssrqid1309,drqid3514
ssrqid1310,drqid178
ssrqid1311,drqid2181
ssrqid1311,drqid3046
ssrqid1311,drqid720
ssrqid1312,drqid3320
ssrqid1313,drqid1017
ssrqid1313,drqid3474
ssrqid1314,drqid3421
ssrqid1314,drqid3883
ssrqid1315,drqid1473
ssrqid1316,drqid497
ssrqid1317,drqid1059
ssrqid1317,drqid934
ssrqid1318,drqid22
ssrqid1319,drqid3868
ssrqid1319,drqid591
ssrqid1320,drqid3807
ssrqid1321,drqid1725
ssrqid1321,drqid3192
ssrqid1321,drqid3722
ssrqid1322,drqid2751
ssrqid1323,drqid2264
ssrqid1324,drqid2206
ssrqid1325,drqid1393
ssrqid1325,drqid2435
ssrqid1326,drqid1162
ssrqid1326,drqid243
ssrqid1327,drqid985
ssrqid1328,drqid140
ssrqid1328,drqid3854
ssrqid1329,drqid993
ssrqid1330,drqid1851
ssrqid1330,drqid3162
ssrqid1331,drqid422
ssrqid1331,drqid984
ssrqid1332,drqid171
ssrqid1332,drqid265
ssrqid1332,drqid269
ssrqid1333,drqid3557
ssrqid1334,drqid1681
ssrqid1334,drqid3010
ssrqid1335,drqid3753
ssrqid1335,drqid3850
ssrqid1336,drqid3649
ssrqid1337,drqid1671
ssrqid1337,drqid2202
ssrqid1338,drqid2907
ssrqid1339,drqid718
ssrqid1339,drqid959
ssrqid1340,drqid1951
ssrqid1340,drqid2422
ssrqid1341,drqid1200
ssrqid1341,drqid3909
ssrqid1342,drqid1295
ssrqid1342,drqid2087
ssrqid1343,drqid2659
ssrqid1344,drqid3238
ssrqid1344,drqid8
ssrqid1344,drqid96
ssrqid1345,drqid1322
ssrqid1345,drqid44
ssrqid1346,drqid1557
ssrqid1347,drqid3882
ssrqid1348,drqid1072
ssrqid1348,drqid1803
ssrqid1349,drqid659
ssrqid1349,drqid712
ssrqid1350,drqid222
ssrqid1351,drqid508
ssrqid1352,drqid136
ssrqid1352,drqid569
ssrqid1353,drqid107
ssrqid1353,drqid2556
ssrqid1353,drqid529
ssrqid1354,drqid2673
ssrqid1354,drqid3611
ssrqid1355,drqid2565
ssrqid1355,drqid2867
ssrqid1356,drqid671
ssrqid1356,drqid766
ssrqid1357,drqid1427
ssrqid1357,drqid2561
ssrqid1358,drqid2233
ssrqid1359,drqid3776
ssrqid1360,drqid2272
ssrqid1361,drqid3638
ssrqid1362,drqid1597
ssrqid1363,drqid2384
ssrqid1363,drqid2827
ssrqid1364,drqid2955
ssrqid1365,drqid1035
ssrqid1365,drqid3835
ssrqid1366,drqid3674
ssrqid1367,drqid1379
ssrqid1367,drqid2825
ssrqid1367,drqid3477
ssrqid1368,drqid2639
ssrqid1369,drqid1557
ssrqid1370,drqid3801
ssrqid1371,drqid236
ssrqid1371,drqid685
ssrqid1372,drqid593
ssrqid1373,drqid2153
ssrqid1373,drqid2951
ssrqid1373,drqid3555
ssrqid1374,drqid244
ssrqid1375,drqid2478
ssrqid1376,drqid3994
ssrqid1377,drqid1875
ssrqid1377,drqid3273
ssrqid1377,drqid3395
ssrqid1378,drqid672
ssrqid1379,drqid3428
ssrqid1379,drqid633
ssrqid1380,drqid1292
ssrqid1380,drqid3668
ssrqid1381,drqid311
ssrqid1382,drqid2330
ssrqid1382,drqid2747
ssrqid1383,drqid1750
ssrqid1383,drqid87
ssrqid1384,drqid1243
ssrqid1385,drqid1086
ssrqid1385,drqid825
ssrqid1386,drqid648
ssrqid1387,drqid98
ssrqid1388,drqid1902
ssrqid1388,drqid2980
ssrqid1389,drqid1396
ssrqid1389,drqid3620
ssrqid1390,drqid149
ssrqid1391,drqid1696
ssrqid1392,drqid1398
ssrqid1393,drqid644
ssrqid1394,drqid162
ssrqid1394,drqid1783
ssrqid1395,drqid244
ssrqid1395,drqid3405
ssrqid1396,drqid972
ssrqid1397,drqid1766
ssrqid1397,drqid2183
ssrqid1398,drqid1322
ssrqid1398,drqid3784
ssrqid1399,drqid1711
ssrqid1399,drqid454
ssrqid1400,drqid1574
ssrqid1401,drqid123
ssrqid1401,drqid3016
ssrqid1401,drqid3659
ssrqid1402,drqid297
ssrqid1402,drqid3351
ssrqid1403,drqid2398
ssrqid1403,drqid3391
ssrqid1404,drqid1528
ssrqid1405,drqid1630
ssrqid1405,drqid895
ssrqid1406,drqid1653
ssrqid1407,drqid2109
ssrqid1407,drqid2607
ssrqid1408,drqid738
ssrqid1409,drqid1607
ssrqid1409,drqid1982
ssrqid1409,drqid614
ssrqid1410,drqid2216
ssrqid1410,drqid490
ssrqid1411,drqid3754
ssrqid1412,drqid1869
ssrqid1412,drqid3166
ssrqid1413,drqid1034
ssrqid1413,drqid2944
ssrqid1414,drqid1246
ssrqid1414,drqid695
ssrqid1415,drqid3345
ssrqid1415,drqid3759
ssrqid1416,drqid221
ssrqid1416,drqid2962
ssrqid1416,drqid811
ssrqid1417,drqid155
ssrqid1418,drqid2744
ssrqid1419,drqid2006
ssrqid1420,drqid2929
ssrqid1420,drqid3719
ssrqid1420,drqid3967
ssrqid1421,drqid1043
ssrqid1421,drqid1896
ssrqid1422,drqid2175
ssrqid1423,drqid1263
ssrqid1423,drqid3166
ssrqid1424,drqid3344
ssrqid1425,drqid1103
ssrqid1425,drqid993
ssrqid1426,drqid2487
ssrqid1426,drqid3612
ssrqid1427,drqid2305
ssrqid1428,drqid3089
ssrqid1428,drqid3324
ssrqid1429,drqid1323
ssrqid1429,drqid706
ssrqid1430,drqid1226
ssrqid1430,drqid3194
ssrqid1431,drqid1413
ssrqid1432,drqid610
ssrqid1433,drqid2379
ssrqid1434,drqid2434
ssrqid1434,drqid784
ssrqid1435,drqid1014
ssrqid1435,drqid1271
ssrqid1436,drqid1934
ssrqid1436,drqid2383
ssrqid1437,drqid409
ssrqid1438,drqid1377
ssrqid1438,drqid562
ssrqid1439,drqid2528
ssrqid1439,drqid3325
ssrqid1440,drqid1646
ssrqid1440,drqid1958
ssrqid1440,drqid3013
ssrqid1441,drqid1444
ssrqid1442,drqid2814
ssrqid1442,drqid3051
ssrqid1443,drqid1712
ssrqid1443,drqid3909
ssrqid1444,drqid2678
ssrqid1445,drqid1270
ssrqid1446,drqid330
ssrqid1446,drqid775
ssrqid1447,drqid1763
ssrqid1447,drqid3296
ssrqid1448,drqid636
ssrqid1449,drqid3979
ssrqid1449,drqid864
ssrqid1450,drqid3195
ssrqid1451,drqid3434
ssrqid1451,drqid3559
ssrqid1452,drqid2134
ssrqid1452,drqid406
ssrqid1453,drqid3934
ssrqid1454,drqid2972
ssrqid1454,drqid3099
ssrqid1455,drqid2680
ssrqid1455,drqid2761
ssrqid1456,drqid2958
ssrqid1456,drqid3892
ssrqid1457,drqid3091
ssrqid1457,drqid3174
ssrqid1457,drqid3755
ssrqid1458,drqid2997
ssrqid1459,drqid1278
ssrqid1460,drqid1679
ssrqid1460,drqid2548
ssrqid1460,drqid3435
ssrqid1461,drqid1740
ssrqid1461,drqid2089
ssrqid1462,drqid3079
ssrqid1463,drqid3824
ssrqid1464,drqid1079
ssrqid1464,drqid2651
ssrqid1465,drqid972
ssrqid1466,drqid2070
ssrqid1466,drqid512
ssrqid1467,drqid2106
ssrqid1468,drqid2544
ssrqid1468,drqid91
ssrqid1469,drqid3691
ssrqid1470,drqid1966
ssrqid1470,drqid2485
ssrqid1471,drqid1429
ssrqid1471,drqid1953
ssrqid1472,drqid352
ssrqid1473,drqid3531
ssrqid1473,drqid3756
ssrqid1474,drqid1247
ssrqid1474,drqid131
ssrqid1474,drqid3224
ssrqid1475,drqid2797
ssrqid1475,drqid2838
ssrqid1475,drqid593
ssrqid1476,drqid108
ssrqid1476,drqid457
ssrqid1477,drqid161
ssrqid1477,drqid2306
ssrqid1477,drqid2810
ssrqid1478,drqid1768
ssrqid1478,drqid3687
ssrqid1479,drqid2879
ssrqid1480,drqid1159
ssrqid1480,drqid3445
ssrqid1481,drqid3769
ssrqid1482,drqid1134
ssrqid1482,drqid846
ssrqid1483,drqid1537
ssrqid1483,drqid1786
ssrqid1484,drqid2341
ssrqid1484,drqid2466
ssrqid1485,drqid315
ssrqid1485,drqid85
ssrqid1486,drqid1105
ssrqid1487,drqid218
ssrqid1487,drqid44
ssrqid1488,drqid283
ssrqid1489,drqid798
ssrqid1489,drqid943
ssrqid1490,drqid1397
ssrqid1490,drqid1563
ssrqid1490,drqid2168
ssrqid1491,drqid1630
ssrqid1491,drqid2286
ssrqid1491,drqid3391
ssrqid1492,drqid199
ssrqid1492,drqid3954
ssrqid1493,drqid1975
ssrqid1494,drqid1311
ssrqid1494,drqid2543
ssrqid1494,drqid861
ssrqid1495,drqid369
ssrqid1496,drqid1491
ssrqid1496,drqid428
ssrqid1496,drqid737
ssrqid1497,drqid1671
ssrqid1498,drqid436
ssrqid1499,drqid1231
ssrqid1499,drqid1301
ssrqid1500,drqid1468
ssrqid1500,drqid1800
ssrqid1500,drqid446
ssrqid1501,drqid3603
ssrqid1502,drqid3076
ssrqid1502,drqid3470
ssrqid1503,drqid1028
ssrqid1503,drqid2711
ssrqid1504,drqid1757
ssrqid1504,drqid198
ssrqid1505,drqid1532
ssrqid1505,drqid56
ssrqid1506,drqid3869
ssrqid1507,drqid3232
ssrqid1508,drqid1025
ssrqid1508,drqid2053
ssrqid1508,drqid3489
ssrqid1509,drqid1067
ssrqid1509,drqid335
ssrqid1510,drqid3535
ssrqid1511,drqid2009
ssrqid1511,drqid3890
ssrqid1512,drqid2682
ssrqid1513,drqid1606
ssrqid1513,drqid2700
ssrqid1513,drqid437
ssrqid1514,drqid1827
ssrqid1514,drqid3068
ssrqid1515,drqid3699
ssrqid1516,drqid930
ssrqid1517,drqid1604
ssrqid1517,drqid2133
ssrqid1518,drqid3546
ssrqid1518,drqid3749
ssrqid1519,drqid2016
ssrqid1519,drqid3125
ssrqid1520,drqid1700
ssrqid1520,drqid241
ssrqid1521,drqid2275
ssrqid1521,drqid2686
ssrqid1522,drqid2458
ssrqid1523,drqid1996
ssrqid1523,drqid3364
ssrqid1524,drqid1917
ssrqid1524,drqid2421
ssrqid1525,drqid1827
ssrqid1525,drqid2178
ssrqid1526,drqid3747
ssrqid1527,drqid234
ssrqid1528,drqid1490
ssrqid1528,drqid775
ssrqid1529,drqid2435
ssrqid1529,drqid845
ssrqid1530,drqid2557
ssrqid1531,drqid955
ssrqid1532,drqid1064
ssrqid1532,drqid2698
ssrqid1533,drqid2033
ssrqid1534,drqid2989
ssrqid1534,drqid384
ssrqid1535,drqid76
ssrqid1536,drqid2672
ssrqid1537,drqid141
ssrqid1537,drqid2652
ssrqid1538,drqid3113
ssrqid1539,drqid176
ssrqid1539,drqid3881
ssrqid1540,drqid426
ssrqid1540,drqid612
ssrqid1541,drqid3089
ssrqid1542,drqid1869
ssrqid1542,drqid2806
ssrqid1543,drqid1323
ssrqid1543,drqid2870
ssrqid1544,drqid2675
ssrqid1544,drqid808
ssrqid1545,drqid2275
ssrqid1545,drqid337
ssrqid1546,drqid1905
ssrqid1547,drqid3910
ssrqid1548,drqid1790
ssrqid1548,drqid2535
ssrqid1549,drqid1636
ssrqid1549,drqid451
ssrqid1550,drqid140
ssrqid1551,drqid3629
ssrqid1551,drqid3888
ssrqid1552,drqid1023
ssrqid1552,drqid918
ssrqid1553,drqid2544
ssrqid1553,drqid3882
ssrqid1554,drqid2174
ssrqid1554,drqid995
ssrqid1555,drqid2056
ssrqid1555,drqid2496
ssrqid1555,drqid725
ssrqid1556,drqid2046
ssrqid1556,drqid237
ssrqid1557,drqid3791
ssrqid1557,drqid3799
ssrqid1558,drqid130
ssrqid1558,drqid3637
ssrqid1559,drqid3269
ssrqid1560,drqid1055
ssrqid1560,drqid1222
ssrqid1561,drqid1059
ssrqid1561,drqid206
ssrqid1561,drqid2125
ssrqid1562,drqid3506
ssrqid1562,drqid4
ssrqid1563,drqid3449
ssrqid1564,drqid1493
ssrqid1565,drqid2478
ssrqid1565,drqid3877
ssrqid1566,drqid130
ssrqid1566,drqid1498
ssrqid1567,drqid177
ssrqid1567,drqid3057
ssrqid1568,drqid1871
ssrqid1568,drqid1890
ssrqid1569,drqid3464
ssrqid1569,drqid661
ssrqid1570,drqid1698
ssrqid1570,drqid2232
ssrqid1570,drqid480
ssrqid1571,drqid2529
ssrqid1571,drqid2732
ssrqid1572,drqid1990
ssrqid1572,drqid3961
ssrqid1573,drqid2371
ssrqid1573,drqid444
ssrqid1574,drqid1976
ssrqid1574,drqid311
ssrqid1575,drqid1325
ssrqid1575,drqid2600
ssrqid1576,drqid2908
ssrqid1576,drqid836
ssrqid1577,drqid3046
ssrqid1577,drqid3996
ssrqid1578,drqid2292
ssrqid1578,drqid3485
ssrqid1579,drqid1032
ssrqid1579,drqid3537
ssrqid1580,drqid2256
ssrqid1580,drqid3637
ssrqid1581,drqid3390
ssrqid1582,drqid1448
ssrqid1583,drqid2691
ssrqid1584,drqid921
ssrqid1585,drqid3982
ssrqid1585,drqid701
ssrqid1586,drqid2365
ssrqid1587,drqid225
ssrqid1587,drqid3937
ssrqid1588,drqid965
ssrqid1589,drqid25
ssrqid1590,drqid1859
ssrqid1590,drqid2061
ssrqid1591,drqid746
ssrqid1592,drqid3220
ssrqid1593,drqid2258
ssrqid1594,drqid1123
ssrqid1595,drqid3175
ssrqid1595,drqid419
ssrqid1595,drqid942
ssrqid1596,drqid3362
ssrqid1597,drqid3097
ssrqid1597,drqid48
ssrqid1598,drqid2873
ssrqid1599,drqid1045
ssrqid1599,drqid561
ssrqid1600,drqid1526
ssrqid1600,drqid301
ssrqid1601,drqid1706
ssrqid1602,drqid111
ssrqid1602,drqid3334
ssrqid1603,drqid1438
ssrqid1603,drqid439
ssrqid1603,drqid440
ssrqid1604,drqid1584
ssrqid1604,drqid3976
ssrqid1605,drqid3210
ssrqid1606,drqid231
ssrqid1606,drqid34
ssrqid1607,drqid9
ssrqid1608,drqid2159
ssrqid1609,drqid3028
ssrqid1610,drqid3632
ssrqid1611,drqid2175
ssrqid1611,drqid2416
ssrqid1612,drqid1321
ssrqid1613,drqid1883
ssrqid1613,drqid2837
ssrqid1614,drqid2863
ssrqid1614,drqid3011
ssrqid1615,drqid2183
ssrqid1616,drqid2539
ssrqid1616,drqid957
ssrqid1617,drqid1375
ssrqid1617,drqid2006
ssrqid1618,drqid1449
ssrqid1619,drqid1762
ssrqid1619,drqid1938
ssrqid1620,drqid2831
ssrqid1620,drqid3974
ssrqid1620,drqid700
ssrqid1621,drqid416
ssrqid1621,drqid841
ssrqid1622,drqid1409
ssrqid1622,drqid2555
ssrqid1623,drqid1634
ssrqid1624,drqid1204
ssrqid1624,drqid1809
ssrqid1625,drqid1745
ssrqid1625,drqid2885
ssrqid1626,drqid2093
ssrqid1627,drqid1197
ssrqid1627,drqid1762
ssrqid1628,drqid3768
ssrqid1629,drqid696
ssrqid1630,drqid2748
ssrqid1630,drqid3720
ssrqid1631,drqid3041
ssrqid1631,drqid3723
ssrqid1632,drqid3641
ssrqid1633,drqid2593
ssrqid1633,drqid3403
ssrqid1634,drqid1026
ssrqid1634,drqid862
ssrqid1635,drqid3104
ssrqid1636,drqid1062
ssrqid1636,drqid2986
ssrqid1637,drqid2574
ssrqid1638,drqid2114
ssrqid1638,drqid2263
ssrqid1638,drqid3514
ssrqid1639,drqid1189
ssrqid1639,drqid1907
ssrqid1640,drqid2515
ssrqid1640,drqid3883
ssrqid1641,drqid2236
ssrqid1641,drqid3248
ssrqid1642,drqid1215
ssrqid1642,drqid2042
ssrqid1643,drqid3495
ssrqid1643,drqid3810
ssrqid1644,drqid1753
ssrqid1644,drqid2650
ssrqid1645,drqid3068
ssrqid1645,drqid3675
ssrqid1646,drqid1297
ssrqid1646,drqid2168
ssrqid1647,drqid1582
ssrqid1647,drqid1758
ssrqid1648,drqid1642
ssrqid1648,drqid967
ssrqid1649,drqid2009
ssrqid1649,drqid2463
ssrqid1650,drqid3001
ssrqid1650,drqid3937
ssrqid1651,drqid3702
ssrqid1652,drqid187
ssrqid1652,drqid2550
ssrqid1652,drqid359
ssrqid1653,drqid1824
ssrqid1653,drqid3150
ssrqid1654,drqid1163
ssrqid1654,drqid3503
ssrqid1655,drqid1994
ssrqid1656,drqid2280
ssrqid1656,drqid2597
ssrqid1657,drqid2353
ssrqid1657,drqid3658
ssrqid1658,drqid1223
ssrqid1659,drqid3097
ssrqid1660,drqid594
ssrqid1661,drqid1372
ssrqid1661,drqid2400
ssrqid1662,drqid2571
ssrqid1663,drqid2602
ssrqid1664,drqid1460
ssrqid1664,drqid3549
ssrqid1665,drqid363
ssrqid1666,drqid2133
ssrqid1666,drqid682
ssrqid1667,drqid1652
ssrqid1667,drqid3861
ssrqid1668,drqid3373
ssrqid1669,drqid1619
ssrqid1670,drqid1325
ssrqid1671,drqid269
ssrqid1671,drqid631
ssrqid1672,drqid1078
ssrqid1672,drqid1215
ssrqid1673,drqid3745
ssrqid1673,drqid3827
ssrqid1674,drqid2184
ssrqid1674,drqid3087
ssrqid1675,drqid1463
ssrqid1676,drqid3872
ssrqid1677,drqid1125
ssrqid1677,drqid1755
ssrqid1678,drqid1369
ssrqid1679,drqid971
ssrqid1680,drqid2946
ssrqid1680,drqid3111
ssrqid1681,drqid1877
ssrqid1682,drqid3726
ssrqid1683,drqid3447
ssrqid1684,drqid93
ssrqid1685,drqid3528
ssrqid1686,drqid378
ssrqid1687,drqid1746
ssrqid1688,drqid1510
ssrqid1688,drqid3378
ssrqid1689,drqid2003
ssrqid1689,drqid3414
ssrqid1690,drqid3717
ssrqid1690,drqid3968
ssrqid1691,drqid1644
ssrqid1692,drqid2016
ssrqid1692,drqid3952
ssrqid1693,drqid2897
ssrqid1693,drqid3633
ssrqid1694,drqid1232
ssrqid1694,drqid825
ssrqid1695,drqid2204
ssrqid1696,drqid219
ssrqid1696,drqid2243
ssrqid1697,drqid1196
ssrqid1697,drqid722
ssrqid1698,drqid364
ssrqid1699,drqid2478
ssrqid1699,drqid2858
ssrqid1700,drqid1987
ssrqid1700,drqid3149
ssrqid1701,drqid2118
ssrqid1701,drqid57
ssrqid1702,drqid2976
ssrqid1702,drqid422
ssrqid1703,drqid2093
ssrqid1703,drqid3809
ssrqid1704,drqid232
ssrqid1704,drqid679
ssrqid1705,drqid901
ssrqid1706,drqid3628
ssrqid1707,drqid1620
ssrqid1708,drqid3531
ssrqid1708,drqid686
ssrqid1709,drqid223
ssrqid1710,drqid1543
ssrqid1710,drqid1909
ssrqid1710,drqid3609
ssrqid1711,drqid1605
ssrqid1711,drqid2791
ssrqid1712,drqid3440
ssrqid1712,drqid516
ssrqid1713,drqid1502
ssrqid1713,drqid30
ssrqid1714,drqid2690
ssrqid1714,drqid3849
ssrqid1715,drqid1962
ssrqid1716,drqid1760
ssrqid1716,drqid796
ssrqid1717,drqid1060
ssrqid1717,drqid1900
ssrqid1718,drqid2565
ssrqid1718,drqid3798
ssrqid1719,drqid946
ssrqid1720,drqid1327
ssrqid1721,drqid1769
ssrqid1721,drqid2107
ssrqid1722,drqid2475
ssrqid1723,drqid979
ssrqid1724,drqid3810
ssrqid1725,drqid1219
ssrqid1725,drqid281
ssrqid1725,drqid417
ssrqid1726,drqid3883
ssrqid1726,drqid551
ssrqid1727,drqid1422
ssrqid1727,drqid2160
ssrqid1728,drqid1019
ssrqid1728,drqid2988
ssrqid1729,drqid3258
ssrqid1730,drqid1140
ssrqid1730,drqid2166
ssrqid1731,drqid1069
ssrqid1731,drqid1553
ssrqid1731,drqid2255
ssrqid1732,drqid1812
ssrqid1732,drqid983
ssrqid1733,drqid3622
ssrqid1733,drqid3988
ssrqid1734,drqid1544
ssrqid1734,drqid3816
ssrqid1735,drqid3355
ssrqid1736,drqid1024
ssrqid1736,drqid2549
ssrqid1737,drqid1377
ssrqid1737,drqid3599
ssrqid1738,drqid2847
ssrqid1738,drqid886
ssrqid1739,drqid2829
ssrqid1740,drqid1205
ssrqid1740,drqid1528
ssrqid1740,drqid2420
ssrqid1741,drqid1990
ssrqid1741,drqid2014
ssrqid1742,drqid1741
ssrqid1742,drqid1782
ssrqid1742,drqid2716
ssrqid1743,drqid1056
ssrqid1744,drqid3025
ssrqid1744,drqid372
ssrqid1745,drqid3894
ssrqid1746,drqid1386
ssrqid1746,drqid1959
ssrqid1747,drqid780
ssrqid1747,drqid846
ssrqid1748,drqid1448
ssrqid1748,drqid2324
ssrqid1749,drqid2927
ssrqid1750,drqid2563
ssrqid1751,drqid1047
ssrqid1752,drqid1428
ssrqid1752,drqid2580
ssrqid1753,drqid241
ssrqid1754,drqid2578
ssrqid1755,drqid231
ssrqid1756,drqid2080
ssrqid1756,drqid2132
ssrqid1756,drqid3301
ssrqid1757,drqid182
ssrqid1757,drqid997
ssrqid1758,drqid3503
ssrqid1759,drqid2832
ssrqid1760,drqid2088
ssrqid1761,drqid1782
ssrqid1762,drqid1971
ssrqid1763,drqid2131
ssrqid1764,drqid3845
ssrqid1765,drqid1216
ssrqid1766,drqid980
ssrqid1767,drqid2213
ssrqid1767,drqid284
ssrqid1767,drqid572
ssrqid1768,drqid1295
ssrqid1768,drqid3126
ssrqid1769,drqid1014
ssrqid1769,drqid541
ssrqid1770,drqid1604
ssrqid1770,drqid2490
ssrqid1770,drqid449
ssrqid1771,drqid606
ssrqid1772,drqid1763
ssrqid1772,drqid3501
ssrqid1773,drqid396
ssrqid1773,drqid705
ssrqid1774,drqid2269
ssrqid1774,drqid2479
ssrqid1775,drqid792
ssrqid1776,drqid423
ssrqid1776,drqid653
ssrqid1777,drqid2516
ssrqid1778,drqid2734
ssrqid1778,drqid3507
ssrqid1779,drqid3994
ssrqid1779,drqid794
ssrqid1780,drqid2968
ssrqid1780,drqid3768
ssrqid1781,drqid2186
ssrqid1781,drqid747
ssrqid1782,drqid3426
ssrqid1783,drqid433
ssrqid1784,drqid164
ssrqid1784,drqid2281
ssrqid1785,drqid1210
ssrqid1786,drqid3272
ssrqid1786,drqid348
ssrqid1786,drqid3843
ssrqid1787,drqid1709
ssrqid1787,drqid2490
ssrqid1788,drqid3774
ssrqid1789,drqid2247
ssrqid1789,drqid692
ssrqid1790,drqid294
ssrqid1791,drqid2569
ssrqid1792,drqid2862
ssrqid1793,drqid3366
ssrqid1794,drqid1742
ssrqid1795,drqid1631
ssrqid1795,drqid2647
ssrqid1796,drqid1753
ssrqid1797,drqid3235
ssrqid1797,drqid3973
ssrqid1797,drqid517
ssrqid1798,drqid2096
ssrqid1798,drqid776
ssrqid1799,drqid2054
ssrqid1799,drqid2837
ssrqid1800,drqid2999
ssrqid1800,drqid3858
ssrqid1800,drqid909
ssrqid1801,drqid2234
ssrqid1801,drqid3156
ssrqid1802,drqid1497
ssrqid1802,drqid769
ssrqid1803,drqid2583
ssrqid1803,drqid3112
ssrqid1803,drqid3525
ssrqid1804,drqid295
ssrqid1804,drqid3053
ssrqid1805,drqid2469
ssrqid1805,drqid3299
ssrqid1805,drqid3614
ssrqid1806,drqid3474
ssrqid1806,drqid446
ssrqid1807,drqid3459
ssrqid1808,drqid1814
ssrqid1808,drqid752
ssrqid1809,drqid3427
ssrqid1809,drqid795
ssrqid1810,drqid1515
ssrqid1811,drqid276
ssrqid1811,drqid660
ssrqid1812,drqid1441
ssrqid1812,drqid3245
ssrqid1813,drqid1492
ssrqid1813,drqid2621
ssrqid1814,drqid1228
ssrqid1814,drqid1314
ssrqid1815,drqid1157
ssrqid1815,drqid212
ssrqid1816,drqid1445
ssrqid1816,drqid3730
ssrqid1817,drqid2594
ssrqid1817,drqid3727
ssrqid1818,drqid489
ssrqid1819,drqid1621
ssrqid1819,drqid2591
ssrqid1820,drqid198
ssrqid1820,drqid2004
ssrqid1821,drqid2496
ssrqid1821,drqid995
ssrqid1822,drqid2667
ssrqid1822,drqid3654
ssrqid1823,drqid1605
ssrqid1823,drqid2800
ssrqid1823,drqid293
ssrqid1824,drqid1929
ssrqid1825,drqid3136
ssrqid1825,drqid3543
ssrqid1826,drqid2831
ssrqid1826,drqid2836
ssrqid1826,drqid3925
ssrqid1827,drqid606
ssrqid1827,drqid686
ssrqid1828,drqid2200
ssrqid1828,drqid269
ssrqid1829,drqid3137
ssrqid1829,drqid3718
ssrqid1830,drqid2069
ssrqid1830,drqid2945
ssrqid1831,drqid1456
ssrqid1831,drqid1516
ssrqid1831,drqid42
ssrqid1832,drqid3808
ssrqid1833,drqid1098
ssrqid1833,drqid2505
ssrqid1833,drqid2669
ssrqid1834,drqid2103
ssrqid1834,drqid3739
ssrqid1835,drqid436
ssrqid1836,drqid1865
ssrqid1837,drqid335
ssrqid1838,drqid2211
ssrqid1838,drqid2848
ssrqid1839,drqid1078
ssrqid1839,drqid2076
ssrqid1839,drqid331
ssrqid1840,drqid1403
ssrqid1840,drqid171
ssrqid1841,drqid3766
ssrqid1842,drqid1029
ssrqid1842,drqid944
ssrqid1843,drqid2490
ssrqid1844,drqid1312
ssrqid1845,drqid209
ssrqid1846,drqid1425
ssrqid1847,drqid313
ssrqid1847,drqid667
ssrqid1848,drqid240
ssrqid1849,drqid2765
ssrqid1849,drqid3079
ssrqid1850,drqid2114
ssrqid1850,drqid745
ssrqid1851,drqid1281
ssrqid1851,drqid1820
ssrqid1851,drqid353
ssrqid1852,drqid3199
ssrqid1852,drqid3739
ssrqid1853,drqid3402
ssrqid1854,drqid1399
ssrqid1855,drqid16
ssrqid1855,drqid882
ssrqid1856,drqid830
ssrqid1857,drqid2456
ssrqid1857,drqid3267
ssrqid1857,drqid3664
ssrqid1858,drqid1309
