"DRQID","BGRID"
"drqid2167","bgrid9668"
"drqid2167","bgrid3968"
"drqid2167","bgrid6504"
"drqid2168","bgrid549"
"drqid2168","bgrid1114"
"drqid2168","bgrid4851"
"drqid2168","bgrid7158"
"drqid2168","bgrid9032"
"drqid2168","bgrid12068"
"drqid2168","bgrid9116"
"drqid2168","bgrid9713"
"drqid2168","bgrid9746"
"drqid2168","bgrid12610"
"drqid2168","bgrid2503"
"drqid2169","bgrid5354"
"drqid2169","bgrid26"
"drqid2169","bgrid2304"
"drqid2169","bgrid2612"
"drqid2169","bgrid7584"
"drqid2170","bgrid482"
"drqid2170","bgrid7508"
"drqid2170","bgrid11030"
"drqid2170","bgrid6062"
"drqid2170","bgrid2081"
"drqid2170","bgrid7730"
"drqid2170","bgrid10420"
"drqid2171","bgrid11513"
"drqid2171","bgrid11601"
"drqid2171","bgrid11674"
"drqid2171","bgrid12106"
"drqid2171","bgrid1885"
"drqid2171","bgrid1668"
"drqid2171","bgrid5940"
"drqid2172","bgrid2396"
"drqid2172","bgrid9395"
"drqid2173","bgrid2963"
"drqid2173","bgrid11430"
"drqid2174","bgrid3935"
"drqid2174","bgrid11978"
"drqid2174","bgrid4694"
"drqid2174","bgrid8798"
"drqid2174","bgrid12838"
"drqid2174","bgrid2570"
"drqid2174","bgrid9195"
"drqid2175","bgrid3837"
"drqid2175","bgrid2668"
"drqid2175","bgrid1809"
"drqid2175","bgrid8725"
"drqid2175","bgrid2474"
"drqid2175","bgrid2663"
"drqid2176","bgrid3794"
"drqid2177","bgrid927"
"drqid2177","bgrid5934"
"drqid2177","bgrid4906"
"drqid2177","bgrid7319"
"drqid2177","bgrid9491"
"drqid2177","bgrid12039"
"drqid2178","bgrid11489"
"drqid2178","bgrid12218"
"drqid2178","bgrid9171"
"drqid2178","bgrid12650"
"drqid2178","bgrid6450"
"drqid2178","bgrid7627"
"drqid2178","bgrid4255"
"drqid2178","bgrid5175"
"drqid2179","bgrid6720"
"drqid2179","bgrid7463"
"drqid2179","bgrid8447"
"drqid2179","bgrid1964"
"drqid2179","bgrid10499"
"drqid2179","bgrid4109"
"drqid2179","bgrid11369"
"drqid2179","bgrid2847"
"drqid2179","bgrid6489"
"drqid2179","bgrid7877"
"drqid2179","bgrid8341"
"drqid2180","bgrid2647"
"drqid2180","bgrid5595"
"drqid2180","bgrid6753"
"drqid2180","bgrid5792"
"drqid2180","bgrid9526"
"drqid2180","bgrid10931"
"drqid2180","bgrid3695"
"drqid2180","bgrid61"
"drqid2180","bgrid3958"
"drqid2180","bgrid7549"
"drqid2181","bgrid8007"
"drqid2182","bgrid7303"
"drqid2182","bgrid10611"
"drqid2182","bgrid12059"
"drqid2182","bgrid5734"
"drqid2182","bgrid6970"
"drqid2182","bgrid4853"
"drqid2182","bgrid7675"
"drqid2182","bgrid9474"
"drqid2182","bgrid10786"
"drqid2183","bgrid4836"
"drqid2183","bgrid8867"
"drqid2183","bgrid1071"
"drqid2183","bgrid1347"
"drqid2183","bgrid5311"
"drqid2183","bgrid9521"
"drqid2183","bgrid8309"
"drqid2183","bgrid8677"
"drqid2183","bgrid4479"
"drqid2183","bgrid4680"
"drqid2183","bgrid9174"
"drqid2185","bgrid6976"
"drqid2185","bgrid9965"
"drqid2185","bgrid10399"
"drqid2185","bgrid401"
"drqid2185","bgrid4654"
"drqid2185","bgrid6412"
"drqid2185","bgrid2888"
"drqid2185","bgrid3185"
"drqid2185","bgrid12208"
"drqid2185","bgrid5541"
"drqid2185","bgrid11361"
"drqid2185","bgrid12847"
"drqid2187","bgrid6400"
"drqid2187","bgrid6580"
"drqid2187","bgrid6769"
"drqid2187","bgrid9208"
"drqid2187","bgrid1251"
"drqid2187","bgrid4617"
"drqid2187","bgrid6508"
"drqid2187","bgrid10420"
"drqid2188","bgrid12239"
"drqid2188","bgrid5367"
"drqid2188","bgrid5435"
"drqid2188","bgrid9568"
"drqid2188","bgrid10062"
"drqid2188","bgrid2740"
"drqid2188","bgrid4144"
"drqid2188","bgrid1649"
"drqid2188","bgrid5859"
"drqid2188","bgrid9208"
"drqid2190","bgrid639"
"drqid2190","bgrid3939"
"drqid2190","bgrid5933"
"drqid2190","bgrid7785"
"drqid2190","bgrid11079"
"drqid2191","bgrid6529"
"drqid2191","bgrid6934"
"drqid2191","bgrid10465"
"drqid2191","bgrid1276"
"drqid2191","bgrid2051"
"drqid2191","bgrid3276"
"drqid2191","bgrid8103"
"drqid2191","bgrid2648"
"drqid2191","bgrid8116"
"drqid2192","bgrid2036"
"drqid2192","bgrid4637"
"drqid2192","bgrid9383"
"drqid2192","bgrid11620"
"drqid2193","bgrid8349"
"drqid2193","bgrid9738"
"drqid2193","bgrid10461"
"drqid2195","bgrid11330"
"drqid2195","bgrid1892"
"drqid2196","bgrid4765"
"drqid2196","bgrid11559"
"drqid2196","bgrid202"
"drqid2196","bgrid6218"
"drqid2197","bgrid6249"
"drqid2197","bgrid7374"
"drqid2197","bgrid1369"
"drqid2197","bgrid1868"
"drqid2197","bgrid2258"
"drqid2197","bgrid7678"
"drqid2197","bgrid12124"
"drqid2197","bgrid2873"
"drqid2197","bgrid12988"
"drqid2197","bgrid1514"
"drqid2197","bgrid11045"
"drqid2197","bgrid12369"
"drqid2198","bgrid1547"
"drqid2198","bgrid2376"
"drqid2198","bgrid6386"
"drqid2198","bgrid10052"
"drqid2198","bgrid9871"
"drqid2198","bgrid10879"
"drqid2199","bgrid874"
"drqid2199","bgrid1151"
"drqid2199","bgrid762"
"drqid2199","bgrid10884"
"drqid2199","bgrid11812"
"drqid2199","bgrid5470"
"drqid2199","bgrid6411"
"drqid2199","bgrid10254"
"drqid2199","bgrid11630"
"drqid2200","bgrid2018"
"drqid2200","bgrid2459"
"drqid2200","bgrid10803"
"drqid2201","bgrid1323"
"drqid2201","bgrid4218"
"drqid2201","bgrid10019"
"drqid2201","bgrid12080"
"drqid2201","bgrid8324"
"drqid2201","bgrid11424"
"drqid2202","bgrid2680"
"drqid2202","bgrid6587"
"drqid2202","bgrid9424"
"drqid2203","bgrid200"
"drqid2203","bgrid3558"
"drqid2203","bgrid3863"
"drqid2203","bgrid5988"
"drqid2203","bgrid1926"
"drqid2203","bgrid2739"
"drqid2203","bgrid7222"
"drqid2203","bgrid1845"
"drqid2203","bgrid3064"
"drqid2203","bgrid1429"
"drqid2203","bgrid5155"
"drqid2203","bgrid10095"
"drqid2203","bgrid2262"
"drqid2203","bgrid8422"
"drqid2203","bgrid8747"
"drqid2203","bgrid9783"
"drqid2203","bgrid2302"
"drqid2203","bgrid11872"
"drqid2203","bgrid1636"
"drqid2203","bgrid5613"
"drqid2203","bgrid1167"
"drqid2203","bgrid5305"
"drqid2203","bgrid3146"
"drqid2203","bgrid6311"
"drqid2203","bgrid5941"
"drqid2203","bgrid3378"
"drqid2203","bgrid4828"
"drqid2203","bgrid5133"
"drqid2203","bgrid6287"
"drqid2203","bgrid7646"
"drqid2203","bgrid9361"
"drqid2203","bgrid9410"
"drqid2203","bgrid10242"
"drqid2204","bgrid962"
"drqid2204","bgrid8184"
"drqid2204","bgrid8673"
"drqid2204","bgrid9518"
"drqid2205","bgrid6553"
"drqid2205","bgrid2829"
"drqid2205","bgrid3522"
"drqid2205","bgrid4573"
"drqid2205","bgrid5741"
"drqid2205","bgrid12884"
"drqid2205","bgrid2474"
"drqid2205","bgrid2663"
"drqid2205","bgrid4611"
"drqid2205","bgrid10098"
"drqid2205","bgrid10668"
"drqid2205","bgrid11201"
"drqid2205","bgrid2929"
"drqid2205","bgrid5978"
"drqid2205","bgrid9524"
"drqid2205","bgrid11799"
"drqid2206","bgrid5325"
"drqid2206","bgrid6237"
"drqid2206","bgrid10657"
"drqid2206","bgrid10712"
"drqid2206","bgrid12526"
"drqid2206","bgrid2158"
"drqid2206","bgrid7008"
"drqid2206","bgrid9001"
"drqid2206","bgrid9838"
"drqid2206","bgrid556"
"drqid2206","bgrid6398"
"drqid2206","bgrid6565"
"drqid2206","bgrid12195"
"drqid2206","bgrid1"
"drqid2206","bgrid613"
"drqid2206","bgrid819"
"drqid2206","bgrid12875"
"drqid2206","bgrid2655"
"drqid2206","bgrid7210"
"drqid2206","bgrid1245"
"drqid2206","bgrid1845"
"drqid2206","bgrid4144"
"drqid2206","bgrid8839"
"drqid2206","bgrid9371"
"drqid2206","bgrid9874"
"drqid2206","bgrid10038"
"drqid2206","bgrid12185"
"drqid2206","bgrid2151"
"drqid2206","bgrid5952"
"drqid2206","bgrid6723"
"drqid2206","bgrid11681"
"drqid2206","bgrid833"
"drqid2206","bgrid11906"
"drqid2206","bgrid3864"
"drqid2206","bgrid1717"
"drqid2206","bgrid2304"
"drqid2206","bgrid8872"
"drqid2206","bgrid10905"
"drqid2206","bgrid327"
"drqid2207","bgrid3775"
"drqid2207","bgrid7054"
"drqid2207","bgrid9773"
"drqid2207","bgrid3536"
"drqid2207","bgrid7284"
"drqid2207","bgrid8109"
"drqid2207","bgrid10502"
"drqid2207","bgrid5168"
"drqid2207","bgrid9151"
"drqid2208","bgrid10210"
"drqid2208","bgrid5520"
"drqid2208","bgrid3698"
"drqid2208","bgrid7974"
"drqid2209","bgrid12217"
"drqid2209","bgrid4409"
"drqid2209","bgrid9272"
"drqid2209","bgrid11733"
"drqid2209","bgrid12013"
"drqid2210","bgrid1856"
"drqid2210","bgrid3910"
"drqid2210","bgrid7486"
"drqid2210","bgrid1857"
"drqid2210","bgrid5785"
"drqid2210","bgrid9841"
"drqid2210","bgrid10682"
"drqid2210","bgrid9283"
"drqid2210","bgrid9309"
"drqid2210","bgrid3176"
"drqid2210","bgrid11163"
"drqid2211","bgrid3823"
"drqid2211","bgrid8781"
"drqid2211","bgrid5347"
"drqid2211","bgrid8259"
"drqid2211","bgrid10403"
"drqid2212","bgrid371"
"drqid2212","bgrid2437"
"drqid2212","bgrid3958"
"drqid2212","bgrid4161"
"drqid2212","bgrid5580"
"drqid2212","bgrid6618"
"drqid2212","bgrid9189"
"drqid2212","bgrid11217"
"drqid2212","bgrid11416"
"drqid2212","bgrid8276"
"drqid2213","bgrid4644"
"drqid2213","bgrid4329"
"drqid2213","bgrid6192"
"drqid2214","bgrid11660"
"drqid2214","bgrid6662"
"drqid2215","bgrid2652"
"drqid2215","bgrid6506"
"drqid2215","bgrid8597"
"drqid2215","bgrid10193"
"drqid2215","bgrid5728"
"drqid2215","bgrid8830"
"drqid2215","bgrid10902"
"drqid2215","bgrid12360"
"drqid2215","bgrid7437"
"drqid2215","bgrid474"
"drqid2215","bgrid5768"
"drqid2215","bgrid12883"
"drqid2216","bgrid408"
"drqid2216","bgrid224"
"drqid2216","bgrid633"
"drqid2216","bgrid6043"
"drqid2216","bgrid9483"
"drqid2216","bgrid11990"
"drqid2216","bgrid12643"
"drqid2216","bgrid7948"
"drqid2216","bgrid10072"
"drqid2216","bgrid2576"
"drqid2216","bgrid9242"
"drqid2216","bgrid3545"
"drqid2216","bgrid6765"
"drqid2216","bgrid5006"
"drqid2216","bgrid6034"
"drqid2216","bgrid9745"
"drqid2216","bgrid10486"
"drqid2216","bgrid2066"
"drqid2216","bgrid2346"
"drqid2216","bgrid6873"
"drqid2216","bgrid8114"
"drqid2216","bgrid5304"
"drqid2216","bgrid7269"
"drqid2216","bgrid3621"
"drqid2216","bgrid7165"
"drqid2216","bgrid12992"
"drqid2216","bgrid664"
"drqid2216","bgrid766"
"drqid2216","bgrid1028"
"drqid2216","bgrid7564"
"drqid2216","bgrid10580"
"drqid2216","bgrid10726"
"drqid2216","bgrid6666"
"drqid2216","bgrid2375"
"drqid2216","bgrid4829"
"drqid2216","bgrid9940"
"drqid2216","bgrid10607"
"drqid2217","bgrid3790"
"drqid2217","bgrid8726"
"drqid2217","bgrid1205"
"drqid2217","bgrid9626"
"drqid2217","bgrid3072"
"drqid2217","bgrid5108"
"drqid2218","bgrid4642"
"drqid2218","bgrid2910"
"drqid2218","bgrid7425"
"drqid2218","bgrid12245"
"drqid2218","bgrid6179"
"drqid2218","bgrid10845"
"drqid2218","bgrid3257"
"drqid2218","bgrid9500"
"drqid2218","bgrid3265"
"drqid2218","bgrid4509"
"drqid2218","bgrid5353"
"drqid2218","bgrid6350"
"drqid2218","bgrid6505"
"drqid2218","bgrid8254"
"drqid2218","bgrid9089"
"drqid2218","bgrid9687"
"drqid2219","bgrid1208"
"drqid2219","bgrid6054"
"drqid2219","bgrid9864"
"drqid2219","bgrid2901"
"drqid2220","bgrid388"
"drqid2220","bgrid12602"
"drqid2220","bgrid3795"
"drqid2220","bgrid7628"
"drqid2220","bgrid1664"
"drqid2220","bgrid2946"
"drqid2220","bgrid6176"
"drqid2220","bgrid6358"
"drqid2220","bgrid9430"
"drqid2221","bgrid1822"
"drqid2222","bgrid12424"
"drqid2223","bgrid1216"
"drqid2223","bgrid3431"
"drqid2223","bgrid5408"
"drqid2223","bgrid7312"
"drqid2223","bgrid9087"
"drqid2223","bgrid1649"
"drqid2223","bgrid5058"
"drqid2223","bgrid5261"
"drqid2224","bgrid1739"
"drqid2224","bgrid6679"
"drqid2224","bgrid9829"
"drqid2225","bgrid2802"
"drqid2225","bgrid7422"
"drqid2226","bgrid9471"
"drqid2226","bgrid5312"
"drqid2226","bgrid6059"
"drqid2226","bgrid10345"
"drqid2227","bgrid4531"
"drqid2227","bgrid970"
"drqid2227","bgrid9611"
"drqid2227","bgrid12044"
"drqid2228","bgrid257"
"drqid2228","bgrid5788"
"drqid2229","bgrid1542"
"drqid2229","bgrid1181"
"drqid2229","bgrid2435"
"drqid2229","bgrid5300"
"drqid2229","bgrid750"
"drqid2229","bgrid10716"
"drqid2230","bgrid4321"
"drqid2230","bgrid9155"
"drqid2230","bgrid10357"
"drqid2230","bgrid11475"
"drqid2230","bgrid3257"
"drqid2230","bgrid9500"
"drqid2230","bgrid218"
"drqid2230","bgrid374"
"drqid2230","bgrid1903"
"drqid2230","bgrid2277"
"drqid2230","bgrid6256"
"drqid2230","bgrid1661"
"drqid2230","bgrid5816"
"drqid2230","bgrid8162"
"drqid2230","bgrid12794"
"drqid2230","bgrid2696"
"drqid2230","bgrid4093"
"drqid2231","bgrid790"
"drqid2232","bgrid4794"
"drqid2232","bgrid8169"
"drqid2232","bgrid3903"
"drqid2232","bgrid8444"
"drqid2232","bgrid11525"
"drqid2232","bgrid513"
"drqid2232","bgrid2548"
"drqid2232","bgrid5407"
"drqid2232","bgrid3546"
"drqid2232","bgrid4099"
"drqid2232","bgrid4477"
"drqid2232","bgrid6053"
"drqid2232","bgrid10504"
"drqid2233","bgrid5017"
"drqid2233","bgrid9350"
"drqid2233","bgrid11563"
"drqid2234","bgrid2259"
"drqid2234","bgrid4958"
"drqid2234","bgrid9994"
"drqid2234","bgrid1569"
"drqid2234","bgrid8533"
"drqid2235","bgrid6817"
"drqid2235","bgrid7010"
"drqid2235","bgrid12472"
"drqid2236","bgrid816"
"drqid2236","bgrid8639"
"drqid2236","bgrid7320"
"drqid2237","bgrid5696"
"drqid2237","bgrid3795"
"drqid2237","bgrid7628"
"drqid2238","bgrid3197"
"drqid2238","bgrid7704"
"drqid2238","bgrid9209"
"drqid2238","bgrid3880"
"drqid2238","bgrid4310"
"drqid2238","bgrid4503"
"drqid2238","bgrid5323"
"drqid2238","bgrid7440"
"drqid2238","bgrid11513"
"drqid2238","bgrid11601"
"drqid2238","bgrid11674"
"drqid2238","bgrid12106"
"drqid2238","bgrid2511"
"drqid2238","bgrid7101"
"drqid2238","bgrid9111"
"drqid2238","bgrid9157"
"drqid2238","bgrid10290"
"drqid2238","bgrid2410"
"drqid2238","bgrid3072"
"drqid2238","bgrid5108"
"drqid2240","bgrid1355"
"drqid2240","bgrid2564"
"drqid2241","bgrid1910"
"drqid2241","bgrid12584"
"drqid2241","bgrid1612"
"drqid2241","bgrid4910"
"drqid2241","bgrid5415"
"drqid2241","bgrid8559"
"drqid2241","bgrid12659"
"drqid2242","bgrid6859"
"drqid2242","bgrid11143"
"drqid2242","bgrid11955"
"drqid2242","bgrid731"
"drqid2242","bgrid5820"
"drqid2242","bgrid10850"
"drqid2242","bgrid2690"
"drqid2242","bgrid3193"
"drqid2242","bgrid5064"
"drqid2242","bgrid9548"
"drqid2242","bgrid188"
"drqid2242","bgrid801"
"drqid2242","bgrid2834"
"drqid2242","bgrid10090"
"drqid2242","bgrid10777"
"drqid2242","bgrid11688"
"drqid2242","bgrid415"
"drqid2242","bgrid1231"
"drqid2242","bgrid8059"
"drqid2242","bgrid7555"
"drqid2242","bgrid3225"
"drqid2242","bgrid2868"
"drqid2242","bgrid5923"
"drqid2242","bgrid10230"
"drqid2242","bgrid5188"
"drqid2242","bgrid5189"
"drqid2242","bgrid2759"
"drqid2242","bgrid2941"
"drqid2242","bgrid4627"
"drqid2242","bgrid9601"
"drqid2243","bgrid7378"
"drqid2243","bgrid7805"
"drqid2243","bgrid2391"
"drqid2243","bgrid8065"
"drqid2243","bgrid7231"
"drqid2243","bgrid7710"
"drqid2243","bgrid10342"
"drqid2244","bgrid3263"
"drqid2244","bgrid5380"
"drqid2245","bgrid7714"
"drqid2245","bgrid10281"
"drqid2245","bgrid10666"
"drqid2245","bgrid2262"
"drqid2245","bgrid8422"
"drqid2245","bgrid8747"
"drqid2245","bgrid9783"
"drqid2245","bgrid3840"
"drqid2245","bgrid4100"
"drqid2245","bgrid7525"
"drqid2245","bgrid5535"
"drqid2246","bgrid1976"
"drqid2246","bgrid7581"
"drqid2246","bgrid7832"
"drqid2246","bgrid2297"
"drqid2246","bgrid5059"
"drqid2247","bgrid750"
"drqid2247","bgrid10716"
"drqid2248","bgrid7729"
"drqid2248","bgrid8289"
"drqid2248","bgrid2241"
"drqid2248","bgrid1725"
"drqid2248","bgrid5034"
"drqid2248","bgrid6629"
"drqid2248","bgrid10105"
"drqid2248","bgrid6856"
"drqid2248","bgrid12791"
"drqid2248","bgrid8979"
"drqid2248","bgrid11110"
"drqid2248","bgrid11623"
"drqid2248","bgrid894"
"drqid2248","bgrid5819"
"drqid2248","bgrid3461"
"drqid2248","bgrid3102"
"drqid2248","bgrid11160"
"drqid2248","bgrid2657"
"drqid2248","bgrid4490"
"drqid2248","bgrid5826"
"drqid2248","bgrid9166"
"drqid2248","bgrid4580"
"drqid2248","bgrid8994"
"drqid2248","bgrid5157"
"drqid2248","bgrid9108"
"drqid2248","bgrid10551"
"drqid2248","bgrid5488"
"drqid2248","bgrid11423"
"drqid2248","bgrid12595"
"drqid2248","bgrid19"
"drqid2248","bgrid4334"
"drqid2248","bgrid9847"
"drqid2248","bgrid11291"
"drqid2248","bgrid502"
"drqid2248","bgrid2352"
"drqid2248","bgrid6583"
"drqid2248","bgrid9363"
"drqid2248","bgrid7538"
"drqid2248","bgrid12052"
"drqid2249","bgrid3483"
"drqid2249","bgrid8907"
"drqid2250","bgrid1964"
"drqid2250","bgrid2312"
"drqid2250","bgrid7288"
"drqid2251","bgrid8559"
"drqid2251","bgrid11747"
"drqid2252","bgrid4793"
"drqid2252","bgrid7040"
"drqid2252","bgrid9989"
"drqid2252","bgrid1616"
"drqid2253","bgrid2612"
"drqid2253","bgrid1306"
"drqid2253","bgrid9850"
"drqid2253","bgrid5131"
"drqid2253","bgrid10155"
"drqid2254","bgrid6467"
"drqid2254","bgrid6512"
"drqid2255","bgrid440"
"drqid2256","bgrid2297"
"drqid2256","bgrid5059"
"drqid2257","bgrid3868"
"drqid2257","bgrid7293"
"drqid2257","bgrid3469"
"drqid2257","bgrid4113"
"drqid2257","bgrid11592"
"drqid2257","bgrid6558"
"drqid2257","bgrid9580"
"drqid2258","bgrid1491"
"drqid2258","bgrid6195"
"drqid2258","bgrid11650"
"drqid2258","bgrid7337"
"drqid2258","bgrid3517"
"drqid2258","bgrid11327"
"drqid2259","bgrid7897"
"drqid2259","bgrid10136"
"drqid2259","bgrid4249"
"drqid2259","bgrid5218"
"drqid2259","bgrid9269"
"drqid2260","bgrid4611"
"drqid2260","bgrid10098"
"drqid2260","bgrid10668"
"drqid2260","bgrid11201"
"drqid2260","bgrid5929"
"drqid2261","bgrid2327"
"drqid2261","bgrid7364"
"drqid2261","bgrid5400"
"drqid2261","bgrid12656"
"drqid2261","bgrid5650"
"drqid2261","bgrid9429"
"drqid2261","bgrid12201"
"drqid2261","bgrid2639"
"drqid2261","bgrid8264"
"drqid2261","bgrid11831"
"drqid2261","bgrid3457"
"drqid2261","bgrid10739"
"drqid2261","bgrid10802"
"drqid2261","bgrid3246"
"drqid2261","bgrid576"
"drqid2261","bgrid497"
"drqid2261","bgrid983"
"drqid2261","bgrid4927"
"drqid2261","bgrid7849"
"drqid2261","bgrid9658"
"drqid2261","bgrid291"
"drqid2261","bgrid9421"
"drqid2261","bgrid9815"
"drqid2261","bgrid10497"
"drqid2261","bgrid7653"
"drqid2261","bgrid10072"
"drqid2261","bgrid523"
"drqid2261","bgrid2855"
"drqid2261","bgrid4694"
"drqid2261","bgrid8798"
"drqid2261","bgrid12838"
"drqid2261","bgrid907"
"drqid2261","bgrid3233"
"drqid2261","bgrid7052"
"drqid2261","bgrid275"
"drqid2261","bgrid3646"
"drqid2261","bgrid6474"
"drqid2261","bgrid11297"
"drqid2261","bgrid6222"
"drqid2261","bgrid7198"
"drqid2261","bgrid1579"
"drqid2261","bgrid12075"
"drqid2261","bgrid12246"
"drqid2261","bgrid3553"
"drqid2261","bgrid4671"
"drqid2261","bgrid9055"
"drqid2261","bgrid4384"
"drqid2261","bgrid10073"
"drqid2261","bgrid10467"
"drqid2262","bgrid7690"
"drqid2262","bgrid1844"
"drqid2262","bgrid4302"
"drqid2262","bgrid4822"
"drqid2262","bgrid6081"
"drqid2262","bgrid12855"
"drqid2262","bgrid4420"
"drqid2262","bgrid2502"
"drqid2262","bgrid9116"
"drqid2262","bgrid9222"
"drqid2262","bgrid12549"
"drqid2262","bgrid7511"
"drqid2262","bgrid2992"
"drqid2262","bgrid11662"
"drqid2262","bgrid8195"
"drqid2262","bgrid931"
"drqid2262","bgrid3813"
"drqid2262","bgrid5197"
"drqid2263","bgrid2145"
"drqid2263","bgrid5643"
"drqid2263","bgrid9190"
"drqid2263","bgrid12488"
"drqid2263","bgrid972"
"drqid2263","bgrid1855"
"drqid2263","bgrid2633"
"drqid2263","bgrid4768"
"drqid2263","bgrid7099"
"drqid2263","bgrid2208"
"drqid2263","bgrid6464"
"drqid2263","bgrid11090"
"drqid2263","bgrid1559"
"drqid2263","bgrid2615"
"drqid2263","bgrid7499"
"drqid2263","bgrid9822"
"drqid2263","bgrid916"
"drqid2263","bgrid2271"
"drqid2263","bgrid6586"
"drqid2263","bgrid9895"
"drqid2263","bgrid621"
"drqid2263","bgrid2231"
"drqid2263","bgrid3676"
"drqid2263","bgrid4898"
"drqid2263","bgrid5549"
"drqid2263","bgrid9918"
"drqid2263","bgrid291"
"drqid2263","bgrid1237"
"drqid2263","bgrid11364"
"drqid2263","bgrid619"
"drqid2263","bgrid1928"
"drqid2263","bgrid6673"
"drqid2263","bgrid6858"
"drqid2263","bgrid7176"
"drqid2263","bgrid11811"
"drqid2263","bgrid12677"
"drqid2263","bgrid3428"
"drqid2263","bgrid2443"
"drqid2263","bgrid989"
"drqid2263","bgrid6934"
"drqid2263","bgrid11369"
"drqid2263","bgrid11673"
"drqid2263","bgrid1080"
"drqid2263","bgrid6383"
"drqid2263","bgrid555"
"drqid2263","bgrid1132"
"drqid2263","bgrid2433"
"drqid2263","bgrid3500"
"drqid2263","bgrid1967"
"drqid2263","bgrid10433"
"drqid2263","bgrid12069"
"drqid2263","bgrid5284"
"drqid2263","bgrid1023"
"drqid2263","bgrid5849"
"drqid2263","bgrid9208"
"drqid2263","bgrid9407"
"drqid2263","bgrid12328"
"drqid2263","bgrid12755"
"drqid2264","bgrid2790"
"drqid2264","bgrid7883"
"drqid2264","bgrid9861"
"drqid2264","bgrid11056"
"drqid2265","bgrid1500"
"drqid2266","bgrid4652"
"drqid2266","bgrid8027"
"drqid2266","bgrid11564"
"drqid2266","bgrid8819"
"drqid2266","bgrid10504"
"drqid2266","bgrid2532"
"drqid2266","bgrid11918"
"drqid2267","bgrid8198"
"drqid2267","bgrid3153"
"drqid2267","bgrid785"
"drqid2267","bgrid11444"
"drqid2268","bgrid4116"
"drqid2268","bgrid4322"
"drqid2268","bgrid3541"
"drqid2268","bgrid3813"
"drqid2268","bgrid12603"
"drqid2268","bgrid861"
"drqid2268","bgrid7025"
"drqid2268","bgrid8959"
"drqid2269","bgrid8634"
"drqid2269","bgrid2109"
"drqid2269","bgrid3549"
"drqid2269","bgrid5216"
"drqid2269","bgrid8905"
"drqid2269","bgrid11913"
"drqid2269","bgrid499"
"drqid2269","bgrid782"
"drqid2269","bgrid203"
"drqid2269","bgrid6943"
"drqid2270","bgrid5566"
"drqid2270","bgrid7325"
"drqid2270","bgrid7402"
"drqid2270","bgrid7517"
"drqid2270","bgrid8865"
"drqid2270","bgrid817"
"drqid2270","bgrid5876"
"drqid2270","bgrid4140"
"drqid2270","bgrid7574"
"drqid2270","bgrid10841"
"drqid2271","bgrid1218"
"drqid2271","bgrid7272"
"drqid2271","bgrid8724"
"drqid2271","bgrid10140"
"drqid2271","bgrid10959"
"drqid2271","bgrid3908"
"drqid2271","bgrid8083"
"drqid2272","bgrid10286"
"drqid2272","bgrid785"
"drqid2272","bgrid11444"
"drqid2272","bgrid3240"
"drqid2272","bgrid3297"
"drqid2272","bgrid6064"
"drqid2272","bgrid11829"
"drqid2273","bgrid627"
"drqid2273","bgrid4059"
"drqid2273","bgrid6376"
"drqid2273","bgrid12461"
"drqid2274","bgrid5071"
"drqid2275","bgrid4959"
"drqid2275","bgrid1115"
"drqid2275","bgrid5206"
"drqid2275","bgrid6584"
"drqid2275","bgrid11473"
"drqid2276","bgrid9062"
"drqid2276","bgrid12177"
"drqid2276","bgrid354"
"drqid2276","bgrid5871"
"drqid2276","bgrid8929"
"drqid2276","bgrid9283"
"drqid2276","bgrid3680"
"drqid2276","bgrid10269"
"drqid2276","bgrid11571"
"drqid2276","bgrid3887"
"drqid2277","bgrid3684"
"drqid2277","bgrid8368"
"drqid2277","bgrid10369"
"drqid2277","bgrid12062"
"drqid2277","bgrid1972"
"drqid2277","bgrid7200"
"drqid2277","bgrid12777"
"drqid2277","bgrid2000"
"drqid2277","bgrid3427"
"drqid2277","bgrid11019"
"drqid2277","bgrid12050"
"drqid2277","bgrid980"
"drqid2277","bgrid6000"
"drqid2277","bgrid8729"
"drqid2278","bgrid2261"
"drqid2278","bgrid4199"
"drqid2278","bgrid564"
"drqid2278","bgrid3154"
"drqid2278","bgrid4353"
"drqid2278","bgrid11200"
"drqid2278","bgrid4914"
"drqid2279","bgrid5960"
"drqid2279","bgrid11611"
"drqid2280","bgrid422"
"drqid2280","bgrid737"
"drqid2280","bgrid11836"
"drqid2280","bgrid12007"
"drqid2280","bgrid12237"
"drqid2282","bgrid11782"
"drqid2282","bgrid174"
"drqid2282","bgrid4319"
"drqid2282","bgrid1670"
"drqid2283","bgrid2627"
"drqid2283","bgrid7789"
"drqid2283","bgrid8066"
"drqid2283","bgrid9735"
"drqid2283","bgrid12175"
"drqid2283","bgrid1706"
"drqid2285","bgrid4211"
"drqid2285","bgrid3691"
"drqid2285","bgrid6005"
"drqid2285","bgrid4512"
"drqid2285","bgrid5548"
"drqid2285","bgrid895"
"drqid2285","bgrid5"
"drqid2285","bgrid3635"
"drqid2285","bgrid5061"
"drqid2285","bgrid1320"
"drqid2285","bgrid12685"
"drqid2285","bgrid812"
"drqid2285","bgrid12136"
"drqid2285","bgrid2557"
"drqid2285","bgrid7697"
"drqid2285","bgrid6982"
"drqid2285","bgrid8428"
"drqid2285","bgrid6179"
"drqid2285","bgrid10845"
"drqid2285","bgrid1513"
