drqid,clsid
drqid1961,clsid11576
drqid1961,clsid2426
drqid1961,clsid3010
drqid1961,clsid8038
drqid1962,clsid5704
drqid1962,clsid9530
drqid1963,clsid10771
drqid1963,clsid1587
drqid1963,clsid1709
drqid1963,clsid2743
drqid1963,clsid3707
drqid1963,clsid3726
drqid1963,clsid4648
drqid1963,clsid4662
drqid1963,clsid5080
drqid1963,clsid5859
drqid1963,clsid7989
drqid1963,clsid8905
drqid1964,clsid10282
drqid1964,clsid12070
drqid1964,clsid4610
drqid1965,clsid11750
drqid1965,clsid8414
drqid1966,clsid4455
drqid1967,clsid10275
drqid1967,clsid10740
drqid1967,clsid12152
drqid1967,clsid12462
drqid1967,clsid12704
drqid1967,clsid308
drqid1967,clsid3181
drqid1967,clsid333
drqid1967,clsid3377
drqid1967,clsid3430
drqid1967,clsid3448
drqid1967,clsid3843
drqid1967,clsid4531
drqid1967,clsid4906
drqid1967,clsid5114
drqid1967,clsid5703
drqid1967,clsid572
drqid1967,clsid6682
drqid1967,clsid7217
drqid1967,clsid7462
drqid1967,clsid8040
drqid1967,clsid8226
drqid1967,clsid8884
drqid1967,clsid9067
drqid1967,clsid9294
drqid1967,clsid9431
drqid1967,clsid9482
drqid1967,clsid9594
drqid1967,clsid9720
drqid1968,clsid10786
drqid1968,clsid12938
drqid1968,clsid1660
drqid1968,clsid343
drqid1968,clsid5314
drqid1969,clsid11327
drqid1969,clsid2898
drqid1969,clsid3005
drqid1970,clsid11768
drqid1970,clsid1329
drqid1970,clsid6273
drqid1970,clsid6537
drqid1970,clsid9872
drqid1971,clsid11970
drqid1971,clsid1277
drqid1971,clsid4365
drqid1971,clsid5549
drqid1971,clsid6211
drqid1972,clsid10505
drqid1972,clsid287
drqid1972,clsid3060
drqid1973,clsid12079
drqid1973,clsid12746
drqid1973,clsid1370
drqid1974,clsid10729
drqid1974,clsid1489
drqid1974,clsid7918
drqid1975,clsid12396
drqid1976,clsid5723
drqid1976,clsid9331
drqid1977,clsid10074
drqid1977,clsid1061
drqid1977,clsid1500
drqid1977,clsid9990
drqid1978,clsid5748
drqid1979,clsid1241
drqid1979,clsid12468
drqid1979,clsid12978
drqid1979,clsid5057
drqid1979,clsid6285
drqid1979,clsid6513
drqid1979,clsid7544
drqid1979,clsid8502
drqid1979,clsid8815
drqid1979,clsid8871
drqid1979,clsid9555
drqid1979,clsid976
drqid1979,clsid9838
drqid1980,clsid5686
drqid1980,clsid7341
drqid1980,clsid9703
drqid1981,clsid11922
drqid1981,clsid9297
drqid1982,clsid6304
drqid1983,clsid10296
drqid1983,clsid10878
drqid1983,clsid8925
drqid1984,clsid12598
drqid1984,clsid7479
drqid1984,clsid8059
drqid1984,clsid8832
drqid1985,clsid1615
drqid1985,clsid2832
drqid1985,clsid2972
drqid1985,clsid5059
drqid1985,clsid5242
drqid1985,clsid5608
drqid1985,clsid6796
drqid1985,clsid8492
drqid1985,clsid9756
drqid1985,clsid9993
drqid1986,clsid2401
drqid1986,clsid3007
drqid1986,clsid4837
drqid1986,clsid5620
drqid1986,clsid6973
drqid1987,clsid11250
drqid1987,clsid11599
drqid1987,clsid4668
drqid1987,clsid6124
drqid1987,clsid7806
drqid1988,clsid6718
drqid1988,clsid7446
drqid1989,clsid10481
drqid1989,clsid3842
drqid1989,clsid4005
drqid1989,clsid9827
drqid1990,clsid12831
drqid1990,clsid1519
drqid1990,clsid7460
drqid1991,clsid10595
drqid1992,clsid10485
drqid1992,clsid11495
drqid1992,clsid5784
drqid1993,clsid10353
drqid1993,clsid4753
drqid1993,clsid6503
drqid1994,clsid10777
drqid1994,clsid292
drqid1994,clsid441
drqid1994,clsid8921
drqid1995,clsid11056
drqid1995,clsid3461
drqid1995,clsid5617
drqid1995,clsid8223
drqid1995,clsid877
drqid1996,clsid10000
drqid1996,clsid10114
drqid1996,clsid1151
drqid1996,clsid12671
drqid1996,clsid12783
drqid1996,clsid2162
drqid1996,clsid2183
drqid1996,clsid2705
drqid1996,clsid2890
drqid1996,clsid3663
drqid1996,clsid4018
drqid1996,clsid4233
drqid1996,clsid434
drqid1996,clsid5966
drqid1996,clsid8386
drqid1996,clsid8994
drqid1996,clsid916
drqid1996,clsid9468
drqid1997,clsid9261
drqid1998,clsid1140
drqid1999,clsid10865
drqid1999,clsid44
drqid2000,clsid11535
drqid2000,clsid12886
drqid2000,clsid7908
drqid2000,clsid8221
drqid2001,clsid2054
drqid2002,clsid3369
drqid2002,clsid3771
drqid2002,clsid683
drqid2002,clsid8008
drqid2002,clsid8559
drqid2003,clsid10555
drqid2003,clsid10943
drqid2003,clsid12792
drqid2003,clsid5040
drqid2003,clsid7877
drqid2004,clsid10754
drqid2004,clsid11007
drqid2004,clsid12409
drqid2004,clsid2718
drqid2004,clsid6756
drqid2005,clsid10861
drqid2005,clsid3534
drqid2005,clsid4551
drqid2005,clsid7182
drqid2005,clsid8163
drqid2006,clsid11020
drqid2006,clsid1336
drqid2006,clsid2886
drqid2006,clsid3432
drqid2007,clsid1617
drqid2007,clsid2081
drqid2007,clsid2616
drqid2007,clsid569
drqid2007,clsid7184
drqid2008,clsid10324
drqid2008,clsid12282
drqid2008,clsid2724
drqid2008,clsid965
drqid2008,clsid9839
drqid2009,clsid11421
drqid2009,clsid2071
drqid2009,clsid3651
drqid2010,clsid176
drqid2010,clsid8522
drqid2010,clsid9416
drqid2011,clsid11716
drqid2011,clsid5413
drqid2011,clsid5883
drqid2011,clsid6684
drqid2012,clsid9184
drqid2013,clsid6109
drqid2014,clsid1002
drqid2014,clsid1121
drqid2014,clsid11943
drqid2014,clsid12370
drqid2014,clsid1409
drqid2014,clsid2446
drqid2014,clsid3135
drqid2014,clsid3366
drqid2014,clsid3809
drqid2014,clsid5
drqid2014,clsid5789
drqid2014,clsid6062
drqid2014,clsid6672
drqid2014,clsid9769
drqid2015,clsid12203
drqid2015,clsid7642
drqid2016,clsid11484
drqid2017,clsid11005
drqid2017,clsid1269
drqid2017,clsid56
drqid2018,clsid1604
drqid2018,clsid3662
drqid2018,clsid5472
drqid2018,clsid564
drqid2018,clsid6463
drqid2018,clsid6789
drqid2018,clsid8030
drqid2019,clsid10683
drqid2019,clsid2566
drqid2020,clsid2030
drqid2020,clsid204
drqid2021,clsid11112
drqid2021,clsid8578
drqid2021,clsid9601
drqid2022,clsid1002
drqid2022,clsid12332
drqid2022,clsid2532
drqid2022,clsid3039
drqid2022,clsid5138
drqid2023,clsid12300
drqid2023,clsid1707
drqid2023,clsid3495
drqid2023,clsid3640
drqid2023,clsid9166
drqid2024,clsid11294
drqid2024,clsid2230
drqid2024,clsid338
drqid2025,clsid4841
drqid2025,clsid7846
drqid2025,clsid849
drqid2026,clsid12393
drqid2026,clsid12394
drqid2026,clsid5085
drqid2026,clsid6190
drqid2026,clsid8311
drqid2027,clsid10043
drqid2027,clsid10407
drqid2027,clsid9620
drqid2028,clsid2757
drqid2028,clsid4041
drqid2028,clsid5021
drqid2028,clsid7020
drqid2029,clsid10216
drqid2029,clsid859
drqid2030,clsid12989
drqid2030,clsid6981
drqid2030,clsid7178
drqid2030,clsid8356
drqid2031,clsid4010
drqid2031,clsid4609
drqid2031,clsid9516
drqid2032,clsid10607
drqid2032,clsid4109
drqid2032,clsid8335
drqid2032,clsid9983
drqid2033,clsid2596
drqid2033,clsid353
drqid2033,clsid6948
drqid2033,clsid8627
drqid2033,clsid8795
drqid2034,clsid10627
drqid2034,clsid10831
drqid2034,clsid11683
drqid2034,clsid12873
drqid2034,clsid2681
drqid2034,clsid2744
drqid2034,clsid3057
drqid2034,clsid3136
drqid2034,clsid362
drqid2034,clsid5041
drqid2034,clsid7656
drqid2034,clsid8280
drqid2034,clsid8500
drqid2035,clsid10337
drqid2035,clsid11773
drqid2035,clsid5640
drqid2035,clsid6080
drqid2036,clsid11944
drqid2036,clsid6498
drqid2036,clsid9897
drqid2037,clsid8542
drqid2038,clsid10369
drqid2038,clsid11505
drqid2038,clsid11935
drqid2038,clsid12076
drqid2038,clsid12116
drqid2038,clsid12438
drqid2038,clsid12879
drqid2038,clsid1805
drqid2038,clsid2728
drqid2038,clsid2734
drqid2038,clsid3045
drqid2038,clsid3990
drqid2038,clsid4324
drqid2038,clsid4433
drqid2038,clsid4459
drqid2038,clsid4633
drqid2038,clsid6719
drqid2038,clsid6780
drqid2038,clsid6842
drqid2038,clsid7572
drqid2038,clsid828
drqid2038,clsid8371
drqid2038,clsid9956
drqid2039,clsid2117
drqid2039,clsid3678
drqid2039,clsid5283
drqid2039,clsid7070
drqid2039,clsid8647
drqid2040,clsid2392
drqid2040,clsid2524
drqid2040,clsid4153
drqid2040,clsid4785
drqid2040,clsid5984
drqid2041,clsid12569
drqid2041,clsid447
drqid2042,clsid10295
drqid2042,clsid10359
drqid2042,clsid10374
drqid2042,clsid10547
drqid2042,clsid11534
drqid2042,clsid11613
drqid2042,clsid11858
drqid2042,clsid12324
drqid2042,clsid12342
drqid2042,clsid12736
drqid2042,clsid1668
drqid2042,clsid2095
drqid2042,clsid2664
drqid2042,clsid2888
drqid2042,clsid3273
drqid2042,clsid4209
drqid2042,clsid4471
drqid2042,clsid4857
drqid2042,clsid5271
drqid2042,clsid5372
drqid2042,clsid732
drqid2042,clsid7657
drqid2042,clsid7716
drqid2042,clsid8070
drqid2042,clsid8243
drqid2042,clsid8521
drqid2042,clsid8889
drqid2042,clsid9078
drqid2042,clsid9179
drqid2042,clsid9476
drqid2043,clsid2157
drqid2043,clsid2173
drqid2044,clsid10120
drqid2044,clsid10368
drqid2044,clsid3407
drqid2044,clsid7657
drqid2044,clsid9465
drqid2045,clsid11016
drqid2045,clsid3671
drqid2045,clsid4112
drqid2045,clsid8111
drqid2045,clsid9298
drqid2046,clsid1548
drqid2046,clsid4732
drqid2047,clsid7083
drqid2047,clsid9992
drqid2048,clsid11601
drqid2048,clsid8227
drqid2048,clsid8370
drqid2048,clsid9824
drqid2048,clsid9844
drqid2049,clsid4137
drqid2049,clsid4847
drqid2050,clsid778
drqid2050,clsid9632
drqid2051,clsid10046
drqid2051,clsid1225
drqid2051,clsid211
drqid2051,clsid5078
drqid2051,clsid7607
drqid2052,clsid11809
drqid2052,clsid11881
drqid2052,clsid12109
drqid2052,clsid12967
drqid2052,clsid1418
drqid2052,clsid2984
drqid2052,clsid3261
drqid2052,clsid5366
drqid2052,clsid696
drqid2052,clsid6983
drqid2052,clsid7164
drqid2052,clsid7185
drqid2052,clsid7260
drqid2052,clsid9002
drqid2052,clsid9506
drqid2052,clsid9630
drqid2052,clsid9668
drqid2053,clsid6390
drqid2054,clsid10152
drqid2054,clsid10437
drqid2054,clsid10787
drqid2054,clsid10884
drqid2054,clsid11059
drqid2054,clsid11700
drqid2054,clsid12243
drqid2054,clsid12456
drqid2054,clsid1282
drqid2054,clsid1431
drqid2054,clsid2042
drqid2054,clsid366
drqid2054,clsid3809
drqid2054,clsid3810
drqid2054,clsid4196
drqid2054,clsid4309
drqid2054,clsid5370
drqid2054,clsid6071
drqid2054,clsid6798
drqid2054,clsid7788
drqid2054,clsid9608
drqid2055,clsid2272
drqid2055,clsid8836
drqid2056,clsid10068
drqid2056,clsid10794
drqid2056,clsid7295
drqid2056,clsid7542
drqid2056,clsid7595
drqid2057,clsid9609
drqid2058,clsid10418
drqid2058,clsid11839
drqid2058,clsid12443
drqid2058,clsid12469
drqid2058,clsid277
drqid2058,clsid6187
drqid2058,clsid6502
drqid2058,clsid8068
drqid2058,clsid810
drqid2058,clsid9706
drqid2059,clsid12757
drqid2059,clsid2633
drqid2060,clsid12632
drqid2060,clsid1793
drqid2060,clsid4249
drqid2061,clsid4038
drqid2061,clsid4263
drqid2061,clsid52
drqid2061,clsid6996
drqid2062,clsid2640
drqid2062,clsid2872
drqid2063,clsid1099
drqid2063,clsid1155
drqid2063,clsid12486
drqid2063,clsid6607
drqid2063,clsid6925
drqid2064,clsid11969
drqid2064,clsid3140
drqid2065,clsid1243
drqid2065,clsid2656
drqid2065,clsid487
drqid2066,clsid1295
drqid2066,clsid9458
drqid2067,clsid428
drqid2068,clsid7092
drqid2068,clsid879
drqid2069,clsid11519
drqid2069,clsid11853
drqid2069,clsid3496
drqid2069,clsid6060
drqid2069,clsid8496
drqid2070,clsid6294
drqid2071,clsid10953
drqid2071,clsid12383
drqid2071,clsid9583
drqid2072,clsid10201
drqid2072,clsid6062
drqid2072,clsid6534
drqid2072,clsid9040
drqid2073,clsid10192
drqid2073,clsid436
drqid2073,clsid6378
drqid2073,clsid9439
drqid2074,clsid6559
drqid2075,clsid10025
drqid2075,clsid2580
drqid2076,clsid12606
drqid2076,clsid2164
drqid2076,clsid9961
drqid2077,clsid12737
drqid2077,clsid1389
drqid2077,clsid6699
drqid2078,clsid11214
drqid2079,clsid11980
drqid2079,clsid4425
drqid2079,clsid6534
drqid2080,clsid10229
drqid2080,clsid11821
drqid2080,clsid1799
drqid2081,clsid10447
drqid2081,clsid11281
drqid2081,clsid11929
drqid2081,clsid5906
drqid2082,clsid10110
drqid2082,clsid11394
drqid2082,clsid4495
drqid2082,clsid6012
drqid2082,clsid796
drqid2083,clsid1162
drqid2083,clsid1320
drqid2083,clsid2741
drqid2083,clsid3584
drqid2083,clsid4760
drqid2083,clsid5410
drqid2083,clsid9387
drqid2084,clsid11829
drqid2084,clsid2163
drqid2084,clsid3737
drqid2084,clsid4621
drqid2085,clsid11044
drqid2085,clsid11603
drqid2085,clsid5516
drqid2085,clsid8582
drqid2085,clsid96
drqid2086,clsid10709
drqid2086,clsid11062
drqid2086,clsid12740
drqid2086,clsid1308
drqid2086,clsid1768
drqid2086,clsid1958
drqid2086,clsid229
drqid2086,clsid2776
drqid2086,clsid28
drqid2086,clsid3575
drqid2086,clsid3646
drqid2086,clsid413
drqid2086,clsid4278
drqid2086,clsid4801
drqid2086,clsid4930
drqid2086,clsid5819
drqid2086,clsid6631
drqid2086,clsid7840
drqid2086,clsid7842
drqid2086,clsid8145
drqid2086,clsid8354
drqid2086,clsid8436
drqid2086,clsid9350
drqid2087,clsid11019
drqid2087,clsid12290
drqid2087,clsid1248
drqid2087,clsid12631
drqid2087,clsid8609
drqid2088,clsid5248
drqid2088,clsid593
drqid2089,clsid1980
drqid2089,clsid3257
drqid2089,clsid8854
drqid2090,clsid11116
drqid2090,clsid11929
drqid2090,clsid2310
drqid2090,clsid2471
drqid2090,clsid3158
drqid2090,clsid3305
drqid2090,clsid4309
drqid2090,clsid492
drqid2090,clsid5145
drqid2090,clsid5717
drqid2090,clsid5725
drqid2090,clsid657
drqid2090,clsid7928
drqid2090,clsid8211
drqid2090,clsid8508
drqid2090,clsid9194
drqid2090,clsid9470
drqid2091,clsid1639
drqid2091,clsid9345
drqid2092,clsid10644
drqid2092,clsid270
drqid2092,clsid3580
drqid2092,clsid3835
drqid2092,clsid5869
drqid2093,clsid4730
drqid2094,clsid12443
drqid2094,clsid1929
drqid2094,clsid4322
drqid2094,clsid7122
drqid2094,clsid9779
drqid2095,clsid4917
drqid2096,clsid12350
drqid2096,clsid7629
drqid2097,clsid1759
drqid2097,clsid3430
drqid2097,clsid9961
drqid2098,clsid11444
drqid2098,clsid5584
drqid2098,clsid7118
drqid2098,clsid7248
drqid2098,clsid8694
drqid2099,clsid1076
drqid2099,clsid11547
drqid2099,clsid1961
drqid2099,clsid4924
drqid2100,clsid4055
drqid2101,clsid11677
drqid2101,clsid12464
drqid2101,clsid2988
drqid2101,clsid4767
drqid2101,clsid7009
drqid2102,clsid10471
drqid2103,clsid1370
drqid2103,clsid3149
drqid2104,clsid11657
drqid2104,clsid5917
drqid2104,clsid7931
drqid2105,clsid1460
drqid2105,clsid8338
drqid2106,clsid11062
drqid2106,clsid11474
drqid2106,clsid3879
drqid2107,clsid5118
drqid2108,clsid10336
drqid2108,clsid11580
drqid2108,clsid234
drqid2108,clsid6311
drqid2108,clsid8237
drqid2109,clsid6654
drqid2109,clsid7841
drqid2110,clsid11350
drqid2110,clsid12691
drqid2110,clsid5557
drqid2111,clsid7897
drqid2112,clsid10525
drqid2112,clsid8361
drqid2113,clsid3645
drqid2113,clsid8021
drqid2114,clsid10648
drqid2115,clsid10272
drqid2115,clsid10417
drqid2115,clsid11385
drqid2115,clsid11791
drqid2115,clsid1394
drqid2115,clsid1845
drqid2115,clsid1975
drqid2115,clsid2099
drqid2115,clsid2440
drqid2115,clsid3237
drqid2115,clsid4472
drqid2115,clsid4503
drqid2115,clsid4588
drqid2115,clsid5015
drqid2115,clsid52
drqid2115,clsid5378
drqid2115,clsid5515
drqid2115,clsid6145
drqid2115,clsid667
drqid2115,clsid6764
drqid2115,clsid727
drqid2115,clsid9221
drqid2116,clsid12556
drqid2116,clsid8689
drqid2117,clsid1530
drqid2117,clsid1682
drqid2117,clsid8260
drqid2118,clsid10547
drqid2118,clsid12771
drqid2118,clsid2581
drqid2118,clsid3423
drqid2118,clsid7279
drqid2119,clsid2842
drqid2119,clsid920
drqid2120,clsid12604
drqid2120,clsid3023
drqid2120,clsid7307
drqid2121,clsid11137
drqid2121,clsid2136
drqid2121,clsid3186
drqid2122,clsid12006
drqid2122,clsid12114
drqid2122,clsid5836
drqid2122,clsid8165
drqid2122,clsid9082
drqid2123,clsid8517
drqid2123,clsid9898
drqid2124,clsid2931
drqid2125,clsid394
drqid2125,clsid6737
drqid2125,clsid6818
drqid2125,clsid7208
drqid2126,clsid10453
drqid2126,clsid3088
drqid2126,clsid4008
drqid2126,clsid4299
drqid2126,clsid9788
drqid2127,clsid11313
drqid2127,clsid11669
drqid2127,clsid12105
drqid2127,clsid12390
drqid2127,clsid3146
drqid2128,clsid10306
drqid2128,clsid8263
drqid2129,clsid3755
drqid2130,clsid12267
drqid2130,clsid7318
drqid2131,clsid11725
drqid2131,clsid7399
drqid2131,clsid8715
drqid2131,clsid9536
drqid2132,clsid12207
drqid2132,clsid12848
drqid2132,clsid12945
drqid2132,clsid6686
drqid2133,clsid6479
drqid2133,clsid666
drqid2134,clsid5445
drqid2134,clsid9648
drqid2135,clsid2356
drqid2135,clsid2972
drqid2135,clsid771
drqid2136,clsid3529
drqid2136,clsid9472
drqid2137,clsid12472
drqid2137,clsid12645
drqid2137,clsid2234
drqid2137,clsid4101
drqid2138,clsid10227
drqid2138,clsid11569
drqid2138,clsid3940
drqid2138,clsid559
drqid2139,clsid12264
drqid2139,clsid2576
drqid2139,clsid4832
drqid2139,clsid886
drqid2140,clsid11035
drqid2140,clsid11436
drqid2140,clsid2000
drqid2140,clsid2074
drqid2140,clsid2809
drqid2140,clsid4463
drqid2140,clsid4657
drqid2140,clsid5197
drqid2140,clsid6158
drqid2140,clsid6351
drqid2140,clsid6488
drqid2140,clsid666
drqid2140,clsid6705
drqid2140,clsid6727
drqid2140,clsid8514
drqid2140,clsid9485
drqid2140,clsid9824
drqid2141,clsid10076
drqid2141,clsid1056
drqid2141,clsid11853
drqid2141,clsid172
drqid2141,clsid2310
drqid2141,clsid3734
drqid2141,clsid3829
drqid2141,clsid3909
drqid2141,clsid480
drqid2141,clsid5701
drqid2141,clsid5887
drqid2141,clsid6168
drqid2141,clsid7868
drqid2141,clsid8511
drqid2141,clsid9559
drqid2141,clsid995
drqid2142,clsid11226
drqid2143,clsid11584
drqid2143,clsid1160
drqid2143,clsid2822
drqid2143,clsid8237
drqid2143,clsid9131
drqid2144,clsid2977
drqid2144,clsid5263
drqid2144,clsid8357
drqid2144,clsid8609
drqid2144,clsid9549
drqid2145,clsid6669
drqid2145,clsid869
drqid2146,clsid11341
drqid2146,clsid6171
drqid2147,clsid7056
drqid2147,clsid7438
drqid2148,clsid11433
drqid2148,clsid3294
drqid2149,clsid5170
drqid2150,clsid1469
drqid2150,clsid243
drqid2150,clsid3301
drqid2150,clsid4373
drqid2150,clsid5546
drqid2150,clsid5902
drqid2150,clsid617
drqid2150,clsid9002
drqid2151,clsid5855
drqid2152,clsid11254
drqid2152,clsid2274
drqid2152,clsid8231
drqid2153,clsid190
drqid2153,clsid2623
drqid2153,clsid5013
drqid2153,clsid6352
drqid2153,clsid6546
drqid2153,clsid7896
drqid2154,clsid1325
drqid2154,clsid2814
drqid2154,clsid4054
drqid2154,clsid5332
drqid2154,clsid9128
drqid2155,clsid1282
drqid2155,clsid4988
drqid2155,clsid7567
drqid2156,clsid4079
drqid2156,clsid8537
drqid2157,clsid10288
drqid2157,clsid10376
drqid2157,clsid10447
drqid2157,clsid10778
drqid2157,clsid11877
drqid2157,clsid12224
drqid2157,clsid12592
drqid2157,clsid1709
drqid2157,clsid2255
drqid2157,clsid2428
drqid2157,clsid2496
drqid2157,clsid2789
drqid2157,clsid4232
drqid2157,clsid4505
drqid2157,clsid4549
drqid2157,clsid4933
drqid2157,clsid7258
drqid2157,clsid7397
drqid2157,clsid7778
drqid2157,clsid8220
drqid2157,clsid8347
drqid2157,clsid8540
drqid2157,clsid970
drqid2158,clsid10107
drqid2158,clsid1011
drqid2158,clsid1590
drqid2158,clsid9919
drqid2159,clsid12157
drqid2160,clsid10029
drqid2160,clsid12400
drqid2160,clsid3050
drqid2160,clsid6345
drqid2160,clsid9420
drqid2161,clsid300
drqid2161,clsid5366
drqid2161,clsid9404
drqid2162,clsid11535
drqid2162,clsid12744
drqid2162,clsid199
drqid2162,clsid7549
drqid2163,clsid7092
drqid2164,clsid1562
drqid2164,clsid1655
drqid2164,clsid333
drqid2164,clsid4314
drqid2164,clsid476
drqid2164,clsid4909
drqid2164,clsid7310
drqid2164,clsid7821
drqid2164,clsid9810
drqid2164,clsid9885
drqid2165,clsid11719
drqid2165,clsid9002
drqid2165,clsid981
drqid2166,clsid3687
drqid2166,clsid7792
drqid2166,clsid9571
drqid2167,clsid11692
drqid2167,clsid2802
drqid2167,clsid3946
drqid2167,clsid437
drqid2168,clsid12238
drqid2168,clsid1367
drqid2168,clsid8574
drqid2168,clsid9230
drqid2169,clsid12611
drqid2169,clsid7185
drqid2170,clsid12414
drqid2170,clsid2374
drqid2170,clsid5931
drqid2170,clsid6932
drqid2170,clsid7944
drqid2171,clsid3253
drqid2171,clsid7712
drqid2171,clsid786
drqid2172,clsid9386
drqid2173,clsid2895
drqid2174,clsid188
drqid2174,clsid4685
drqid2174,clsid6297
drqid2174,clsid8515
drqid2175,clsid12913
drqid2175,clsid2433
drqid2175,clsid4319
drqid2175,clsid5391
drqid2176,clsid8532
drqid2177,clsid2486
drqid2177,clsid4052
drqid2177,clsid8932
drqid2177,clsid9987
drqid2178,clsid5341
drqid2178,clsid7874
drqid2178,clsid8161
drqid2178,clsid9999
drqid2179,clsid2758
drqid2179,clsid7969
drqid2179,clsid9036
drqid2179,clsid9666
drqid2180,clsid10869
drqid2180,clsid2506
drqid2180,clsid3442
drqid2180,clsid3614
drqid2181,clsid12084
drqid2182,clsid11739
drqid2182,clsid11899
drqid2182,clsid6100
drqid2182,clsid6511
drqid2182,clsid9278
drqid2183,clsid10693
drqid2183,clsid12619
drqid2183,clsid1333
drqid2183,clsid2752
drqid2183,clsid5625
drqid2184,clsid5061
drqid2184,clsid9164
drqid2185,clsid10546
drqid2185,clsid2739
drqid2185,clsid3693
drqid2185,clsid6977
drqid2185,clsid7560
drqid2186,clsid5055
drqid2187,clsid10804
drqid2187,clsid112
drqid2187,clsid2120
drqid2187,clsid6932
drqid2188,clsid1006
drqid2188,clsid10852
drqid2188,clsid11946
drqid2188,clsid538
drqid2189,clsid9488
drqid2190,clsid1922
drqid2191,clsid10622
drqid2191,clsid12792
drqid2191,clsid6943
drqid2192,clsid10045
drqid2192,clsid12891
drqid2193,clsid2194
drqid2194,clsid10596
drqid2195,clsid10410
drqid2195,clsid5204
drqid2196,clsid10112
drqid2196,clsid2239
drqid2196,clsid2275
drqid2196,clsid3548
drqid2197,clsid3246
drqid2197,clsid3830
drqid2197,clsid3949
drqid2197,clsid5137
drqid2197,clsid8742
drqid2198,clsid10220
drqid2198,clsid4409
drqid2199,clsid12589
drqid2199,clsid12864
drqid2199,clsid4503
drqid2199,clsid5806
drqid2200,clsid1754
drqid2200,clsid8903
drqid2201,clsid11805
drqid2201,clsid3604
drqid2201,clsid9542
drqid2202,clsid5285
drqid2202,clsid7871
drqid2203,clsid10166
drqid2203,clsid10769
drqid2203,clsid11709
drqid2203,clsid11742
drqid2203,clsid12280
drqid2203,clsid12951
drqid2203,clsid12957
drqid2203,clsid2942
drqid2203,clsid5105
drqid2203,clsid5323
drqid2203,clsid5591
drqid2203,clsid5743
drqid2203,clsid611
drqid2203,clsid6220
drqid2203,clsid7526
drqid2203,clsid7574
drqid2203,clsid9499
drqid2204,clsid3510
drqid2204,clsid8666
drqid2205,clsid10440
drqid2205,clsid3899
drqid2205,clsid5391
drqid2205,clsid5529
drqid2205,clsid5538
drqid2206,clsid10881
drqid2206,clsid12550
drqid2206,clsid12830
drqid2206,clsid1878
drqid2206,clsid3459
drqid2206,clsid4616
drqid2206,clsid5627
drqid2206,clsid5771
drqid2206,clsid6337
drqid2206,clsid6667
drqid2206,clsid8311
drqid2206,clsid8908
drqid2206,clsid9330
drqid2206,clsid9472
drqid2206,clsid9501
drqid2206,clsid9534
drqid2207,clsid10523
drqid2207,clsid1468
drqid2207,clsid4688
drqid2208,clsid11027
drqid2208,clsid3111
drqid2208,clsid3773
drqid2208,clsid5890
drqid2209,clsid10792
drqid2209,clsid1830
drqid2209,clsid4528
drqid2209,clsid6241
drqid2210,clsid1023
drqid2210,clsid2429
drqid2210,clsid2717
drqid2210,clsid5238
drqid2210,clsid737
drqid2211,clsid12629
drqid2211,clsid1347
drqid2211,clsid5577
drqid2212,clsid10099
drqid2212,clsid6064
drqid2212,clsid8060
drqid2212,clsid9892
drqid2213,clsid10846
drqid2213,clsid3380
drqid2213,clsid6230
drqid2214,clsid12791
drqid2214,clsid12863
drqid2214,clsid6388
drqid2214,clsid6591
drqid2215,clsid1385
drqid2215,clsid2314
drqid2215,clsid4866
drqid2215,clsid8018
drqid2215,clsid9169
drqid2216,clsid10371
drqid2216,clsid10537
drqid2216,clsid11158
drqid2216,clsid11651
drqid2216,clsid11698
drqid2216,clsid12207
drqid2216,clsid12333
drqid2216,clsid12851
drqid2216,clsid1349
drqid2216,clsid3714
drqid2216,clsid3931
drqid2216,clsid4735
drqid2216,clsid520
drqid2216,clsid7883
drqid2216,clsid8318
drqid2216,clsid888
drqid2217,clsid1720
drqid2217,clsid4963
drqid2217,clsid5519
drqid2217,clsid6172
drqid2217,clsid8928
drqid2218,clsid12926
drqid2218,clsid1361
drqid2218,clsid6065
drqid2218,clsid6588
drqid2218,clsid9370
drqid2219,clsid9093
drqid2219,clsid9622
drqid2220,clsid3149
drqid2220,clsid4000
drqid2220,clsid6982
drqid2220,clsid7134
drqid2220,clsid8741
drqid2221,clsid9211
drqid2222,clsid1293
drqid2223,clsid11808
drqid2223,clsid2495
drqid2224,clsid3110
drqid2224,clsid7136
drqid2225,clsid6266
drqid2226,clsid10798
drqid2226,clsid1729
drqid2226,clsid4040
drqid2227,clsid3783
drqid2227,clsid5804
drqid2227,clsid8157
drqid2228,clsid12353
drqid2229,clsid10589
drqid2229,clsid1522
drqid2229,clsid2009
drqid2229,clsid6571
drqid2229,clsid9819
drqid2230,clsid4816
drqid2230,clsid6588
drqid2230,clsid7278
drqid2230,clsid7509
drqid2230,clsid8832
drqid2231,clsid5266
drqid2232,clsid2408
drqid2232,clsid2870
drqid2232,clsid732
drqid2232,clsid8150
drqid2232,clsid9943
drqid2233,clsid4834
drqid2233,clsid7691
drqid2234,clsid1383
drqid2234,clsid2874
drqid2235,clsid1098
drqid2235,clsid5597
drqid2236,clsid12299
drqid2236,clsid2242
drqid2236,clsid6755
drqid2237,clsid12400
drqid2237,clsid6982
drqid2238,clsid1728
drqid2238,clsid2568
drqid2238,clsid2707
