"SUBCOMPONENTID","CLASSNAME"
"SCP7820","PCA5381"
"SCP7826","PCA8820"
"SCP7826","PCA2103"
"SCP7826","PCA6069"
"SCP7827","PCA6216"
"SCP7827","PCA7549"
"SCP7827","PCA6892"
"SCP7828","PCA3447"
"SCP7828","PCA6177"
"SCP7828","PCA9771"
"SCP7831","PCA50"
"SCP7832","PCA23"
"SCP7839","PCA27"
"SCP7842","PCA8"
"SCP7845","PCA5837"
"SCP7845","PCA8780"
"SCP7845","PCA694"
"SCP7853","PCA20"
"SCP7856","PCA3319"
"SCP7856","PCA5445"
"SCP7856","PCA8320"
"SCP7858","PCA25"
"SCP7870","PCA1"
"SCP7872","PCA1377"
"SCP7872","PCA5745"
"SCP7872","PCA2454"
"SCP7876","PCA2119"
"SCP7876","PCA9690"
"SCP7876","PCA440"
"SCP7879","PCA4397"
"SCP7879","PCA7932"
"SCP7879","PCA5116"
"SCP7880","PCA1292"
"SCP7880","PCA4772"
"SCP7880","PCA9733"
"SCP7881","PCA46"
"SCP7885","PCA65"
"SCP7886","PCA7068"
"SCP7886","PCA5591"
"SCP7886","PCA7120"
"SCP7888","PCA9129"
"SCP7888","PCA1519"
"SCP7888","PCA9213"
"SCP7889","PCA58"
"SCP7890","PCA70"
"SCP7894","PCA46"
"SCP7895","PCA28"
"SCP7897","PCA7"
"SCP7899","PCA2354"
"SCP7899","PCA3729"
"SCP7899","PCA3210"
"SCP7900","PCA161"
"SCP7900","PCA5207"
"SCP7900","PCA1388"
"SCP7903","PCA8534"
"SCP7903","PCA8101"
"SCP7903","PCA2752"
"SCP7904","PCA53"
"SCP7909","PCA36"
"SCP7916","PCA31"
"SCP7917","PCA6678"
"SCP7917","PCA8112"
"SCP7917","PCA871"
"SCP7920","PCA7234"
"SCP7920","PCA209"
"SCP7920","PCA4482"
"SCP7922","PCA3319"
"SCP7922","PCA77"
"SCP7922","PCA7019"
"SCP7924","PCA68"
"SCP7925","PCA55"
"SCP7926","PCA30"
"SCP7926","PCA7782"
"SCP7926","PCA2239"
"SCP7929","PCA3074"
"SCP7929","PCA9728"
"SCP7929","PCA7108"
"SCP7930","PCA45"
"SCP7931","PCA46"
"SCP7933","PCA6"
"SCP7939","PCA6536"
"SCP7939","PCA9578"
"SCP7939","PCA2916"
"SCP7940","PCA9253"
"SCP7940","PCA4280"
"SCP7940","PCA5412"
"SCP7941","PCA9190"
"SCP7941","PCA4717"
"SCP7941","PCA7475"
"SCP7946","PCA2"
"SCP7950","PCA30"
"SCP7953","PCA21"
"SCP7956","PCA16"
"SCP7958","PCA52"
"SCP7959","PCA44"
"SCP7961","PCA24"
"SCP7964","PCA41"
"SCP7966","PCA6423"
"SCP7966","PCA6476"
"SCP7966","PCA2323"
"SCP7972","PCA2"
"SCP7973","PCA4632"
"SCP7973","PCA9357"
"SCP7973","PCA4493"
"SCP7976","PCA6725"
"SCP7976","PCA8065"
"SCP7976","PCA1502"
"SCP7977","PCA69"
"SCP7982","PCA6077"
"SCP7982","PCA3513"
"SCP7982","PCA5320"
"SCP7989","PCA2495"
"SCP7989","PCA3052"
"SCP7989","PCA4243"
"SCP7991","PCA6114"
"SCP7991","PCA9506"
"SCP7991","PCA3990"
"SCP7994","PCA2992"
"SCP7994","PCA5339"
"SCP7994","PCA7560"
"SCP7999","PCA290"
"SCP7999","PCA5316"
"SCP7999","PCA4353"
"SCP8001","PCA2417"
"SCP8001","PCA812"
"SCP8001","PCA9502"
"SCP8005","PCA45"
"SCP8006","PCA10"
"SCP8017","PCA45"
"SCP8019","PCA7074"
"SCP8019","PCA4374"
"SCP8019","PCA7537"
"SCP8020","PCA1983"
"SCP8020","PCA3502"
"SCP8020","PCA3433"
"SCP8021","PCA5103"
"SCP8021","PCA7956"
"SCP8021","PCA5176"
"SCP8022","PCA2066"
"SCP8022","PCA7889"
"SCP8022","PCA3544"
"SCP8023","PCA42"
"SCP8024","PCA1076"
"SCP8024","PCA822"
"SCP8024","PCA2377"
"SCP8041","PCA8357"
"SCP8041","PCA3369"
"SCP8041","PCA1900"
"SCP8042","PCA8189"
"SCP8042","PCA1853"
"SCP8042","PCA8641"
"SCP8044","PCA44"
"SCP8046","PCA2"
"SCP8047","PCA8236"
"SCP8047","PCA5697"
"SCP8047","PCA5574"
"SCP8052","PCA8"
"SCP8053","PCA63"
"SCP8060","PCA8010"
"SCP8060","PCA1679"
"SCP8060","PCA380"
"SCP8061","PCA35"
"SCP8064","PCA63"
"SCP8065","PCA1214"
"SCP8065","PCA2860"
"SCP8065","PCA8257"
"SCP8066","PCA3487"
"SCP8066","PCA6717"
"SCP8066","PCA1868"
"SCP8067","PCA6177"
"SCP8067","PCA2403"
"SCP8067","PCA4172"
"SCP8070","PCA2574"
"SCP8070","PCA3681"
"SCP8070","PCA3450"
"SCP8072","PCA6503"
"SCP8072","PCA5965"
"SCP8072","PCA7058"
"SCP8073","PCA944"
"SCP8073","PCA8342"
"SCP8073","PCA3491"
"SCP8077","PCA10"
"SCP8078","PCA38"
"SCP8085","PCA6176"
"SCP8085","PCA1692"
"SCP8085","PCA3289"
"SCP8088","PCA9039"
"SCP8088","PCA3401"
"SCP8088","PCA3891"
"SCP8090","PCA2274"
"SCP8090","PCA2475"
"SCP8090","PCA4636"
"SCP8091","PCA2"
"SCP8093","PCA9"
"SCP8094","PCA22"
"SCP8095","PCA38"
"SCP8099","PCA28"
"SCP8100","PCA9871"
"SCP8100","PCA4071"
"SCP8100","PCA780"
"SCP8102","PCA15"
"SCP8103","PCA31"
"SCP8104","PCA3848"
"SCP8104","PCA2493"
"SCP8104","PCA610"
"SCP8105","PCA44"
"SCP8108","PCA4462"
"SCP8108","PCA7491"
"SCP8108","PCA4739"
"SCP8109","PCA68"
"SCP8110","PCA61"
"SCP8111","PCA57"
"SCP8112","PCA70"
"SCP8115","PCA1428"
"SCP8115","PCA1194"
"SCP8115","PCA854"
"SCP8119","PCA39"
"SCP8123","PCA949"
"SCP8123","PCA7105"
"SCP8123","PCA554"
"SCP8124","PCA1"
"SCP8125","PCA4563"
"SCP8125","PCA1964"
"SCP8125","PCA9260"
"SCP8128","PCA9585"
"SCP8128","PCA721"
"SCP8128","PCA1916"
"SCP8129","PCA38"
"SCP8130","PCA4293"
"SCP8130","PCA1900"
"SCP8130","PCA4787"
"SCP8133","PCA25"
"SCP8136","PCA8702"
"SCP8136","PCA1573"
"SCP8136","PCA1472"
"SCP8137","PCA7756"
"SCP8137","PCA5623"
"SCP8137","PCA339"
"SCP8139","PCA6126"
"SCP8139","PCA239"
"SCP8139","PCA2244"
"SCP8141","PCA7928"
"SCP8141","PCA1664"
"SCP8141","PCA5130"
"SCP8147","PCA46"
"SCP8148","PCA1080"
"SCP8148","PCA8184"
"SCP8148","PCA8854"
"SCP8149","PCA18"
"SCP8151","PCA24"
"SCP8152","PCA375"
"SCP8152","PCA9569"
"SCP8152","PCA3410"
"SCP8154","PCA5962"
"SCP8154","PCA6842"
"SCP8154","PCA348"
"SCP8157","PCA3578"
"SCP8157","PCA6611"
"SCP8157","PCA2064"
"SCP8158","PCA39"
"SCP8159","PCA41"
"SCP8159","PCA3814"
"SCP8159","PCA1989"
"SCP8160","PCA9"
"SCP8168","PCA9946"
"SCP8168","PCA5335"
"SCP8168","PCA3724"
"SCP8169","PCA8061"
"SCP8169","PCA8228"
"SCP8169","PCA7454"
"SCP8170","PCA23"
"SCP8173","PCA23"
"SCP8174","PCA29"
"SCP8175","PCA61"
"SCP8178","PCA6718"
"SCP8178","PCA7922"
"SCP8178","PCA3014"
"SCP8180","PCA6705"
"SCP8180","PCA769"
"SCP8180","PCA1207"
"SCP8182","PCA1214"
"SCP8182","PCA1723"
"SCP8182","PCA5838"
"SCP8183","PCA8421"
"SCP8183","PCA980"
"SCP8183","PCA2498"
"SCP8186","PCA70"
"SCP8186","PCA3386"
"SCP8186","PCA6461"
"SCP8189","PCA3723"
"SCP8189","PCA5871"
"SCP8189","PCA4370"
"SCP8190","PCA67"
"SCP8191","PCA69"
"SCP8192","PCA10"
"SCP8197","PCA48"
"SCP8200","PCA7769"
"SCP8200","PCA1152"
"SCP8200","PCA2121"
"SCP8202","PCA54"
"SCP8204","PCA2952"
"SCP8204","PCA7247"
"SCP8204","PCA9030"
"SCP8207","PCA65"
"SCP8208","PCA3811"
"SCP8208","PCA7772"
"SCP8208","PCA6047"
"SCP8210","PCA15"
"SCP8211","PCA45"
"SCP8212","PCA45"
"SCP8215","PCA5"
"SCP8218","PCA32"
"SCP8220","PCA3939"
"SCP8220","PCA4517"
"SCP8220","PCA4728"
"SCP8226","PCA8475"
"SCP8226","PCA165"
"SCP8226","PCA9236"
"SCP8228","PCA41"
"SCP8234","PCA27"
"SCP8235","PCA53"
"SCP8237","PCA3340"
"SCP8237","PCA548"
"SCP8237","PCA2724"
"SCP8240","PCA48"
"SCP8244","PCA24"
"SCP8245","PCA57"
"SCP8248","PCA6396"
"SCP8248","PCA3249"
"SCP8248","PCA3298"
"SCP8249","PCA30"
"SCP8254","PCA12"
"SCP8257","PCA374"
"SCP8257","PCA4628"
"SCP8257","PCA600"
"SCP8265","PCA8745"
"SCP8265","PCA5525"
"SCP8265","PCA3102"
"SCP8266","PCA13"
"SCP8268","PCA27"
"SCP8269","PCA13"
"SCP8275","PCA4899"
"SCP8275","PCA2576"
"SCP8275","PCA3867"
"SCP8276","PCA62"
"SCP8279","PCA67"
"SCP8282","PCA4542"
"SCP8282","PCA3910"
"SCP8282","PCA3175"
"SCP8283","PCA1708"
"SCP8283","PCA9129"
"SCP8283","PCA3215"
"SCP8286","PCA8354"
"SCP8286","PCA4856"
"SCP8286","PCA358"
"SCP8290","PCA13"
"SCP8307","PCA4448"
"SCP8307","PCA4983"
"SCP8307","PCA9033"
"SCP8309","PCA9047"
"SCP8309","PCA7511"
"SCP8309","PCA6807"
"SCP8310","PCA34"
"SCP8314","PCA50"
"SCP8316","PCA63"
"SCP8318","PCA8"
"SCP8320","PCA14"
"SCP8321","PCA6413"
"SCP8321","PCA742"
"SCP8321","PCA7569"
"SCP8322","PCA39"
"SCP8324","PCA68"
"SCP8326","PCA45"
"SCP8328","PCA24"
"SCP8330","PCA674"
"SCP8330","PCA1094"
"SCP8330","PCA4980"
"SCP8331","PCA27"
"SCP8336","PCA7777"
"SCP8336","PCA9919"
"SCP8336","PCA8356"
"SCP8339","PCA28"
"SCP8344","PCA39"
"SCP8345","PCA59"
"SCP8346","PCA46"
"SCP8348","PCA36"
"SCP8351","PCA13"
"SCP8355","PCA63"
"SCP8361","PCA2"
"SCP8362","PCA5497"
"SCP8362","PCA6353"
"SCP8362","PCA6851"
"SCP8366","PCA55"
"SCP8369","PCA6517"
"SCP8369","PCA432"
"SCP8369","PCA1373"
"SCP8374","PCA4693"
"SCP8374","PCA2989"
"SCP8374","PCA295"
"SCP8379","PCA44"
"SCP8382","PCA5988"
"SCP8382","PCA914"
"SCP8382","PCA4849"
"SCP8383","PCA46"
"SCP8384","PCA23"
"SCP8385","PCA11"
"SCP8386","PCA4"
"SCP8389","PCA12"
"SCP8390","PCA43"
"SCP8394","PCA35"
"SCP8397","PCA6908"
"SCP8397","PCA3649"
"SCP8397","PCA5887"
"SCP8399","PCA44"
"SCP8402","PCA54"
"SCP8405","PCA24"
"SCP8406","PCA6432"
"SCP8406","PCA5897"
"SCP8406","PCA9003"
"SCP8410","PCA4304"
"SCP8410","PCA3357"
"SCP8410","PCA2838"
"SCP8413","PCA5508"
"SCP8413","PCA5026"
"SCP8413","PCA8346"
"SCP8415","PCA6882"
"SCP8415","PCA2654"
"SCP8415","PCA9649"
"SCP8420","PCA1032"
"SCP8420","PCA3396"
"SCP8420","PCA7889"
"SCP8421","PCA69"
"SCP8424","PCA13"
"SCP8425","PCA785"
"SCP8425","PCA5301"
"SCP8425","PCA7748"
"SCP8427","PCA7520"
"SCP8427","PCA1381"
"SCP8427","PCA5984"
"SCP8432","PCA34"
"SCP8433","PCA1341"
"SCP8433","PCA1901"
"SCP8433","PCA5162"
"SCP8434","PCA8168"
"SCP8434","PCA5102"
"SCP8434","PCA291"
"SCP8436","PCA5631"
"SCP8436","PCA8932"
"SCP8436","PCA9483"
"SCP8437","PCA58"
"SCP8440","PCA2874"
"SCP8440","PCA742"
"SCP8440","PCA405"
"SCP8441","PCA6455"
"SCP8441","PCA1069"
"SCP8441","PCA240"
"SCP8442","PCA8376"
"SCP8442","PCA5264"
"SCP8442","PCA7882"
"SCP8444","PCA63"
"SCP8446","PCA3419"
"SCP8446","PCA8581"
"SCP8446","PCA3248"
"SCP8449","PCA52"
"SCP8455","PCA41"
"SCP8456","PCA6269"
"SCP8456","PCA7357"
"SCP8456","PCA1212"
"SCP8460","PCA6609"
"SCP8460","PCA3308"
"SCP8460","PCA8804"
"SCP8462","PCA7575"
"SCP8462","PCA7342"
"SCP8462","PCA6454"
"SCP8464","PCA1127"
"SCP8464","PCA9102"
"SCP8464","PCA8658"
"SCP8465","PCA10"
"SCP8467","PCA23"
"SCP8468","PCA9047"
"SCP8468","PCA9641"
"SCP8468","PCA9474"
"SCP8473","PCA45"
"SCP8478","PCA436"
"SCP8478","PCA8084"
"SCP8478","PCA7496"
"SCP8481","PCA8026"
"SCP8481","PCA6593"
"SCP8481","PCA9056"
"SCP8484","PCA7"
"SCP8488","PCA9481"
"SCP8488","PCA8008"
"SCP8488","PCA9939"
"SCP8491","PCA6"
"SCP8498","PCA5098"
"SCP8498","PCA9139"
"SCP8498","PCA7975"
"SCP8500","PCA8279"
"SCP8500","PCA9359"
"SCP8500","PCA7916"
"SCP8502","PCA39"
"SCP8508","PCA5624"
"SCP8508","PCA3736"
"SCP8508","PCA1775"
"SCP8512","PCA55"
"SCP8514","PCA31"
"SCP8522","PCA40"
"SCP8525","PCA9663"
"SCP8525","PCA5840"
"SCP8525","PCA8394"
"SCP8528","PCA333"
"SCP8528","PCA2519"
"SCP8528","PCA1537"
"SCP8531","PCA2164"
"SCP8531","PCA2372"
"SCP8531","PCA1399"
"SCP8533","PCA6"
"SCP8535","PCA7749"
"SCP8535","PCA7104"
"SCP8535","PCA1966"
"SCP8536","PCA59"
"SCP8537","PCA4"
"SCP8541","PCA2924"
"SCP8541","PCA7743"
"SCP8541","PCA2554"
"SCP8542","PCA1620"
"SCP8542","PCA315"
"SCP8542","PCA9793"
"SCP8547","PCA3267"
"SCP8547","PCA4431"
"SCP8547","PCA4754"
"SCP8554","PCA3"
"SCP8555","PCA8958"
"SCP8555","PCA6715"
"SCP8555","PCA8996"
"SCP8556","PCA245"
"SCP8556","PCA418"
"SCP8556","PCA1700"
"SCP8557","PCA9096"
"SCP8557","PCA3580"
"SCP8557","PCA3621"
"SCP8559","PCA38"
"SCP8562","PCA6452"
"SCP8562","PCA9901"
"SCP8562","PCA5177"
"SCP8566","PCA29"
"SCP8571","PCA33"
"SCP8579","PCA6"
"SCP8580","PCA50"
"SCP8585","PCA60"
"SCP8586","PCA42"
"SCP8592","PCA253"
"SCP8592","PCA158"
"SCP8592","PCA2705"
"SCP8593","PCA3387"
"SCP8593","PCA862"
"SCP8593","PCA8184"
"SCP8595","PCA9322"
"SCP8595","PCA7061"
"SCP8595","PCA3523"
"SCP8601","PCA283"
"SCP8601","PCA4135"
"SCP8601","PCA9028"
"SCP8602","PCA919"
"SCP8602","PCA8383"
"SCP8602","PCA1282"
"SCP8605","PCA1"
"SCP8606","PCA3401"
"SCP8606","PCA8986"
"SCP8606","PCA7624"
"SCP8609","PCA70"
"SCP8612","PCA2789"
"SCP8612","PCA8222"
"SCP8612","PCA2532"
"SCP8613","PCA53"
"SCP8614","PCA25"
"SCP8616","PCA7197"
"SCP8616","PCA2176"
"SCP8616","PCA7083"
"SCP8618","PCA26"
"SCP8619","PCA27"
"SCP8626","PCA54"
"SCP8629","PCA1076"
"SCP8629","PCA5578"
"SCP8629","PCA392"
"SCP8632","PCA3157"
"SCP8632","PCA333"
"SCP8632","PCA2998"
"SCP8636","PCA8134"
"SCP8636","PCA2073"
"SCP8636","PCA907"
"SCP8637","PCA388"
"SCP8637","PCA5264"
"SCP8637","PCA1588"
"SCP8641","PCA9594"
"SCP8641","PCA561"
"SCP8641","PCA2403"
"SCP8645","PCA55"
"SCP8647","PCA15"
"SCP8652","PCA5683"
"SCP8652","PCA7436"
"SCP8652","PCA9758"
"SCP8653","PCA9264"
"SCP8653","PCA9896"
"SCP8653","PCA9315"
"SCP8654","PCA7134"
"SCP8654","PCA1692"
"SCP8654","PCA1652"
"SCP8656","PCA17"
"SCP8660","PCA62"
"SCP8666","PCA9099"
"SCP8666","PCA3521"
"SCP8666","PCA3585"
"SCP8670","PCA7"
"SCP8671","PCA29"
"SCP8674","PCA3805"
"SCP8674","PCA4998"
"SCP8674","PCA9936"
"SCP8677","PCA1"
"SCP8681","PCA19"
"SCP8683","PCA24"
"SCP8692","PCA2"
"SCP8694","PCA22"
"SCP8699","PCA4"
"SCP8700","PCA8300"
"SCP8700","PCA9232"
"SCP8700","PCA681"
"SCP8703","PCA7761"
"SCP8703","PCA145"
"SCP8703","PCA6177"
"SCP8706","PCA4723"
"SCP8706","PCA9154"
"SCP8706","PCA853"
"SCP8711","PCA4"
"SCP8712","PCA25"
"SCP8721","PCA1535"
"SCP8721","PCA7816"
"SCP8721","PCA2412"
"SCP8722","PCA46"
"SCP8725","PCA6803"
"SCP8725","PCA9862"
"SCP8725","PCA8588"
"SCP8728","PCA3204"
"SCP8728","PCA9766"
"SCP8728","PCA5347"
"SCP8730","PCA27"
"SCP8735","PCA10"
"SCP8736","PCA9155"
"SCP8736","PCA6775"
"SCP8736","PCA5420"
"SCP8737","PCA68"
"SCP8738","PCA3507"
"SCP8738","PCA6617"
"SCP8738","PCA7144"
"SCP8740","PCA3072"
"SCP8740","PCA349"
"SCP8740","PCA4272"
"SCP8742","PCA2928"
"SCP8742","PCA651"
"SCP8742","PCA9582"
"SCP8745","PCA4412"
"SCP8745","PCA5235"
"SCP8745","PCA4420"
"SCP8746","PCA7797"
"SCP8746","PCA6148"
"SCP8746","PCA9447"
"SCP8747","PCA2922"
"SCP8747","PCA9744"
"SCP8747","PCA7476"
"SCP8750","PCA7"
"SCP8751","PCA2426"
"SCP8751","PCA4149"
"SCP8751","PCA9669"
"SCP8754","PCA4431"
"SCP8754","PCA3744"
"SCP8754","PCA9306"
"SCP8758","PCA67"
"SCP8759","PCA1283"
"SCP8759","PCA4492"
"SCP8759","PCA6300"
"SCP8762","PCA41"
"SCP8763","PCA58"
"SCP8770","PCA8"
"SCP8774","PCA7150"
"SCP8774","PCA1455"
"SCP8774","PCA7476"
"SCP8778","PCA8"
"SCP8779","PCA40"
"SCP8782","PCA2021"
"SCP8782","PCA702"
"SCP8782","PCA2892"
"SCP8783","PCA1829"
"SCP8783","PCA4131"
"SCP8783","PCA4577"
"SCP8784","PCA39"
"SCP8785","PCA553"
"SCP8785","PCA4202"
"SCP8785","PCA4399"
"SCP8787","PCA9204"
"SCP8787","PCA6269"
"SCP8787","PCA3118"
"SCP8789","PCA34"
"SCP8792","PCA3468"
"SCP8792","PCA6107"
"SCP8792","PCA7306"
"SCP8796","PCA7"
"SCP8798","PCA68"
"SCP8800","PCA5"
"SCP8801","PCA1278"
"SCP8801","PCA4174"
"SCP8801","PCA4619"
"SCP8804","PCA11"
"SCP8805","PCA2934"
"SCP8805","PCA2526"
"SCP8805","PCA9093"
"SCP8806","PCA42"
"SCP8807","PCA23"
"SCP8810","PCA43"
"SCP8812","PCA2529"
"SCP8812","PCA8677"
"SCP8812","PCA8388"
"SCP8813","PCA3503"
"SCP8813","PCA5945"
"SCP8813","PCA8172"
"SCP8818","PCA7"
"SCP8821","PCA64"
"SCP8822","PCA5936"
"SCP8822","PCA5431"
"SCP8822","PCA1561"
"SCP8823","PCA1916"
"SCP8823","PCA2859"
"SCP8823","PCA9384"
"SCP8824","PCA21"
"SCP8825","PCA46"
"SCP8827","PCA64"
"SCP8829","PCA5272"
"SCP8829","PCA6146"
"SCP8829","PCA7214"
"SCP8833","PCA16"
"SCP8835","PCA14"
"SCP8836","PCA7946"
"SCP8836","PCA8556"
"SCP8836","PCA8407"
"SCP8838","PCA70"
"SCP8839","PCA8582"
"SCP8839","PCA4976"
"SCP8839","PCA842"
"SCP8840","PCA3194"
"SCP8840","PCA2769"
"SCP8840","PCA9871"
"SCP8853","PCA36"
"SCP8854","PCA41"
"SCP8855","PCA68"
"SCP8860","PCA8301"
"SCP8860","PCA6453"
"SCP8860","PCA9840"
"SCP8863","PCA2287"
"SCP8863","PCA5473"
"SCP8863","PCA393"
"SCP8865","PCA5819"
"SCP8865","PCA228"
"SCP8865","PCA3098"
"SCP8868","PCA52"
"SCP8870","PCA45"
"SCP8875","PCA65"
"SCP8876","PCA3692"
"SCP8876","PCA9851"
"SCP8876","PCA6131"
"SCP8878","PCA4214"
"SCP8878","PCA2702"
"SCP8878","PCA6448"
"SCP8879","PCA63"
"SCP8880","PCA45"
"SCP8883","PCA7"
"SCP8884","PCA3"
"SCP8886","PCA4340"
"SCP8886","PCA8968"
"SCP8886","PCA4568"
"SCP8889","PCA11"
"SCP8890","PCA2749"
"SCP8890","PCA4595"
"SCP8890","PCA3963"
"SCP8891","PCA33"
"SCP8892","PCA20"
"SCP8893","PCA6081"
"SCP8893","PCA7272"
"SCP8893","PCA2835"
"SCP8894","PCA34"
"SCP8895","PCA3330"
"SCP8895","PCA4203"
"SCP8895","PCA88"
"SCP8896","PCA5303"
"SCP8896","PCA5161"
"SCP8896","PCA4844"
"SCP8897","PCA1299"
"SCP8897","PCA8105"
"SCP8897","PCA9534"
"SCP8898","PCA1"
"SCP8901","PCA67"
"SCP8903","PCA9648"
"SCP8903","PCA6639"
"SCP8903","PCA1744"
"SCP8905","PCA3816"
"SCP8905","PCA7405"
"SCP8905","PCA4645"
"SCP8907","PCA2912"
"SCP8907","PCA6983"
"SCP8907","PCA680"
"SCP8910","PCA37"
"SCP8911","PCA53"
"SCP8913","PCA3009"
"SCP8913","PCA1524"
"SCP8913","PCA5480"
"SCP8916","PCA4379"
"SCP8916","PCA8873"
"SCP8916","PCA8483"
"SCP8922","PCA70"
"SCP8927","PCA8"
"SCP8930","PCA67"
"SCP8934","PCA66"
"SCP8935","PCA9577"
"SCP8935","PCA300"
"SCP8935","PCA8472"
"SCP8939","PCA16"
"SCP8940","PCA3624"
"SCP8940","PCA5570"
"SCP8940","PCA6162"
"SCP8942","PCA40"
"SCP8943","PCA35"
"SCP8946","PCA14"
"SCP8947","PCA26"
"SCP8949","PCA9688"
"SCP8949","PCA6752"
"SCP8949","PCA2803"
"SCP8952","PCA5548"
"SCP8952","PCA4954"
"SCP8952","PCA981"
"SCP8954","PCA5428"
"SCP8954","PCA6470"
"SCP8954","PCA364"
"SCP8957","PCA50"
"SCP8958","PCA32"
"SCP8959","PCA63"
"SCP8965","PCA11"
"SCP8971","PCA7416"
"SCP8971","PCA7789"
"SCP8971","PCA9906"
"SCP8972","PCA1858"
"SCP8972","PCA5044"
"SCP8972","PCA4247"
"SCP8974","PCA2976"
"SCP8974","PCA8531"
"SCP8974","PCA8851"
"SCP8977","PCA25"
"SCP8978","PCA45"
"SCP8980","PCA4"
"SCP8981","PCA4166"
"SCP8981","PCA6117"
"SCP8981","PCA666"
"SCP8985","PCA69"
"SCP8986","PCA4787"
"SCP8986","PCA9701"
"SCP8986","PCA3346"
"SCP8988","PCA57"
"SCP8990","PCA6371"
"SCP8990","PCA4388"
"SCP8990","PCA1815"
"SCP8991","PCA1393"
"SCP8991","PCA6600"
"SCP8991","PCA5741"
"SCP8995","PCA4"
"SCP9002","PCA22"
"SCP9004","PCA26"
"SCP9006","PCA13"
"SCP9008","PCA5241"
"SCP9008","PCA4551"
"SCP9008","PCA570"
"SCP9009","PCA68"
"SCP9013","PCA2462"
"SCP9013","PCA3494"
"SCP9013","PCA1760"
"SCP9014","PCA454"
"SCP9014","PCA6119"
"SCP9014","PCA2818"
"SCP9025","PCA7"
"SCP9026","PCA45"
"SCP9029","PCA7089"
"SCP9029","PCA5925"
"SCP9029","PCA8768"
"SCP9033","PCA6072"
"SCP9033","PCA3612"
"SCP9033","PCA8132"
"SCP9036","PCA34"
"SCP9037","PCA42"
"SCP9042","PCA48"
"SCP9046","PCA8677"
"SCP9046","PCA2432"
"SCP9046","PCA8979"
"SCP9048","PCA51"
"SCP9049","PCA7161"
"SCP9049","PCA6992"
"SCP9049","PCA5613"
"SCP9053","PCA5999"
"SCP9053","PCA7975"
"SCP9053","PCA8895"
"SCP9063","PCA3154"
"SCP9063","PCA8317"
"SCP9063","PCA3675"
"SCP9064","PCA8361"
"SCP9064","PCA2438"
"SCP9064","PCA3761"
"SCP9068","PCA40"
"SCP9070","PCA9067"
"SCP9070","PCA2879"
"SCP9070","PCA4238"
"SCP9073","PCA11"
"SCP9077","PCA4656"
"SCP9077","PCA2956"
"SCP9077","PCA7173"
"SCP9080","PCA13"
"SCP9082","PCA5965"
"SCP9082","PCA864"
"SCP9082","PCA7755"
"SCP9086","PCA1"
"SCP9093","PCA6549"
"SCP9093","PCA8354"
"SCP9093","PCA9839"
"SCP9097","PCA38"
"SCP9098","PCA4"
"SCP9099","PCA2"
"SCP9100","PCA9641"
"SCP9100","PCA2757"
"SCP9100","PCA982"
"SCP9101","PCA67"
"SCP9105","PCA38"
"SCP9106","PCA1617"
"SCP9106","PCA870"
"SCP9106","PCA2312"
"SCP9113","PCA17"
"SCP9117","PCA1375"
"SCP9117","PCA6541"
"SCP9117","PCA9951"
"SCP9118","PCA35"
"SCP9119","PCA5666"
"SCP9119","PCA2358"
"SCP9119","PCA6243"
"SCP9121","PCA41"
"SCP9123","PCA19"
"SCP9126","PCA9847"
"SCP9126","PCA7159"
"SCP9126","PCA9340"
"SCP9128","PCA983"
"SCP9128","PCA1488"
"SCP9128","PCA9386"
"SCP9134","PCA3103"
"SCP9134","PCA6107"
"SCP9134","PCA9495"
"SCP9139","PCA9"
"SCP9148","PCA2280"
"SCP9148","PCA8515"
"SCP9148","PCA8591"
"SCP9150","PCA2633"
"SCP9150","PCA5305"
"SCP9150","PCA9993"
"SCP9151","PCA68"
"SCP9152","PCA727"
"SCP9152","PCA6912"
"SCP9152","PCA4704"
"SCP9157","PCA4112"
"SCP9157","PCA8277"
"SCP9157","PCA1564"
"SCP9160","PCA2010"
"SCP9160","PCA8676"
"SCP9160","PCA5985"
"SCP9162","PCA37"
"SCP9164","PCA30"
"SCP9165","PCA5225"
"SCP9165","PCA5099"
"SCP9165","PCA6721"
"SCP9171","PCA5595"
"SCP9171","PCA3785"
"SCP9171","PCA8602"
"SCP9176","PCA37"
"SCP9181","PCA9802"
"SCP9181","PCA6737"
"SCP9181","PCA2517"
"SCP9182","PCA8699"
"SCP9182","PCA3102"
"SCP9182","PCA8533"
"SCP9185","PCA63"
"SCP9187","PCA5105"
"SCP9187","PCA9201"
"SCP9187","PCA7115"
"SCP9189","PCA4880"
"SCP9189","PCA8246"
"SCP9189","PCA4387"
"SCP9191","PCA9614"
"SCP9191","PCA2095"
"SCP9191","PCA2645"
"SCP9192","PCA4402"
"SCP9192","PCA2906"
"SCP9192","PCA7529"
"SCP9194","PCA18"
"SCP9198","PCA42"
"SCP9201","PCA5037"
"SCP9201","PCA5432"
"SCP9201","PCA6963"
"SCP9202","PCA6103"
"SCP9202","PCA323"
"SCP9202","PCA2686"
"SCP9206","PCA3083"
"SCP9206","PCA8195"
"SCP9206","PCA4900"
"SCP9207","PCA3861"
"SCP9207","PCA4456"
"SCP9207","PCA2157"
"SCP9216","PCA24"
"SCP9218","PCA35"
"SCP9219","PCA3189"
"SCP9219","PCA7638"
"SCP9219","PCA5393"
"SCP9220","PCA835"
"SCP9220","PCA3419"
