"COMPONENTID","CLASSNAME"
"CP2581","PCA3094"
"CP8187","PCA3094"
"CP6161","PCA3325"
"CP1604","PCA3325"
"CP8231","PCA3325"
"CP6161","PCA7506"
"CP1604","PCA7506"
"CP8231","PCA7506"
"CP6161","PCA6063"
"CP1604","PCA6063"
"CP8231","PCA6063"
"CP58","PCA70"
"CP3668","PCA6"
"CP3059","PCA6"
"CP3999","PCA6"
"CP777","PCA8828"
"CP5041","PCA8828"
"CP9922","PCA8828"
"CP777","PCA3080"
"CP5041","PCA3080"
"CP9922","PCA3080"
"CP777","PCA1574"
"CP5041","PCA1574"
"CP9922","PCA1574"
"CP4144","PCA21"
"CP5404","PCA21"
"CP1082","PCA21"
"CP67","PCA44"
"CP104","PCA55"
"CP1396","PCA55"
"CP8397","PCA55"
"CP57","PCA8385"
"CP57","PCA3534"
"CP57","PCA7555"
"CP28","PCA9415"
"CP28","PCA3002"
"CP28","PCA6805"
"CP3500","PCA1498"
"CP6407","PCA1498"
"CP1717","PCA1498"
"CP3500","PCA5691"
"CP6407","PCA5691"
"CP1717","PCA5691"
"CP3500","PCA5132"
"CP6407","PCA5132"
"CP1717","PCA5132"
"CP4429","PCA2693"
"CP4783","PCA2693"
"CP3632","PCA2693"
"CP4429","PCA9402"
"CP4783","PCA9402"
"CP3632","PCA9402"
"CP4429","PCA4444"
"CP4783","PCA4444"
"CP3632","PCA4444"
"CP1088","PCA35"
"CP1136","PCA35"
"CP667","PCA35"
"CP7229","PCA2965"
"CP1085","PCA2965"
"CP7180","PCA2965"
"CP7229","PCA5068"
"CP1085","PCA5068"
"CP7180","PCA5068"
"CP7229","PCA8437"
"CP1085","PCA8437"
"CP7180","PCA8437"
"CP7644","PCA30"
"CP1463","PCA30"
"CP7295","PCA30"
"CP5806","PCA27"
"CP7217","PCA27"
"CP7190","PCA27"
"CP6","PCA1300"
"CP6","PCA9949"
"CP6","PCA6711"
"CP3172","PCA68"
"CP9461","PCA68"
"CP8273","PCA68"
"CP6339","PCA15"
"CP3392","PCA15"
"CP7101","PCA15"
"CP4033","PCA53"
"CP7920","PCA53"
"CP8306","PCA53"
"CP3605","PCA753"
"CP2320","PCA753"
"CP3928","PCA753"
"CP3605","PCA2960"
"CP2320","PCA2960"
"CP3928","PCA2960"
"CP3605","PCA1039"
"CP2320","PCA1039"
"CP3928","PCA1039"
"CP41","PCA1332"
"CP41","PCA3440"
"CP41","PCA2745"
"CP4259","PCA7"
"CP7300","PCA7"
"CP8102","PCA7"
"CP7522","PCA6908"
"CP8110","PCA6908"
"CP8123","PCA6908"
"CP7522","PCA1161"
"CP8110","PCA1161"
"CP8123","PCA1161"
"CP7522","PCA2452"
"CP8110","PCA2452"
"CP8123","PCA2452"
"CP61","PCA7340"
"CP61","PCA8249"
"CP61","PCA7901"
"CP63","PCA7564"
"CP63","PCA8129"
"CP63","PCA3548"
"CP2412","PCA34"
"CP9273","PCA34"
"CP1684","PCA34"
"CP43","PCA9241"
"CP43","PCA9451"
"CP43","PCA1190"
"CP2000","PCA23"
"CP3903","PCA23"
"CP2322","PCA23"
"CP8413","PCA9552"
"CP5296","PCA9552"
"CP7244","PCA9552"
"CP8413","PCA3277"
"CP5296","PCA3277"
"CP7244","PCA3277"
"CP8413","PCA9116"
"CP5296","PCA9116"
"CP7244","PCA9116"
"CP10","PCA64"
"CP390","PCA43"
"CP266","PCA43"
"CP9025","PCA43"
"CP8452","PCA9875"
"CP9854","PCA9875"
"CP3867","PCA9875"
"CP8452","PCA8952"
"CP9854","PCA8952"
"CP3867","PCA8952"
"CP8452","PCA447"
"CP9854","PCA447"
"CP3867","PCA447"
"CP59","PCA63"
"CP14","PCA60"
"CP66","PCA64"
"CP7318","PCA9892"
"CP2017","PCA9892"
"CP1097","PCA9892"
"CP7318","PCA2394"
"CP2017","PCA2394"
"CP1097","PCA2394"
"CP7318","PCA1927"
"CP2017","PCA1927"
"CP1097","PCA1927"
"CP42","PCA20"
"CP5028","PCA37"
"CP849","PCA37"
"CP4458","PCA37"
"CP1","PCA9208"
"CP1","PCA4930"
"CP1","PCA156"
"CP31","PCA1873"
"CP31","PCA376"
"CP31","PCA4420"
"CP48","PCA27"
"CP6148","PCA9348"
"CP6760","PCA9348"
"CP7898","PCA9348"
"CP6148","PCA7852"
"CP6760","PCA7852"
"CP7898","PCA7852"
"CP6148","PCA4436"
"CP6760","PCA4436"
"CP7898","PCA4436"
"CP7","PCA2410"
"CP7","PCA8516"
"CP7","PCA8776"
"CP6736","PCA16"
"CP1087","PCA16"
"CP8373","PCA16"
"CP3669","PCA8835"
"CP4758","PCA8835"
"CP4952","PCA8835"
"CP3669","PCA6876"
"CP4758","PCA6876"
"CP4952","PCA6876"
"CP3669","PCA2413"
"CP4758","PCA2413"
"CP4952","PCA2413"
"CP50","PCA54"
"CP7685","PCA40"
"CP4957","PCA40"
"CP8267","PCA40"
"CP9","PCA23"
"CP54","PCA4962"
"CP54","PCA3503"
"CP54","PCA6588"
"CP6071","PCA4278"
"CP6754","PCA4278"
"CP6693","PCA4278"
"CP6071","PCA5106"
"CP6754","PCA5106"
"CP6693","PCA5106"
"CP6071","PCA8260"
"CP6754","PCA8260"
"CP6693","PCA8260"
"CP55","PCA6835"
"CP55","PCA4974"
"CP55","PCA6154"
"CP8921","PCA6"
"CP3564","PCA6"
"CP7738","PCA6"
"CP7","PCA2052"
"CP7","PCA1382"
"CP7","PCA4784"
"CP3979","PCA8238"
"CP9246","PCA8238"
"CP7041","PCA8238"
"CP3979","PCA4557"
"CP9246","PCA4557"
"CP7041","PCA4557"
"CP3979","PCA5635"
"CP9246","PCA5635"
"CP7041","PCA5635"
"CP459","PCA65"
"CP4961","PCA65"
"CP7901","PCA65"
"CP295","PCA50"
"CP8294","PCA50"
"CP8766","PCA50"
"CP7773","PCA2960"
"CP2593","PCA2960"
"CP2988","PCA2960"
"CP7773","PCA4358"
"CP2593","PCA4358"
"CP2988","PCA4358"
"CP7773","PCA3977"
"CP2593","PCA3977"
"CP2988","PCA3977"
"CP4","PCA1233"
"CP4","PCA3807"
"CP4","PCA3130"
"CP8677","PCA23"
"CP6158","PCA23"
"CP3507","PCA23"
"CP2","PCA6349"
"CP2","PCA8415"
"CP2","PCA4022"
"CP6","PCA43"
"CP6","PCA69"
"CP5201","PCA1931"
"CP8944","PCA1931"
"CP7198","PCA1931"
"CP5201","PCA4697"
"CP8944","PCA4697"
"CP7198","PCA4697"
"CP5201","PCA5737"
"CP8944","PCA5737"
"CP7198","PCA5737"
"CP10","PCA26"
"CP60","PCA4"
"CP8567","PCA70"
"CP3011","PCA70"
"CP9906","PCA70"
"CP9454","PCA335"
"CP5865","PCA335"
"CP8478","PCA335"
"CP9454","PCA9793"
"CP5865","PCA9793"
"CP8478","PCA9793"
"CP9454","PCA5352"
"CP5865","PCA5352"
"CP8478","PCA5352"
"CP9296","PCA4539"
"CP993","PCA4539"
"CP7551","PCA4539"
"CP9296","PCA1934"
"CP993","PCA1934"
"CP7551","PCA1934"
"CP9296","PCA6590"
"CP993","PCA6590"
"CP7551","PCA6590"
"CP3980","PCA39"
"CP5353","PCA39"
"CP2567","PCA39"
"CP1","PCA8911"
"CP7521","PCA8911"
"CP4435","PCA8911"
"CP1","PCA905"
"CP7521","PCA905"
"CP4435","PCA905"
"CP1","PCA3523"
"CP7521","PCA3523"
"CP4435","PCA3523"
"CP25","PCA31"
"CP15","PCA5792"
"CP15","PCA3928"
"CP15","PCA5228"
"CP6143","PCA3843"
"CP5152","PCA3843"
"CP2935","PCA3843"
"CP6143","PCA9386"
"CP5152","PCA9386"
"CP2935","PCA9386"
"CP6143","PCA5278"
"CP5152","PCA5278"
"CP2935","PCA5278"
"CP27","PCA6176"
"CP27","PCA2288"
"CP27","PCA495"
"CP5920","PCA47"
"CP511","PCA47"
"CP801","PCA47"
"CP53","PCA56"
"CP69","PCA49"
"CP9","PCA7"
"CP17","PCA6"
"CP21","PCA658"
"CP21","PCA9017"
"CP21","PCA4577"
"CP8983","PCA4375"
"CP9231","PCA4375"
"CP4863","PCA4375"
"CP8983","PCA6658"
"CP9231","PCA6658"
"CP4863","PCA6658"
"CP8983","PCA4006"
"CP9231","PCA4006"
"CP4863","PCA4006"
"CP49","PCA60"
"CP637","PCA61"
"CP3371","PCA61"
"CP6873","PCA61"
"CP37","PCA19"
"CP59","PCA5333"
"CP59","PCA5649"
"CP59","PCA6295"
"CP1088","PCA3"
"CP8602","PCA3"
"CP2784","PCA3"
"CP3024","PCA9756"
"CP8164","PCA9756"
"CP4804","PCA9756"
"CP3024","PCA1640"
"CP8164","PCA1640"
"CP4804","PCA1640"
"CP3024","PCA7289"
"CP8164","PCA7289"
"CP4804","PCA7289"
"CP4877","PCA6430"
"CP4096","PCA6430"
"CP4649","PCA6430"
"CP4877","PCA3872"
"CP4096","PCA3872"
"CP4649","PCA3872"
"CP4877","PCA6991"
"CP4096","PCA6991"
"CP4649","PCA6991"
"CP65","PCA9267"
"CP65","PCA2091"
"CP65","PCA4684"
"CP8097","PCA25"
"CP6235","PCA25"
"CP6189","PCA25"
"CP60","PCA18"
"CP973","PCA2437"
"CP6814","PCA2437"
"CP3404","PCA2437"
"CP973","PCA4315"
"CP6814","PCA4315"
"CP3404","PCA4315"
"CP973","PCA7863"
"CP6814","PCA7863"
"CP3404","PCA7863"
"CP8041","PCA64"
"CP2052","PCA64"
"CP9300","PCA64"
"CP61","PCA646"
"CP61","PCA328"
"CP61","PCA8663"
"CP10","PCA5"
"CP23","PCA3"
"CP43","PCA32"
"CP51","PCA9770"
"CP51","PCA2167"
"CP51","PCA3394"
"CP50","PCA43"
"CP3964","PCA6468"
"CP9408","PCA6468"
"CP3834","PCA6468"
"CP3964","PCA115"
"CP9408","PCA115"
"CP3834","PCA115"
"CP3964","PCA2615"
"CP9408","PCA2615"
"CP3834","PCA2615"
"CP60","PCA46"
"CP4931","PCA10"
"CP2537","PCA10"
"CP9553","PCA10"
"CP9855","PCA67"
"CP4128","PCA67"
"CP9599","PCA67"
"CP9612","PCA3280"
"CP9073","PCA3280"
"CP536","PCA3280"
"CP9612","PCA724"
"CP9073","PCA724"
"CP536","PCA724"
"CP9612","PCA7651"
"CP9073","PCA7651"
"CP536","PCA7651"
"CP1099","PCA15"
"CP8379","PCA15"
"CP8160","PCA15"
"CP35","PCA60"
"CP4620","PCA60"
"CP2008","PCA60"
"CP13","PCA3555"
"CP13","PCA397"
"CP13","PCA585"
"CP50","PCA7238"
"CP50","PCA8915"
"CP50","PCA1873"
"CP3419","PCA44"
"CP6790","PCA44"
"CP2419","PCA44"
"CP30","PCA39"
"CP5170","PCA1640"
"CP3187","PCA1640"
"CP8459","PCA1640"
"CP5170","PCA6673"
"CP3187","PCA6673"
"CP8459","PCA6673"
"CP5170","PCA8879"
"CP3187","PCA8879"
"CP8459","PCA8879"
"CP19","PCA41"
"CP6","PCA8790"
"CP6","PCA238"
"CP6","PCA7736"
"CP46","PCA53"
"CP7","PCA6327"
"CP7","PCA4902"
"CP7","PCA7404"
"CP23","PCA3719"
"CP23","PCA6473"
"CP23","PCA5149"
"CP44","PCA1030"
"CP44","PCA1167"
"CP44","PCA8064"
"CP27","PCA8476"
"CP27","PCA7187"
"CP27","PCA7228"
"CP1953","PCA18"
"CP7373","PCA18"
"CP6990","PCA18"
"CP2204","PCA31"
"CP9001","PCA31"
"CP9354","PCA31"
"CP62","PCA1646"
"CP62","PCA3554"
"CP62","PCA1008"
"CP7779","PCA1925"
"CP7697","PCA1925"
"CP8311","PCA1925"
"CP7779","PCA5271"
"CP7697","PCA5271"
"CP8311","PCA5271"
"CP7779","PCA2115"
"CP7697","PCA2115"
"CP8311","PCA2115"
"CP5255","PCA42"
"CP5134","PCA42"
"CP9805","PCA42"
"CP1554","PCA1417"
"CP6395","PCA1417"
"CP2849","PCA1417"
"CP1554","PCA9163"
"CP6395","PCA9163"
"CP2849","PCA9163"
"CP1554","PCA8675"
"CP6395","PCA8675"
"CP2849","PCA8675"
"CP37","PCA38"
"CP63","PCA1556"
"CP63","PCA3240"
"CP63","PCA5033"
"CP60","PCA5303"
"CP60","PCA5670"
"CP60","PCA3820"
"CP42","PCA9592"
"CP42","PCA2338"
"CP42","PCA8055"
"CP53","PCA25"
"CP21","PCA41"
"CP31","PCA1273"
"CP31","PCA9857"
"CP31","PCA2217"
"CP4209","PCA8"
"CP5505","PCA8"
"CP5222","PCA8"
"CP4391","PCA5933"
"CP5124","PCA5933"
"CP5806","PCA5933"
"CP4391","PCA1359"
"CP5124","PCA1359"
"CP5806","PCA1359"
"CP4391","PCA7976"
"CP5124","PCA7976"
"CP5806","PCA7976"
"CP2997","PCA1793"
"CP3188","PCA1793"
"CP3264","PCA1793"
"CP2997","PCA9137"
"CP3188","PCA9137"
"CP3264","PCA9137"
"CP2997","PCA3270"
"CP3188","PCA3270"
"CP3264","PCA3270"
"CP43","PCA6360"
"CP43","PCA4274"
"CP43","PCA5744"
"CP19","PCA12"
"CP3066","PCA66"
"CP1291","PCA66"
"CP8227","PCA66"
"CP222","PCA69"
"CP977","PCA69"
"CP7740","PCA69"
"CP57","PCA2964"
"CP57","PCA3788"
"CP57","PCA6036"
"CP2374","PCA9435"
"CP789","PCA9435"
"CP3805","PCA9435"
"CP2374","PCA7250"
"CP789","PCA7250"
"CP3805","PCA7250"
"CP2374","PCA221"
"CP789","PCA221"
"CP3805","PCA221"
"CP11","PCA407"
"CP11","PCA1787"
"CP11","PCA9672"
"CP9285","PCA5962"
"CP9121","PCA5962"
"CP9104","PCA5962"
"CP9285","PCA6715"
"CP9121","PCA6715"
"CP9104","PCA6715"
"CP9285","PCA8554"
"CP9121","PCA8554"
"CP9104","PCA8554"
"CP6876","PCA13"
"CP4558","PCA13"
"CP4036","PCA13"
"CP5852","PCA2204"
"CP3086","PCA2204"
"CP9492","PCA2204"
"CP5852","PCA7798"
"CP3086","PCA7798"
"CP9492","PCA7798"
"CP5852","PCA457"
"CP3086","PCA457"
"CP9492","PCA457"
"CP5524","PCA94"
"CP1175","PCA94"
"CP7299","PCA94"
"CP5524","PCA7287"
"CP1175","PCA7287"
"CP7299","PCA7287"
"CP5524","PCA4767"
"CP1175","PCA4767"
"CP7299","PCA4767"
"CP7287","PCA40"
"CP4343","PCA40"
"CP2498","PCA40"
"CP16","PCA23"
"CP5688","PCA59"
"CP863","PCA59"
"CP1288","PCA59"
"CP47","PCA31"
"CP29","PCA58"
"CP27","PCA8735"
"CP27","PCA7776"
"CP27","PCA6136"
"CP6994","PCA25"
"CP9702","PCA25"
"CP2482","PCA25"
"CP37","PCA5978"
"CP37","PCA4496"
"CP37","PCA7648"
"CP55","PCA9668"
"CP55","PCA2833"
"CP55","PCA5993"
"CP2621","PCA57"
"CP9628","PCA57"
"CP8287","PCA57"
"CP70","PCA54"
"CP49","PCA370"
"CP49","PCA6141"
"CP49","PCA2462"
"CP13","PCA1465"
"CP13","PCA2693"
"CP13","PCA8444"
"CP48","PCA9868"
"CP48","PCA8280"
"CP48","PCA9210"
"CP7489","PCA4399"
"CP8805","PCA4399"
"CP1120","PCA4399"
"CP7489","PCA2696"
"CP8805","PCA2696"
"CP1120","PCA2696"
"CP7489","PCA5515"
"CP8805","PCA5515"
"CP1120","PCA5515"
"CP3171","PCA958"
"CP3059","PCA958"
"CP3651","PCA958"
"CP3171","PCA4672"
"CP3059","PCA4672"
"CP3651","PCA4672"
"CP3171","PCA9818"
"CP3059","PCA9818"
"CP3651","PCA9818"
"CP42","PCA33"
"CP5273","PCA66"
"CP5095","PCA66"
"CP7159","PCA66"
"CP1","PCA39"
"CP60","PCA9259"
"CP60","PCA7037"
"CP60","PCA9447"
"CP3162","PCA4051"
"CP8503","PCA4051"
"CP8192","PCA4051"
"CP3162","PCA5482"
"CP8503","PCA5482"
"CP8192","PCA5482"
"CP3162","PCA9494"
"CP8503","PCA9494"
"CP8192","PCA9494"
"CP2584","PCA3584"
"CP1485","PCA3584"
"CP9034","PCA3584"
"CP2584","PCA4726"
"CP1485","PCA4726"
"CP9034","PCA4726"
"CP2584","PCA7500"
"CP1485","PCA7500"
"CP9034","PCA7500"
"CP60","PCA4443"
"CP60","PCA6350"
"CP60","PCA1575"
"CP38","PCA21"
"CP62","PCA3913"
"CP62","PCA6634"
"CP62","PCA5876"
"CP1431","PCA5827"
"CP6648","PCA5827"
"CP2039","PCA5827"
"CP1431","PCA3873"
"CP6648","PCA3873"
"CP2039","PCA3873"
"CP1431","PCA3768"
"CP6648","PCA3768"
"CP2039","PCA3768"
"CP307","PCA8"
"CP5288","PCA8"
"CP5834","PCA8"
"CP8609","PCA7161"
"CP646","PCA7161"
"CP9024","PCA7161"
"CP8609","PCA408"
"CP646","PCA408"
"CP9024","PCA408"
"CP8609","PCA5775"
"CP646","PCA5775"
"CP9024","PCA5775"
"CP6668","PCA46"
"CP7340","PCA46"
"CP2868","PCA46"
"CP6276","PCA26"
"CP733","PCA26"
"CP4626","PCA26"
"CP7585","PCA56"
"CP6715","PCA56"
"CP5530","PCA56"
"CP134","PCA9937"
"CP8357","PCA9937"
"CP5335","PCA9937"
"CP134","PCA5769"
"CP8357","PCA5769"
"CP5335","PCA5769"
"CP134","PCA1076"
"CP8357","PCA1076"
"CP5335","PCA1076"
"CP5355","PCA20"
"CP2276","PCA20"
"CP7388","PCA20"
"CP25","PCA8620"
"CP25","PCA8400"
"CP25","PCA3560"
"CP2091","PCA9988"
"CP7936","PCA9988"
"CP2769","PCA9988"
"CP2091","PCA3585"
"CP7936","PCA3585"
"CP2769","PCA3585"
"CP2091","PCA1629"
"CP7936","PCA1629"
"CP2769","PCA1629"
"CP25","PCA26"
"CP66","PCA6490"
"CP66","PCA7030"
"CP66","PCA9548"
"CP295","PCA47"
"CP6212","PCA47"
"CP7578","PCA47"
"CP215","PCA8492"
"CP3693","PCA8492"
"CP2830","PCA8492"
"CP215","PCA2685"
"CP3693","PCA2685"
"CP2830","PCA2685"
"CP215","PCA8072"
"CP3693","PCA8072"
"CP2830","PCA8072"
"CP19","PCA7205"
"CP19","PCA9362"
"CP19","PCA4654"
"CP9563","PCA5111"
"CP7522","PCA5111"
"CP8864","PCA5111"
"CP9563","PCA9972"
"CP7522","PCA9972"
"CP8864","PCA9972"
"CP9563","PCA4107"
"CP7522","PCA4107"
"CP8864","PCA4107"
"CP12","PCA49"
"CP43","PCA40"
"CP8622","PCA6991"
"CP3108","PCA6991"
"CP5592","PCA6991"
"CP8622","PCA3969"
"CP3108","PCA3969"
"CP5592","PCA3969"
"CP8622","PCA7770"
"CP3108","PCA7770"
"CP5592","PCA7770"
"CP15","PCA6934"
"CP15","PCA5905"
"CP15","PCA9851"
"CP106","PCA39"
"CP1169","PCA39"
"CP6157","PCA39"
"CP8507","PCA4746"
"CP8325","PCA4746"
"CP6386","PCA4746"
"CP8507","PCA6070"
"CP8325","PCA6070"
"CP6386","PCA6070"
"CP8507","PCA459"
"CP8325","PCA459"
"CP6386","PCA459"
"CP4957","PCA61"
"CP3807","PCA61"
"CP1324","PCA61"
"CP59","PCA44"
"CP25","PCA66"
"CP28","PCA3385"
"CP28","PCA4298"
"CP28","PCA3303"
"CP726","PCA6577"
"CP8650","PCA6577"
"CP2533","PCA6577"
"CP726","PCA1473"
"CP8650","PCA1473"
"CP2533","PCA1473"
"CP726","PCA2581"
"CP8650","PCA2581"
"CP2533","PCA2581"
"CP57","PCA57"
"CP9959","PCA6896"
"CP7376","PCA6896"
"CP6497","PCA6896"
"CP9959","PCA689"
"CP7376","PCA689"
"CP6497","PCA689"
"CP9959","PCA8865"
"CP7376","PCA8865"
"CP6497","PCA8865"
"CP1862","PCA4"
"CP5758","PCA4"
"CP978","PCA4"
"CP11","PCA26"
"CP6713","PCA69"
"CP3878","PCA69"
"CP3045","PCA69"
"CP10","PCA25"
"CP38","PCA12"
"CP39","PCA2245"
"CP39","PCA2134"
"CP39","PCA6405"
"CP4","PCA38"
"CP23","PCA3406"
"CP23","PCA5090"
"CP23","PCA4634"
"CP47","PCA36"
"CP9282","PCA14"
"CP6677","PCA14"
"CP4071","PCA14"
"CP864","PCA38"
"CP7504","PCA38"
"CP8949","PCA38"
"CP675","PCA10"
"CP6028","PCA10"
"CP6265","PCA10"
"CP2961","PCA4907"
"CP1676","PCA4907"
"CP6959","PCA4907"
"CP2961","PCA2705"
"CP1676","PCA2705"
"CP6959","PCA2705"
"CP2961","PCA7215"
"CP1676","PCA7215"
"CP6959","PCA7215"
"CP7265","PCA58"
"CP1600","PCA58"
"CP4150","PCA58"
"CP4554","PCA5439"
"CP7436","PCA5439"
"CP4606","PCA5439"
"CP4554","PCA8658"
"CP7436","PCA8658"
"CP4606","PCA8658"
"CP4554","PCA8487"
"CP7436","PCA8487"
"CP4606","PCA8487"
"CP6","PCA35"
"CP3156","PCA5313"
"CP6323","PCA5313"
"CP8711","PCA5313"
"CP3156","PCA4410"
"CP6323","PCA4410"
"CP8711","PCA4410"
"CP3156","PCA4655"
"CP6323","PCA4655"
"CP8711","PCA4655"
"CP55","PCA1820"
"CP55","PCA1166"
"CP55","PCA2741"
"CP7510","PCA64"
"CP9924","PCA64"
"CP8210","PCA64"
"CP6","PCA33"
"CP4","PCA3314"
"CP4","PCA3273"
"CP4","PCA1521"
"CP34","PCA6087"
"CP34","PCA6235"
"CP34","PCA2665"
"CP1006","PCA2373"
"CP6245","PCA2373"
"CP950","PCA2373"
"CP1006","PCA2454"
"CP6245","PCA2454"
"CP950","PCA2454"
"CP1006","PCA4330"
"CP6245","PCA4330"
"CP950","PCA4330"
"CP4816","PCA3161"
"CP4408","PCA3161"
"CP2332","PCA3161"
"CP4816","PCA8218"
"CP4408","PCA8218"
"CP2332","PCA8218"
"CP4816","PCA7255"
"CP4408","PCA7255"
"CP2332","PCA7255"
"CP7607","PCA2346"
"CP3203","PCA2346"
"CP690","PCA2346"
"CP7607","PCA5500"
"CP3203","PCA5500"
"CP690","PCA5500"
"CP7607","PCA5411"
"CP3203","PCA5411"
"CP690","PCA5411"
"CP9","PCA2827"
"CP9","PCA9326"
"CP9","PCA6535"
"CP8808","PCA2245"
"CP8050","PCA2245"
"CP2932","PCA2245"
"CP8808","PCA8477"
"CP8050","PCA8477"
"CP2932","PCA8477"
"CP8808","PCA2407"
"CP8050","PCA2407"
"CP2932","PCA2407"
"CP8730","PCA4"
"CP9484","PCA4"
"CP8119","PCA4"
"CP13","PCA9530"
"CP13","PCA9393"
"CP13","PCA3814"
"CP70","PCA1642"
"CP70","PCA6989"
"CP70","PCA9427"
"CP4","PCA64"
"CP31","PCA1106"
"CP31","PCA225"
"CP31","PCA2138"
"CP6724","PCA25"
"CP5620","PCA25"
"CP7932","PCA25"
"CP5889","PCA46"
"CP8954","PCA46"
"CP7092","PCA46"
"CP49","PCA14"
"CP5548","PCA1618"
"CP4597","PCA1618"
"CP1485","PCA1618"
"CP5548","PCA5301"
"CP4597","PCA5301"
"CP1485","PCA5301"
"CP5548","PCA9156"
"CP4597","PCA9156"
"CP1485","PCA9156"
"CP29","PCA2782"
"CP29","PCA8818"
"CP29","PCA5975"
"CP18","PCA2973"
"CP18","PCA9482"
"CP18","PCA7842"
"CP55","PCA62"
"CP1097","PCA6648"
"CP2109","PCA6648"
"CP9492","PCA6648"
"CP1097","PCA4765"
"CP2109","PCA4765"
"CP9492","PCA4765"
"CP1097","PCA7619"
"CP2109","PCA7619"
"CP9492","PCA7619"
"CP70","PCA9492"
"CP70","PCA5822"
"CP70","PCA3309"
"CP9","PCA8"
"CP22","PCA712"
"CP22","PCA9141"
"CP22","PCA5944"
"CP7","PCA69"
"CP1977","PCA4204"
"CP1251","PCA4204"
"CP8495","PCA4204"
"CP1977","PCA1182"
"CP1251","PCA1182"
"CP8495","PCA1182"
"CP1977","PCA7696"
"CP1251","PCA7696"
"CP8495","PCA7696"
"CP1444","PCA70"
"CP8639","PCA70"
"CP7054","PCA70"
"CP4226","PCA7592"
"CP8694","PCA7592"
"CP3432","PCA7592"
"CP4226","PCA9103"
"CP8694","PCA9103"
"CP3432","PCA9103"
"CP4226","PCA7585"
"CP8694","PCA7585"
"CP3432","PCA7585"
"CP37","PCA20"
"CP8450","PCA52"
"CP7249","PCA52"
"CP60","PCA52"
"CP5729","PCA2"
"CP1836","PCA2"
"CP9577","PCA2"
"CP17","PCA9713"
"CP17","PCA8144"
"CP17","PCA3768"
"CP2459","PCA26"
"CP70","PCA26"
"CP125","PCA26"
"CP18","PCA1809"
"CP18","PCA2579"
"CP18","PCA6481"
"CP54","PCA2"
"CP3784","PCA9332"
"CP8346","PCA9332"
"CP8064","PCA9332"
"CP3784","PCA7451"
"CP8346","PCA7451"
"CP8064","PCA7451"
"CP3784","PCA3215"
"CP8346","PCA3215"
"CP8064","PCA3215"
"CP42","PCA9553"
"CP42","PCA2057"
"CP42","PCA8182"
"CP7731","PCA57"
"CP985","PCA57"
"CP5201","PCA57"
"CP36","PCA57"
"CP13","PCA40"
"CP62","PCA4848"
"CP62","PCA8469"
"CP62","PCA4879"
"CP70","PCA5433"
"CP70","PCA6391"
"CP70","PCA966"
"CP34","PCA65"
"CP3079","PCA9676"
"CP1200","PCA9676"
"CP7361","PCA9676"
"CP3079","PCA1227"
"CP1200","PCA1227"
"CP7361","PCA1227"
"CP3079","PCA7947"
"CP1200","PCA7947"
"CP7361","PCA7947"
"CP2386","PCA4545"
"CP7693","PCA4545"
"CP5953","PCA4545"
"CP2386","PCA7836"
"CP7693","PCA7836"
"CP5953","PCA7836"
"CP2386","PCA7457"
"CP7693","PCA7457"
"CP5953","PCA7457"
"CP185","PCA8300"
"CP4142","PCA8300"
"CP7028","PCA8300"
"CP185","PCA405"
"CP4142","PCA405"
"CP7028","PCA405"
"CP185","PCA4487"
"CP4142","PCA4487"
"CP7028","PCA4487"
"CP45","PCA5648"
"CP45","PCA8134"
"CP45","PCA5589"
"CP9204","PCA44"
"CP7339","PCA44"
"CP1460","PCA44"
"CP7140","PCA69"
"CP165","PCA69"
"CP3296","PCA69"
"CP39","PCA8496"
"CP39","PCA1066"
"CP39","PCA8686"
"CP4674","PCA2138"
"CP9207","PCA2138"
"CP6017","PCA2138"
"CP4674","PCA7964"
"CP9207","PCA7964"
"CP6017","PCA7964"
"CP4674","PCA5387"
"CP9207","PCA5387"
"CP6017","PCA5387"
"CP60","PCA15"
"CP6972","PCA2973"
"CP5404","PCA2973"
"CP5171","PCA2973"
"CP6972","PCA1236"
"CP5404","PCA1236"
"CP5171","PCA1236"
"CP6972","PCA9824"
"CP5404","PCA9824"
"CP5171","PCA9824"
"CP31","PCA65"
"CP19","PCA50"
"CP2567","PCA57"
"CP7169","PCA57"
"CP3884","PCA57"
"CP8350","PCA3848"
"CP4975","PCA3848"
"CP8652","PCA3848"
"CP8350","PCA161"
"CP4975","PCA161"
"CP8652","PCA161"
"CP8350","PCA2935"
"CP4975","PCA2935"
"CP8652","PCA2935"
"CP35","PCA41"
"CP7455","PCA34"
"CP4123","PCA34"
"CP298","PCA34"
"CP30","PCA48"
"CP23","PCA34"
"CP8456","PCA4045"
"CP9693","PCA4045"
"CP9181","PCA4045"
"CP8456","PCA5758"
"CP9693","PCA5758"
"CP9181","PCA5758"
"CP8456","PCA56"
"CP9693","PCA56"
"CP9181","PCA56"
"CP4172","PCA2207"
"CP7339","PCA2207"
"CP2664","PCA2207"
"CP4172","PCA2270"
"CP7339","PCA2270"
"CP2664","PCA2270"
"CP4172","PCA6942"
"CP7339","PCA6942"
"CP2664","PCA6942"
"CP36","PCA49"
"CP2136","PCA1810"
"CP9105","PCA1810"
"CP2141","PCA1810"
"CP2136","PCA9910"
"CP9105","PCA9910"
"CP2141","PCA9910"
"CP2136","PCA8694"
"CP9105","PCA8694"
"CP2141","PCA8694"
