"GOALID","EXCEPTIONCASEID"
"G3","EC2"
"G65","EC2"
"G37","EC2"
"G20","EC2115"
"G20","EC4982"
"G20","EC9335"
"G63","EC2115"
"G63","EC4982"
"G63","EC9335"
"G27","EC2115"
"G27","EC4982"
"G27","EC9335"
"G53","EC1134"
"G53","EC9317"
"G53","EC5232"
"G53","EC21"
"G50","EC1134"
"G50","EC9317"
"G50","EC5232"
"G50","EC21"
"G57","EC1134"
"G57","EC9317"
"G57","EC5232"
"G57","EC21"
"G48","EC68"
"G48","EC25"
"G56","EC4"
"G24","EC27"
"G53","EC53"
"G1","EC53"
"G25","EC53"
"G37","EC2261"
"G37","EC5637"
"G37","EC5356"
"G50","EC2261"
"G50","EC5637"
"G50","EC5356"
"G30","EC2261"
"G30","EC5637"
"G30","EC5356"
"G33","EC3552"
"G33","EC3080"
"G33","EC4890"
"G29","EC16"
"G10","EC66"
"G42","EC17"
"G11","EC7"
"G11","EC7547"
"G11","EC6913"
"G11","EC3338"
"G6","EC9427"
"G6","EC9932"
"G6","EC4495"
"G24","EC7426"
"G24","EC2291"
"G24","EC776"
"G70","EC7426"
"G70","EC2291"
"G70","EC776"
"G25","EC7426"
"G25","EC2291"
"G25","EC776"
"G3","EC6916"
"G3","EC2036"
"G3","EC375"
"G68","EC26"
"G36","EC23"
"G27","EC49"
"G27","EC22"
"G4","EC49"
"G4","EC22"
"G59","EC49"
"G59","EC22"
"G2","EC66"
"G23","EC2073"
"G23","EC4401"
"G23","EC6523"
"G20","EC2073"
"G20","EC4401"
"G20","EC6523"
"G31","EC2073"
"G31","EC4401"
"G31","EC6523"
"G20","EC63"
"G11","EC63"
"G49","EC63"
"G36","EC12"
"G52","EC12"
"G9","EC12"
"G69","EC4330"
"G69","EC8675"
"G69","EC2847"
"G42","EC16"
"G5","EC9790"
"G5","EC9643"
"G5","EC9184"
"G29","EC53"
"G2","EC53"
"G49","EC53"
"G15","EC6633"
"G15","EC3190"
"G15","EC2167"
"G55","EC6633"
"G55","EC3190"
"G55","EC2167"
"G59","EC6633"
"G59","EC3190"
"G59","EC2167"
"G8","EC44"
"G68","EC44"
"G4","EC44"
"G44","EC24"
"G44","EC2"
"G59","EC47"
"G53","EC47"
"G18","EC47"
"G30","EC7217"
"G30","EC7172"
"G30","EC4582"
"G57","EC7217"
"G57","EC7172"
"G57","EC4582"
"G52","EC7217"
"G52","EC7172"
"G52","EC4582"
"G25","EC4709"
"G25","EC7302"
"G25","EC2864"
"G29","EC4709"
"G29","EC7302"
"G29","EC2864"
"G59","EC4709"
"G59","EC7302"
"G59","EC2864"
"G39","EC4"
"G29","EC4"
"G42","EC4"
"G16","EC47"
"G65","EC8056"
"G65","EC4693"
"G65","EC7302"
"G8","EC21"
"G8","EC2866"
"G8","EC2197"
"G8","EC4796"
"G8","EC1"
"G56","EC2895"
"G56","EC3088"
"G56","EC9899"
"G29","EC2895"
"G29","EC3088"
"G29","EC9899"
"G51","EC2895"
"G51","EC3088"
"G51","EC9899"
"G50","EC33"
"G9","EC33"
"G26","EC33"
"G68","EC25"
"G38","EC25"
"G4","EC25"
"G59","EC47"
"G36","EC30"
"G36","EC30"
"G47","EC30"
"G47","EC30"
"G53","EC30"
"G53","EC30"
"G52","EC8513"
"G52","EC3485"
"G52","EC3158"
"G51","EC8513"
"G51","EC3485"
"G51","EC3158"
"G9","EC8513"
"G9","EC3485"
"G9","EC3158"
"G33","EC14"
"G11","EC14"
"G18","EC14"
"G63","EC70"
"G63","EC3016"
"G63","EC2438"
"G63","EC7346"
"G63","EC3540"
"G63","EC8846"
"G63","EC3556"
"G22","EC1122"
"G22","EC8572"
"G22","EC3261"
"G44","EC1122"
"G44","EC8572"
"G44","EC3261"
"G42","EC1122"
"G42","EC8572"
"G42","EC3261"
"G4","EC3202"
"G4","EC4195"
"G4","EC8110"
"G44","EC40"
"G60","EC40"
"G38","EC40"
"G1","EC4673"
"G1","EC2273"
"G1","EC9669"
"G6","EC52"
"G49","EC6807"
"G49","EC2544"
"G49","EC531"
"G30","EC5475"
"G30","EC1753"
"G30","EC7490"
"G32","EC36"
"G32","EC24"
"G55","EC9381"
"G55","EC5741"
"G55","EC7261"
"G22","EC5552"
"G22","EC1663"
"G22","EC5414"
"G2","EC8682"
"G2","EC3822"
"G2","EC1513"
"G2","EC7"
"G51","EC1"
"G37","EC42"
"G43","EC42"
"G57","EC42"
"G22","EC810"
"G22","EC706"
"G22","EC8163"
"G22","EC2"
"G23","EC810"
"G23","EC706"
"G23","EC8163"
"G23","EC2"
"G10","EC810"
"G10","EC706"
"G10","EC8163"
"G10","EC2"
"G26","EC64"
"G2","EC64"
"G4","EC64"
"G53","EC1097"
"G53","EC9207"
"G53","EC5561"
"G31","EC10"
"G31","EC1"
"G42","EC145"
"G42","EC7065"
"G42","EC3900"
"G47","EC751"
"G47","EC4546"
"G47","EC8655"
"G47","EC1495"
"G47","EC6"
"G47","EC8620"
"G47","EC3"
"G41","EC48"
"G4","EC20"
"G4","EC9795"
"G4","EC8000"
"G4","EC3949"
"G44","EC20"
"G44","EC9795"
"G44","EC8000"
"G44","EC3949"
"G32","EC20"
"G32","EC9795"
"G32","EC8000"
"G32","EC3949"
"G37","EC1645"
"G37","EC4926"
"G37","EC8179"
"G56","EC2194"
"G56","EC5172"
"G56","EC1948"
"G56","EC12"
"G49","EC8891"
"G49","EC7509"
"G49","EC6244"
"G40","EC7"
"G51","EC54"
"G23","EC54"
"G26","EC54"
"G40","EC45"
"G42","EC45"
"G30","EC45"
"G33","EC58"
"G33","EC7"
"G55","EC349"
"G55","EC7472"
"G55","EC6775"
"G34","EC8"
"G45","EC17"
"G26","EC17"
"G58","EC17"
"G9","EC5172"
"G9","EC7242"
"G9","EC2613"
"G23","EC5172"
"G23","EC7242"
"G23","EC2613"
"G32","EC5172"
"G32","EC7242"
"G32","EC2613"
"G63","EC5399"
"G63","EC876"
"G63","EC2854"
"G63","EC6742"
"G63","EC5151"
"G63","EC9899"
"G34","EC7276"
"G34","EC9556"
"G34","EC7794"
"G55","EC57"
"G55","EC47"
"G31","EC57"
"G31","EC47"
"G29","EC57"
"G29","EC47"
"G24","EC823"
"G24","EC5910"
"G24","EC8512"
"G36","EC823"
"G36","EC5910"
"G36","EC8512"
"G67","EC823"
"G67","EC5910"
"G67","EC8512"
"G22","EC27"
"G22","EC19"
"G54","EC27"
"G54","EC19"
"G55","EC27"
"G55","EC19"
"G45","EC46"
"G53","EC40"
"G70","EC40"
"G64","EC40"
"G60","EC7567"
"G60","EC2045"
"G60","EC6757"
"G57","EC7567"
"G57","EC2045"
"G57","EC6757"
"G32","EC7567"
"G32","EC2045"
"G32","EC6757"
"G50","EC47"
"G50","EC1887"
"G50","EC138"
"G50","EC2870"
"G67","EC47"
"G67","EC1887"
"G67","EC138"
"G67","EC2870"
"G32","EC47"
"G32","EC1887"
"G32","EC138"
"G32","EC2870"
"G34","EC9529"
"G34","EC7387"
"G34","EC844"
"G59","EC9529"
"G59","EC7387"
"G59","EC844"
"G33","EC9529"
"G33","EC7387"
"G33","EC844"
"G40","EC56"
"G32","EC56"
"G49","EC56"
"G65","EC60"
"G21","EC60"
"G8","EC60"
"G63","EC8405"
"G63","EC77"
"G63","EC9399"
"G29","EC8405"
"G29","EC77"
"G29","EC9399"
"G20","EC8405"
"G20","EC77"
"G20","EC9399"
"G30","EC8684"
"G30","EC9109"
"G30","EC8022"
"G11","EC8684"
"G11","EC9109"
"G11","EC8022"
"G22","EC8684"
"G22","EC9109"
"G22","EC8022"
"G10","EC2179"
"G10","EC6387"
"G10","EC3206"
"G47","EC51"
"G47","EC22"
"G4","EC9206"
"G4","EC5187"
"G4","EC821"
"G4","EC24"
"G19","EC27"
"G43","EC5285"
"G43","EC8017"
"G43","EC4880"
"G43","EC54"
"G64","EC5285"
"G64","EC8017"
"G64","EC4880"
"G64","EC54"
"G16","EC5285"
"G16","EC8017"
"G16","EC4880"
"G16","EC54"
"G44","EC63"
"G33","EC1975"
"G33","EC3969"
"G33","EC4954"
"G39","EC54"
"G53","EC5068"
"G53","EC8225"
"G53","EC3189"
"G16","EC5068"
"G16","EC8225"
"G16","EC3189"
"G28","EC5068"
"G28","EC8225"
"G28","EC3189"
"G29","EC6529"
"G29","EC5206"
"G29","EC6908"
"G10","EC6529"
"G10","EC5206"
"G10","EC6908"
"G1","EC6529"
"G1","EC5206"
"G1","EC6908"
"G16","EC55"
"G24","EC2225"
"G24","EC4216"
"G24","EC173"
"G35","EC2225"
"G35","EC4216"
"G35","EC173"
"G31","EC2225"
"G31","EC4216"
"G31","EC173"
"G43","EC23"
"G11","EC23"
"G56","EC23"
"G65","EC2017"
"G65","EC9853"
"G65","EC9199"
"G23","EC2017"
"G23","EC9853"
"G23","EC9199"
"G18","EC2017"
"G18","EC9853"
"G18","EC9199"
"G16","EC42"
"G28","EC27"
"G28","EC9682"
"G28","EC6062"
"G28","EC8707"
"G59","EC27"
"G59","EC9682"
"G59","EC6062"
"G59","EC8707"
"G69","EC27"
"G69","EC9682"
"G69","EC6062"
"G69","EC8707"
"G13","EC20"
"G28","EC41"
"G57","EC41"
"G7","EC41"
"G69","EC55"
"G1","EC55"
"G9","EC55"
"G29","EC1441"
"G29","EC2307"
"G29","EC9030"
"G58","EC7976"
"G58","EC780"
"G58","EC6430"
"G69","EC64"
"G69","EC3841"
"G69","EC2945"
"G69","EC8053"
"G38","EC64"
"G38","EC3841"
"G38","EC2945"
"G38","EC8053"
"G28","EC64"
"G28","EC3841"
"G28","EC2945"
"G28","EC8053"
"G4","EC35"
"G68","EC4"
"G21","EC4"
"G18","EC4"
"G53","EC33"
"G53","EC52"
"G41","EC41"
"G14","EC41"
"G45","EC41"
"G34","EC8212"
"G34","EC9923"
"G34","EC8605"
"G23","EC5793"
"G23","EC4821"
"G23","EC9472"
"G17","EC5793"
"G17","EC4821"
"G17","EC9472"
"G1","EC5793"
"G1","EC4821"
"G1","EC9472"
"G5","EC25"
"G37","EC46"
"G61","EC46"
"G56","EC46"
"G66","EC8934"
"G66","EC6541"
"G66","EC2202"
"G66","EC2868"
"G66","EC1810"
"G66","EC6557"
"G11","EC8324"
"G11","EC6707"
"G11","EC9208"
"G65","EC8324"
"G65","EC6707"
"G65","EC9208"
"G18","EC8324"
"G18","EC6707"
"G18","EC9208"
"G37","EC2028"
"G37","EC6411"
"G37","EC1184"
"G10","EC2028"
"G10","EC6411"
"G10","EC1184"
"G43","EC2028"
"G43","EC6411"
"G43","EC1184"
"G34","EC8761"
"G34","EC4381"
"G34","EC1183"
"G40","EC8761"
"G40","EC4381"
"G40","EC1183"
"G66","EC8761"
"G66","EC4381"
"G66","EC1183"
"G20","EC119"
"G20","EC9136"
"G20","EC1875"
"G20","EC1863"
"G20","EC7108"
"G20","EC1919"
"G5","EC11"
"G59","EC11"
"G19","EC11"
"G34","EC8867"
"G34","EC890"
"G34","EC1425"
"G37","EC8867"
"G37","EC890"
"G37","EC1425"
"G59","EC8867"
"G59","EC890"
"G59","EC1425"
"G22","EC7586"
"G22","EC5008"
"G22","EC714"
"G21","EC6"
"G47","EC6"
"G23","EC6"
"G20","EC16"
"G38","EC917"
"G38","EC9783"
"G38","EC7122"
"G29","EC917"
"G29","EC9783"
"G29","EC7122"
"G32","EC917"
"G32","EC9783"
"G32","EC7122"
"G70","EC6467"
"G70","EC6147"
"G70","EC1626"
"G70","EC64"
"G28","EC6467"
"G28","EC6147"
"G28","EC1626"
"G28","EC64"
"G32","EC6467"
"G32","EC6147"
"G32","EC1626"
"G32","EC64"
"G70","EC62"
"G70","EC69"
"G50","EC6652"
"G50","EC1326"
"G50","EC8633"
"G52","EC9697"
"G52","EC9028"
"G52","EC4794"
"G52","EC3502"
"G52","EC3366"
"G52","EC7611"
"G7","EC9681"
"G7","EC1710"
"G7","EC2109"
"G1","EC9681"
"G1","EC1710"
"G1","EC2109"
"G31","EC9681"
"G31","EC1710"
"G31","EC2109"
"G57","EC45"
"G38","EC45"
"G6","EC45"
"G29","EC7046"
"G29","EC2057"
"G29","EC8924"
"G29","EC19"
"G46","EC7046"
"G46","EC2057"
"G46","EC8924"
"G46","EC19"
"G58","EC7046"
"G58","EC2057"
"G58","EC8924"
"G58","EC19"
"G44","EC539"
"G44","EC65"
"G44","EC1152"
"G7","EC539"
"G7","EC65"
"G7","EC1152"
"G6","EC539"
"G6","EC65"
"G6","EC1152"
"G59","EC63"
"G59","EC66"
"G32","EC63"
"G32","EC66"
"G66","EC63"
"G66","EC66"
"G11","EC42"
"G11","EC1853"
"G11","EC1756"
"G11","EC2351"
"G11","EC11"
"G18","EC35"
"G31","EC35"
"G12","EC35"
"G4","EC4184"
"G4","EC161"
"G4","EC1714"
"G61","EC4184"
"G61","EC161"
"G61","EC1714"
"G68","EC4184"
"G68","EC161"
"G68","EC1714"
"G40","EC2729"
"G40","EC5137"
"G40","EC5746"
"G40","EC11"
"G1","EC2729"
"G1","EC5137"
"G1","EC5746"
"G1","EC11"
"G45","EC2729"
"G45","EC5137"
"G45","EC5746"
"G45","EC11"
"G16","EC5"
"G16","EC4990"
"G16","EC2765"
"G16","EC253"
"G16","EC61"
"G16","EC33"
"G16","EC20"
"G30","EC56"
"G55","EC55"
"G55","EC2778"
"G55","EC933"
"G67","EC55"
"G67","EC2778"
"G67","EC933"
"G54","EC55"
"G54","EC2778"
"G54","EC933"
"G47","EC5603"
"G47","EC2106"
"G47","EC7559"
"G47","EC37"
"G6","EC5603"
"G6","EC2106"
"G6","EC7559"
"G6","EC37"
"G68","EC5603"
"G68","EC2106"
"G68","EC7559"
"G68","EC37"
"G57","EC33"
"G24","EC15"
"G43","EC15"
"G6","EC15"
"G42","EC21"
"G56","EC24"
"G28","EC24"
"G55","EC24"
"G18","EC5423"
"G18","EC5946"
"G18","EC4979"
"G18","EC23"
"G20","EC5"
"G20","EC1891"
"G20","EC36"
"G20","EC2170"
"G56","EC5"
"G56","EC1891"
"G56","EC36"
"G56","EC2170"
"G38","EC5"
"G38","EC1891"
"G38","EC36"
"G38","EC2170"
"G32","EC425"
"G32","EC5414"
"G32","EC984"
"G14","EC4291"
"G14","EC926"
"G14","EC4714"
"G15","EC4291"
"G15","EC926"
"G15","EC4714"
"G54","EC4291"
"G54","EC926"
"G54","EC4714"
"G44","EC56"
"G44","EC6691"
"G44","EC9936"
"G44","EC7918"
"G12","EC56"
"G12","EC6691"
"G12","EC9936"
"G12","EC7918"
"G22","EC56"
"G22","EC6691"
"G22","EC9936"
"G22","EC7918"
"G28","EC67"
"G9","EC67"
"G39","EC67"
"G59","EC6507"
"G59","EC1523"
"G59","EC996"
"G4","EC6507"
"G4","EC1523"
"G4","EC996"
"G56","EC6507"
"G56","EC1523"
"G56","EC996"
"G44","EC36"
"G29","EC36"
"G37","EC36"
"G37","EC48"
"G37","EC53"
"G37","EC4184"
"G37","EC161"
"G37","EC1714"
"G34","EC4323"
"G34","EC878"
"G34","EC7279"
"G38","EC2239"
"G38","EC1795"
"G38","EC7462"
"G23","EC9021"
"G23","EC8595"
"G23","EC7851"
"G23","EC67"
"G10","EC9021"
"G10","EC8595"
"G10","EC7851"
"G10","EC67"
"G41","EC9021"
"G41","EC8595"
"G41","EC7851"
"G41","EC67"
"G1","EC62"
"G29","EC62"
"G45","EC62"
"G60","EC41"
"G60","EC62"
"G5","EC17"
"G4","EC17"
"G26","EC17"
"G25","EC17"
"G15","EC17"
"G30","EC17"
"G29","EC50"
"G38","EC50"
"G47","EC50"
"G26","EC42"
"G17","EC6029"
"G17","EC4194"
"G17","EC233"
"G7","EC69"
"G63","EC69"
"G59","EC69"
"G39","EC14"
"G39","EC19"
"G36","EC14"
"G36","EC19"
"G50","EC14"
"G50","EC19"
"G70","EC8641"
"G70","EC30"
"G70","EC3332"
"G8","EC8641"
"G8","EC30"
"G8","EC3332"
"G7","EC8641"
"G7","EC30"
"G7","EC3332"
"G70","EC2877"
"G70","EC1501"
"G70","EC6699"
"G70","EC64"
"G7","EC3980"
"G7","EC8494"
"G7","EC159"
"G7","EC7"
"G43","EC7723"
"G43","EC4366"
"G43","EC9545"
"G67","EC54"
"G35","EC54"
"G46","EC54"
"G66","EC34"
"G43","EC7604"
"G43","EC751"
"G43","EC3295"
"G14","EC1693"
"G14","EC5912"
"G14","EC2164"
"G14","EC7448"
"G14","EC3659"
"G14","EC9022"
"G23","EC61"
"G68","EC3377"
"G68","EC4832"
"G68","EC6843"
"G47","EC8509"
"G47","EC4344"
"G47","EC647"
"G22","EC8509"
"G22","EC4344"
"G22","EC647"
"G7","EC8509"
"G7","EC4344"
"G7","EC647"
"G36","EC8465"
"G36","EC955"
"G36","EC4664"
"G56","EC8465"
"G56","EC955"
"G56","EC4664"
"G21","EC8465"
"G21","EC955"
"G21","EC4664"
"G25","EC9"
"G61","EC65"
"G61","EC33"
"G61","EC66"
"G8","EC65"
"G8","EC33"
"G8","EC66"
"G47","EC65"
"G47","EC33"
"G47","EC66"
"G8","EC26"
"G8","EC8451"
"G8","EC419"
"G8","EC3721"
"G53","EC3689"
"G53","EC591"
"G53","EC5362"
"G28","EC3689"
"G28","EC591"
"G28","EC5362"
"G12","EC3689"
"G12","EC591"
"G12","EC5362"
"G33","EC3"
"G39","EC1305"
"G39","EC8624"
"G39","EC8222"
"G13","EC1305"
"G13","EC8624"
"G13","EC8222"
"G25","EC1305"
"G25","EC8624"
"G25","EC8222"
"G8","EC1020"
"G8","EC6494"
"G8","EC5011"
"G8","EC33"
"G8","EC55"
"G8","EC2778"
"G8","EC933"
"G65","EC1020"
"G65","EC6494"
"G65","EC5011"
"G65","EC33"
"G65","EC55"
"G65","EC2778"
"G65","EC933"
"G31","EC1020"
"G31","EC6494"
"G31","EC5011"
"G31","EC33"
"G31","EC55"
"G31","EC2778"
"G31","EC933"
"G54","EC7368"
"G54","EC3619"
"G54","EC9669"
"G9","EC7920"
"G9","EC1429"
"G9","EC6623"
"G9","EC14"
"G17","EC7920"
"G17","EC1429"
"G17","EC6623"
"G17","EC14"
"G57","EC7920"
"G57","EC1429"
"G57","EC6623"
"G57","EC14"
"G36","EC46"
"G36","EC4610"
"G36","EC1187"
"G36","EC3122"
"G67","EC2390"
"G67","EC2881"
"G67","EC7276"
"G67","EC46"
"G24","EC2390"
"G24","EC2881"
"G24","EC7276"
"G24","EC46"
"G31","EC2390"
"G31","EC2881"
"G31","EC7276"
"G31","EC46"
"G55","EC52"
"G55","EC7120"
"G55","EC1087"
"G55","EC164"
"G35","EC7706"
"G35","EC1351"
"G35","EC2925"
"G39","EC4331"
"G39","EC9498"
"G39","EC7718"
"G23","EC54"
"G23","EC68"
"G48","EC28"
"G20","EC28"
"G7","EC28"
"G39","EC4149"
"G39","EC5072"
"G39","EC16"
"G69","EC4149"
"G69","EC5072"
"G69","EC16"
"G34","EC4149"
"G34","EC5072"
"G34","EC16"
"G21","EC5004"
"G21","EC9639"
"G21","EC7326"
"G54","EC5004"
"G54","EC9639"
"G54","EC7326"
"G22","EC5004"
"G22","EC9639"
"G22","EC7326"
"G44","EC2056"
"G44","EC7192"
"G44","EC8941"
"G44","EC5523"
"G44","EC7325"
"G44","EC2623"
"G62","EC185"
"G62","EC2746"
"G62","EC4473"
"G13","EC185"
"G13","EC2746"
"G13","EC4473"
"G53","EC185"
"G53","EC2746"
"G53","EC4473"
"G37","EC813"
"G37","EC1780"
"G37","EC7160"
"G37","EC2866"
"G37","EC2197"
"G37","EC4796"
"G50","EC813"
"G50","EC1780"
"G50","EC7160"
"G50","EC2866"
"G50","EC2197"
"G50","EC4796"
"G67","EC813"
"G67","EC1780"
"G67","EC7160"
"G67","EC2866"
"G67","EC2197"
"G67","EC4796"
"G32","EC4"
"G32","EC1095"
"G32","EC6687"
"G32","EC1975"
"G32","EC5579"
"G32","EC9469"
"G32","EC6990"
"G32","EC62"
"G63","EC4"
"G63","EC1095"
"G63","EC6687"
"G63","EC1975"
"G63","EC5579"
"G63","EC9469"
"G63","EC6990"
"G63","EC62"
"G47","EC4"
"G47","EC1095"
"G47","EC6687"
"G47","EC1975"
"G47","EC5579"
"G47","EC9469"
"G47","EC6990"
"G47","EC62"
"G53","EC9632"
"G53","EC6093"
"G53","EC3450"
"G50","EC9632"
"G50","EC6093"
"G50","EC3450"
"G12","EC9632"
"G12","EC6093"
"G12","EC3450"
"G6","EC7552"
"G6","EC9973"
"G6","EC6295"
"G8","EC7552"
"G8","EC9973"
"G8","EC6295"
"G10","EC7552"
"G10","EC9973"
"G10","EC6295"
"G26","EC7941"
"G26","EC3450"
"G26","EC4194"
"G11","EC7941"
"G11","EC3450"
"G11","EC4194"
"G62","EC7941"
"G62","EC3450"
"G62","EC4194"
"G22","EC14"
"G19","EC14"
"G53","EC14"
"G3","EC9336"
"G3","EC7819"
"G3","EC4733"
"G13","EC9336"
"G13","EC7819"
"G13","EC4733"
"G29","EC9336"
"G29","EC7819"
"G29","EC4733"
"G11","EC4804"
"G11","EC4338"
"G11","EC9016"
"G41","EC4804"
"G41","EC4338"
"G41","EC9016"
"G68","EC4804"
"G68","EC4338"
"G68","EC9016"
"G13","EC55"
"G39","EC55"
"G26","EC55"
"G69","EC3749"
"G69","EC3256"
"G69","EC7455"
"G38","EC3749"
"G38","EC3256"
"G38","EC7455"
"G70","EC3749"
"G70","EC3256"
"G70","EC7455"
"G62","EC5164"
"G62","EC6084"
"G62","EC6019"
"G62","EC43"
"G14","EC5164"
"G14","EC6084"
"G14","EC6019"
"G14","EC43"
"G33","EC5164"
"G33","EC6084"
"G33","EC6019"
"G33","EC43"
"G44","EC48"
"G44","EC58"
"G6","EC48"
"G6","EC58"
"G35","EC48"
"G35","EC58"
"G5","EC6"
"G5","EC7136"
"G5","EC424"
"G5","EC4992"
"G5","EC9972"
"G5","EC7929"
"G61","EC52"
"G21","EC52"
"G18","EC52"
"G67","EC61"
"G41","EC7424"
"G41","EC1496"
"G41","EC9171"
"G49","EC9931"
"G49","EC56"
"G49","EC4680"
"G60","EC8961"
"G60","EC1378"
"G60","EC3205"
"G48","EC8961"
"G48","EC1378"
"G48","EC3205"
"G8","EC8961"
"G8","EC1378"
"G8","EC3205"
"G25","EC62"
"G58","EC62"
"G51","EC62"
"G61","EC8736"
"G61","EC5804"
"G61","EC5884"
"G63","EC8736"
"G63","EC5804"
"G63","EC5884"
"G58","EC8736"
"G58","EC5804"
"G58","EC5884"
"G33","EC58"
"G46","EC58"
"G58","EC58"
"G40","EC7081"
"G40","EC5851"
"G40","EC6152"
"G13","EC9320"
"G13","EC8498"
"G13","EC7986"
"G22","EC9320"
"G22","EC8498"
"G22","EC7986"
"G67","EC9320"
"G67","EC8498"
"G67","EC7986"
"G64","EC4702"
"G64","EC1258"
"G64","EC2575"
"G64","EC4"
"G58","EC15"
"G19","EC36"
"G31","EC41"
"G63","EC41"
"G38","EC41"
"G49","EC3710"
"G49","EC9051"
"G49","EC2817"
"G36","EC6007"
"G36","EC7824"
"G36","EC7440"
"G36","EC61"
"G66","EC6007"
"G66","EC7824"
"G66","EC7440"
"G66","EC61"
"G54","EC6007"
"G54","EC7824"
"G54","EC7440"
"G54","EC61"
"G67","EC34"
"G37","EC34"
"G28","EC34"
"G22","EC11"
"G22","EC43"
"G7","EC7600"
"G7","EC2314"
"G7","EC9621"
"G7","EC9769"
"G7","EC3157"
"G7","EC2701"
"G7","EC57"
"G24","EC63"
"G10","EC63"
"G40","EC63"
"G63","EC5683"
"G63","EC2729"
"G63","EC9151"
"G23","EC4749"
"G23","EC4165"
"G23","EC447"
"G16","EC7265"
"G16","EC8833"
"G16","EC9946"
"G16","EC24"
"G20","EC6317"
"G20","EC1082"
"G20","EC5778"
"G20","EC67"
"G10","EC6317"
"G10","EC1082"
"G10","EC5778"
"G10","EC67"
"G36","EC6317"
"G36","EC1082"
"G36","EC5778"
"G36","EC67"
"G21","EC7957"
"G21","EC762"
"G21","EC944"
"G69","EC7957"
"G69","EC762"
"G69","EC944"
"G14","EC7957"
"G14","EC762"
"G14","EC944"
"G39","EC2866"
"G39","EC2197"
"G39","EC4796"
"G41","EC858"
"G41","EC9406"
"G41","EC5479"
"G41","EC7767"
"G41","EC7286"
"G41","EC1579"
"G41","EC9731"
"G41","EC2877"
"G41","EC265"
"G39","EC858"
"G39","EC9406"
"G39","EC5479"
"G39","EC7767"
"G39","EC7286"
"G39","EC1579"
"G39","EC9731"
"G39","EC2877"
"G39","EC265"
"G44","EC858"
"G44","EC9406"
"G44","EC5479"
"G44","EC7767"
"G44","EC7286"
"G44","EC1579"
"G44","EC9731"
"G44","EC2877"
"G44","EC265"
"G56","EC8601"
"G56","EC615"
"G56","EC5661"
"G56","EC62"
"G36","EC8601"
"G36","EC615"
"G36","EC5661"
"G36","EC62"
"G4","EC8601"
"G4","EC615"
"G4","EC5661"
"G4","EC62"
"G7","EC1"
"G54","EC1"
"G53","EC1"
"G57","EC19"
"G18","EC19"
"G8","EC19"
"G10","EC41"
"G52","EC41"
"G59","EC41"
"G44","EC68"
"G6","EC68"
"G38","EC68"
"G44","EC600"
"G44","EC5174"
"G44","EC7821"
"G70","EC600"
"G70","EC5174"
"G70","EC7821"
"G57","EC600"
"G57","EC5174"
"G57","EC7821"
"G19","EC43"
"G33","EC18"
"G12","EC28"
"G47","EC40"
"G46","EC46"
"G46","EC1122"
"G46","EC8572"
"G46","EC3261"
"G56","EC9129"
"G56","EC3660"
"G56","EC5048"
"G8","EC68"
"G49","EC59"
"G56","EC1972"
"G56","EC5089"
"G56","EC5775"
"G32","EC46"
"G65","EC46"
"G68","EC46"
"G41","EC16"
"G41","EC48"
"G41","EC10"
"G41","EC7239"
"G41","EC3332"
"G41","EC3655"
"G41","EC2298"
"G41","EC2659"
"G41","EC7794"
"G18","EC14"
"G6","EC4200"
"G6","EC651"
"G6","EC6724"
"G43","EC22"
"G43","EC4767"
"G43","EC2309"
"G43","EC4517"
"G37","EC3"
"G14","EC3"
"G61","EC3"
"G39","EC10"
"G39","EC8"
"G8","EC10"
"G8","EC8"
"G18","EC10"
"G18","EC8"
"G9","EC1305"
"G9","EC8624"
"G9","EC8222"
"G70","EC1305"
"G70","EC8624"
"G70","EC8222"
"G43","EC1305"
"G43","EC8624"
"G43","EC8222"
"G1","EC5698"
"G1","EC9276"
"G1","EC6295"
"G1","EC5579"
"G1","EC9103"
"G1","EC9177"
"G35","EC7963"
"G35","EC9781"
"G35","EC7206"
"G66","EC5"
"G48","EC24"
"G68","EC50"
"G59","EC50"
"G18","EC50"
"G42","EC39"
"G46","EC9121"
"G46","EC9337"
"G46","EC4600"
"G16","EC2485"
"G16","EC6422"
"G16","EC2506"
"G10","EC35"
"G50","EC4054"
"G50","EC3468"
"G50","EC8815"
"G9","EC4054"
"G9","EC3468"
"G9","EC8815"
"G56","EC4054"
"G56","EC3468"
"G56","EC8815"
"G36","EC1386"
"G36","EC610"
"G36","EC7112"
"G61","EC5525"
"G61","EC2758"
"G61","EC6643"
"G59","EC47"
"G41","EC47"
"G18","EC47"
"G44","EC50"
"G44","EC6490"
"G44","EC7634"
"G44","EC9997"
"G19","EC50"
"G19","EC6490"
"G19","EC7634"
"G19","EC9997"
"G5","EC50"
"G5","EC6490"
"G5","EC7634"
"G5","EC9997"
"G45","EC5389"
"G45","EC7778"
"G45","EC799"
"G56","EC5389"
"G56","EC7778"
"G56","EC799"
"G20","EC5389"
"G20","EC7778"
"G20","EC799"
"G63","EC9065"
"G63","EC1256"
"G63","EC4116"
"G69","EC28"
"G30","EC2621"
"G30","EC3030"
"G30","EC9234"
"G52","EC2621"
"G52","EC3030"
"G52","EC9234"
"G32","EC2621"
"G32","EC3030"
"G32","EC9234"
"G9","EC5157"
"G9","EC4007"
"G9","EC1113"
"G50","EC5157"
"G50","EC4007"
"G50","EC1113"
